key_id,goal_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,player_team_id,player_team_name,player_team_code,minute_label,minute_regulation,minute_stoppage,match_period,own_goal,penalty
649,G-0649,WC-1962,1962 FIFA World Cup,M-1962-26,Chile v Soviet Union,1962-06-10,quarter-finals,not applicable,T-13,Chile,CHL,1,0,P-06161,Rojas,Eladio,0,T-13,Chile,CHL,29',29,0,first half,0,0
650,G-0650,WC-1962,1962 FIFA World Cup,M-1962-26,Chile v Soviet Union,1962-06-10,quarter-finals,not applicable,T-69,Soviet Union,SUN,0,1,P-04699,Chislenko,Igor,0,T-69,Soviet Union,SUN,26',26,0,first half,0,0
651,G-0651,WC-1962,1962 FIFA World Cup,M-1962-27,Czechoslovakia v Hungary,1962-06-10,quarter-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,P-05183,Scherer,Adolf,0,T-20,Czechoslovakia,CSK,13',13,0,first half,0,0
652,G-0652,WC-1962,1962 FIFA World Cup,M-1962-28,Yugoslavia v West Germany,1962-06-10,quarter-finals,not applicable,T-83,Yugoslavia,YUG,1,0,P-06222,Radaković,Petar,0,T-83,Yugoslavia,YUG,85',85,0,second half,0,0
653,G-0653,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-09,Brazil,BRA,1,0,P-04025,Garrincha,not applicable,0,T-09,Brazil,BRA,9',9,0,first half,0,0
654,G-0654,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-09,Brazil,BRA,1,0,P-04025,Garrincha,not applicable,0,T-09,Brazil,BRA,32',32,0,first half,0,0
655,G-0655,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-09,Brazil,BRA,1,0,P-01219,Vavá,not applicable,0,T-09,Brazil,BRA,47',47,0,second half,0,0
656,G-0656,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-09,Brazil,BRA,1,0,P-01219,Vavá,not applicable,0,T-09,Brazil,BRA,78',78,0,second half,0,0
657,G-0657,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-13,Chile,CHL,0,1,P-02219,Toro,Jorge,0,T-13,Chile,CHL,42',42,0,first half,0,0
658,G-0658,WC-1962,1962 FIFA World Cup,M-1962-29,Brazil v Chile,1962-06-13,semi-finals,not applicable,T-13,Chile,CHL,0,1,P-06737,Sánchez,Leonel,0,T-13,Chile,CHL,61',61,0,second half,0,1
659,G-0659,WC-1962,1962 FIFA World Cup,M-1962-30,Czechoslovakia v Yugoslavia,1962-06-13,semi-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,P-00239,Kadraba,Josef,0,T-20,Czechoslovakia,CSK,48',48,0,second half,0,0
660,G-0660,WC-1962,1962 FIFA World Cup,M-1962-30,Czechoslovakia v Yugoslavia,1962-06-13,semi-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,P-05183,Scherer,Adolf,0,T-20,Czechoslovakia,CSK,80',80,0,second half,0,0
661,G-0661,WC-1962,1962 FIFA World Cup,M-1962-30,Czechoslovakia v Yugoslavia,1962-06-13,semi-finals,not applicable,T-20,Czechoslovakia,CSK,1,0,P-05183,Scherer,Adolf,0,T-20,Czechoslovakia,CSK,84',84,0,second half,0,1
662,G-0662,WC-1962,1962 FIFA World Cup,M-1962-30,Czechoslovakia v Yugoslavia,1962-06-13,semi-finals,not applicable,T-83,Yugoslavia,YUG,0,1,P-00009,Jerković,Dražan,0,T-83,Yugoslavia,YUG,69',69,0,second half,0,0
663,G-0663,WC-1962,1962 FIFA World Cup,M-1962-31,Chile v Yugoslavia,1962-06-16,third-place match,not applicable,T-13,Chile,CHL,1,0,P-06161,Rojas,Eladio,0,T-13,Chile,CHL,90',90,0,second half,0,0
664,G-0664,WC-1962,1962 FIFA World Cup,M-1962-32,Brazil v Czechoslovakia,1962-06-17,final,not applicable,T-09,Brazil,BRA,1,0,P-09951,Amarildo,not applicable,0,T-09,Brazil,BRA,17',17,0,first half,0,0
665,G-0665,WC-1962,1962 FIFA World Cup,M-1962-32,Brazil v Czechoslovakia,1962-06-17,final,not applicable,T-09,Brazil,BRA,1,0,P-07351,Zito,not applicable,0,T-09,Brazil,BRA,69',69,0,second half,0,0
666,G-0666,WC-1962,1962 FIFA World Cup,M-1962-32,Brazil v Czechoslovakia,1962-06-17,final,not applicable,T-09,Brazil,BRA,1,0,P-01219,Vavá,not applicable,0,T-09,Brazil,BRA,78',78,0,second half,0,0
667,G-0667,WC-1962,1962 FIFA World Cup,M-1962-32,Brazil v Czechoslovakia,1962-06-17,final,not applicable,T-20,Czechoslovakia,CSK,0,1,P-07840,Masopust,Josef,0,T-20,Czechoslovakia,CSK,15',15,0,first half,0,0
668,G-0668,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,1966-07-12,group stage,Group 2,T-82,West Germany,DEU,1,0,P-00407,Held,Sigfried,0,T-82,West Germany,DEU,16',16,0,first half,0,0
669,G-0669,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,1966-07-12,group stage,Group 2,T-82,West Germany,DEU,1,0,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,21',21,0,first half,0,0
670,G-0670,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,1966-07-12,group stage,Group 2,T-82,West Germany,DEU,1,0,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,77',77,0,second half,0,1
671,G-0671,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,1966-07-12,group stage,Group 2,T-82,West Germany,DEU,1,0,P-04356,Beckenbauer,Franz,0,T-82,West Germany,DEU,40',40,0,first half,0,0
672,G-0672,WC-1966,1966 FIFA World Cup,M-1966-02,West Germany v Switzerland,1966-07-12,group stage,Group 2,T-82,West Germany,DEU,1,0,P-04356,Beckenbauer,Franz,0,T-82,West Germany,DEU,52',52,0,second half,0,0
673,G-0673,WC-1966,1966 FIFA World Cup,M-1966-03,Brazil v Bulgaria,1966-07-12,group stage,Group 3,T-09,Brazil,BRA,1,0,P-03795,Pelé,not applicable,0,T-09,Brazil,BRA,15',15,0,first half,0,0
674,G-0674,WC-1966,1966 FIFA World Cup,M-1966-03,Brazil v Bulgaria,1966-07-12,group stage,Group 3,T-09,Brazil,BRA,1,0,P-04025,Garrincha,not applicable,0,T-09,Brazil,BRA,63',63,0,second half,0,0
675,G-0675,WC-1966,1966 FIFA World Cup,M-1966-04,Soviet Union v North Korea,1966-07-12,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-03807,Malofeyev,Eduard,0,T-69,Soviet Union,SUN,31',31,0,first half,0,0
676,G-0676,WC-1966,1966 FIFA World Cup,M-1966-04,Soviet Union v North Korea,1966-07-12,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-03807,Malofeyev,Eduard,0,T-69,Soviet Union,SUN,88',88,0,second half,0,0
677,G-0677,WC-1966,1966 FIFA World Cup,M-1966-04,Soviet Union v North Korea,1966-07-12,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-08234,Banishevskiy,Anatoliy,0,T-69,Soviet Union,SUN,33',33,0,first half,0,0
678,G-0678,WC-1966,1966 FIFA World Cup,M-1966-05,France v Mexico,1966-07-13,group stage,Group 1,T-28,France,FRA,1,0,P-06762,Hausser,Gérard,0,T-28,France,FRA,62',62,0,second half,0,0
679,G-0679,WC-1966,1966 FIFA World Cup,M-1966-05,France v Mexico,1966-07-13,group stage,Group 1,T-44,Mexico,MEX,0,1,P-08563,Borja,Enrique,0,T-44,Mexico,MEX,48',48,0,second half,0,0
680,G-0680,WC-1966,1966 FIFA World Cup,M-1966-06,Argentina v Spain,1966-07-13,group stage,Group 2,T-03,Argentina,ARG,1,0,P-04225,Artime,Luis,0,T-03,Argentina,ARG,65',65,0,second half,0,0
681,G-0681,WC-1966,1966 FIFA World Cup,M-1966-06,Argentina v Spain,1966-07-13,group stage,Group 2,T-03,Argentina,ARG,1,0,P-04225,Artime,Luis,0,T-03,Argentina,ARG,77',77,0,second half,0,0
682,G-0682,WC-1966,1966 FIFA World Cup,M-1966-06,Argentina v Spain,1966-07-13,group stage,Group 2,T-70,Spain,ESP,0,1,P-03074,Pirri,not applicable,0,T-70,Spain,ESP,71',71,0,second half,0,0
683,G-0683,WC-1966,1966 FIFA World Cup,M-1966-07,Portugal v Hungary,1966-07-13,group stage,Group 3,T-56,Portugal,PRT,1,0,P-04280,Augusto,José,0,T-56,Portugal,PRT,2',2,0,first half,0,0
684,G-0684,WC-1966,1966 FIFA World Cup,M-1966-07,Portugal v Hungary,1966-07-13,group stage,Group 3,T-56,Portugal,PRT,1,0,P-04280,Augusto,José,0,T-56,Portugal,PRT,67',67,0,second half,0,0
685,G-0685,WC-1966,1966 FIFA World Cup,M-1966-07,Portugal v Hungary,1966-07-13,group stage,Group 3,T-56,Portugal,PRT,1,0,P-06238,Torres,José,0,T-56,Portugal,PRT,90',90,0,second half,0,0
686,G-0686,WC-1966,1966 FIFA World Cup,M-1966-07,Portugal v Hungary,1966-07-13,group stage,Group 3,T-34,Hungary,HUN,0,1,P-02995,Bene,Ferenc,0,T-34,Hungary,HUN,60',60,0,second half,0,0
687,G-0687,WC-1966,1966 FIFA World Cup,M-1966-08,Italy v Chile,1966-07-13,group stage,Group 4,T-39,Italy,ITA,1,0,P-09477,Mazzola,Sandro,0,T-39,Italy,ITA,8',8,0,first half,0,0
688,G-0688,WC-1966,1966 FIFA World Cup,M-1966-08,Italy v Chile,1966-07-13,group stage,Group 4,T-39,Italy,ITA,1,0,P-04647,Barison,Paolo,0,T-39,Italy,ITA,88',88,0,second half,0,0
689,G-0689,WC-1966,1966 FIFA World Cup,M-1966-09,Uruguay v France,1966-07-15,group stage,Group 1,T-80,Uruguay,URY,1,0,P-05145,Rocha,Pedro,0,T-80,Uruguay,URY,26',26,0,first half,0,0
690,G-0690,WC-1966,1966 FIFA World Cup,M-1966-09,Uruguay v France,1966-07-15,group stage,Group 1,T-80,Uruguay,URY,1,0,P-08635,Cortés,Julio César,0,T-80,Uruguay,URY,31',31,0,first half,0,0
691,G-0691,WC-1966,1966 FIFA World Cup,M-1966-09,Uruguay v France,1966-07-15,group stage,Group 1,T-28,France,FRA,0,1,P-02009,De Bourgoing,Héctor,0,T-28,France,FRA,15',15,0,first half,0,1
692,G-0692,WC-1966,1966 FIFA World Cup,M-1966-10,Spain v Switzerland,1966-07-15,group stage,Group 2,T-70,Spain,ESP,1,0,P-07131,Sanchís,Manuel,0,T-70,Spain,ESP,57',57,0,second half,0,0
693,G-0693,WC-1966,1966 FIFA World Cup,M-1966-10,Spain v Switzerland,1966-07-15,group stage,Group 2,T-70,Spain,ESP,1,0,P-07526,Amancio,not applicable,0,T-70,Spain,ESP,75',75,0,second half,0,0
694,G-0694,WC-1966,1966 FIFA World Cup,M-1966-10,Spain v Switzerland,1966-07-15,group stage,Group 2,T-72,Switzerland,CHE,0,1,P-07846,Quentin,René-Pierre,0,T-72,Switzerland,CHE,31',31,0,first half,0,0
695,G-0695,WC-1966,1966 FIFA World Cup,M-1966-11,Hungary v Brazil,1966-07-15,group stage,Group 3,T-34,Hungary,HUN,1,0,P-02995,Bene,Ferenc,0,T-34,Hungary,HUN,2',2,0,first half,0,0
696,G-0696,WC-1966,1966 FIFA World Cup,M-1966-11,Hungary v Brazil,1966-07-15,group stage,Group 3,T-34,Hungary,HUN,1,0,P-06508,Farkas,János,0,T-34,Hungary,HUN,64',64,0,second half,0,0
697,G-0697,WC-1966,1966 FIFA World Cup,M-1966-11,Hungary v Brazil,1966-07-15,group stage,Group 3,T-34,Hungary,HUN,1,0,P-01793,Mészöly,Kálmán,0,T-34,Hungary,HUN,73',73,0,second half,0,1
698,G-0698,WC-1966,1966 FIFA World Cup,M-1966-11,Hungary v Brazil,1966-07-15,group stage,Group 3,T-09,Brazil,BRA,0,1,P-01461,Tostão,not applicable,0,T-09,Brazil,BRA,14',14,0,first half,0,0
699,G-0699,WC-1966,1966 FIFA World Cup,M-1966-12,Chile v North Korea,1966-07-15,group stage,Group 4,T-13,Chile,CHL,1,0,P-06536,Marcos,Rubén,0,T-13,Chile,CHL,26',26,0,first half,0,1
700,G-0700,WC-1966,1966 FIFA World Cup,M-1966-12,Chile v North Korea,1966-07-15,group stage,Group 4,T-49,North Korea,PRK,0,1,P-07378,Pak,Seung-zin,0,T-49,North Korea,PRK,88',88,0,second half,0,0
701,G-0701,WC-1966,1966 FIFA World Cup,M-1966-14,Portugal v Bulgaria,1966-07-16,group stage,Group 3,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,38',38,0,first half,0,0
702,G-0702,WC-1966,1966 FIFA World Cup,M-1966-14,Portugal v Bulgaria,1966-07-16,group stage,Group 3,T-56,Portugal,PRT,1,0,P-06238,Torres,José,0,T-56,Portugal,PRT,81',81,0,second half,0,0
703,G-0703,WC-1966,1966 FIFA World Cup,M-1966-14,Portugal v Bulgaria,1966-07-16,group stage,Group 3,T-56,Portugal,PRT,1,0,P-08517,Vutsov,Ivan,0,T-10,Bulgaria,BGR,7',7,0,first half,1,0
704,G-0704,WC-1966,1966 FIFA World Cup,M-1966-15,Soviet Union v Italy,1966-07-16,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-04699,Chislenko,Igor,0,T-69,Soviet Union,SUN,57',57,0,second half,0,0
705,G-0705,WC-1966,1966 FIFA World Cup,M-1966-16,England v Mexico,1966-07-16,group stage,Group 1,T-27,England,ENG,1,0,P-00227,Charlton,Bobby,0,T-27,England,ENG,37',37,0,first half,0,0
706,G-0706,WC-1966,1966 FIFA World Cup,M-1966-16,England v Mexico,1966-07-16,group stage,Group 1,T-27,England,ENG,1,0,P-01893,Hunt,Roger,0,T-27,England,ENG,75',75,0,second half,0,0
707,G-0707,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,1966-07-19,group stage,Group 2,T-03,Argentina,ARG,1,0,P-04225,Artime,Luis,0,T-03,Argentina,ARG,52',52,0,second half,0,0
708,G-0708,WC-1966,1966 FIFA World Cup,M-1966-18,Argentina v Switzerland,1966-07-19,group stage,Group 2,T-03,Argentina,ARG,1,0,P-08731,Onega,Ermindo,0,T-03,Argentina,ARG,79',79,0,second half,0,0
709,G-0709,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,1966-07-19,group stage,Group 3,T-56,Portugal,PRT,1,0,P-07450,Simões,António,0,T-56,Portugal,PRT,15',15,0,first half,0,0
710,G-0710,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,1966-07-19,group stage,Group 3,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,27',27,0,first half,0,0
711,G-0711,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,1966-07-19,group stage,Group 3,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,85',85,0,second half,0,0
712,G-0712,WC-1966,1966 FIFA World Cup,M-1966-19,Portugal v Brazil,1966-07-19,group stage,Group 3,T-09,Brazil,BRA,0,1,P-03172,Rildo,not applicable,0,T-09,Brazil,BRA,73',73,0,second half,0,0
713,G-0713,WC-1966,1966 FIFA World Cup,M-1966-20,North Korea v Italy,1966-07-19,group stage,Group 4,T-49,North Korea,PRK,1,0,P-07496,Pak,Doo-ik,0,T-49,North Korea,PRK,42',42,0,first half,0,0
714,G-0714,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,1966-07-20,group stage,Group 1,T-27,England,ENG,1,0,P-01893,Hunt,Roger,0,T-27,England,ENG,38',38,0,first half,0,0
715,G-0715,WC-1966,1966 FIFA World Cup,M-1966-21,England v France,1966-07-20,group stage,Group 1,T-27,England,ENG,1,0,P-01893,Hunt,Roger,0,T-27,England,ENG,75',75,0,second half,0,0
716,G-0716,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,1966-07-20,group stage,Group 2,T-82,West Germany,DEU,1,0,P-00058,Emmerich,Lothar,0,T-82,West Germany,DEU,39',39,0,first half,0,0
717,G-0717,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,1966-07-20,group stage,Group 2,T-82,West Germany,DEU,1,0,P-04896,Seeler,Uwe,0,T-82,West Germany,DEU,84',84,0,second half,0,0
718,G-0718,WC-1966,1966 FIFA World Cup,M-1966-22,West Germany v Spain,1966-07-20,group stage,Group 2,T-70,Spain,ESP,0,1,P-08506,Fusté,Josep Maria,0,T-70,Spain,ESP,23',23,0,first half,0,0
719,G-0719,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,1966-07-20,group stage,Group 3,T-34,Hungary,HUN,1,0,P-01793,Mészöly,Kálmán,0,T-34,Hungary,HUN,45',45,0,first half,0,0
720,G-0720,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,1966-07-20,group stage,Group 3,T-34,Hungary,HUN,1,0,P-02995,Bene,Ferenc,0,T-34,Hungary,HUN,54',54,0,second half,0,0
721,G-0721,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,1966-07-20,group stage,Group 3,T-10,Bulgaria,BGR,0,1,P-06361,Asparuhov,Georgi,0,T-10,Bulgaria,BGR,15',15,0,first half,0,0
722,G-0722,WC-1966,1966 FIFA World Cup,M-1966-23,Hungary v Bulgaria,1966-07-20,group stage,Group 3,T-34,Hungary,HUN,1,0,P-08049,Davidov,Ivan,0,T-10,Bulgaria,BGR,43',43,0,first half,1,0
723,G-0723,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,1966-07-20,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-06927,Porkujan,Valeriy,0,T-69,Soviet Union,SUN,28',28,0,first half,0,0
724,G-0724,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,1966-07-20,group stage,Group 4,T-69,Soviet Union,SUN,1,0,P-06927,Porkujan,Valeriy,0,T-69,Soviet Union,SUN,85',85,0,second half,0,0
725,G-0725,WC-1966,1966 FIFA World Cup,M-1966-24,Soviet Union v Chile,1966-07-20,group stage,Group 4,T-13,Chile,CHL,0,1,P-06536,Marcos,Rubén,0,T-13,Chile,CHL,32',32,0,first half,0,0
726,G-0726,WC-1966,1966 FIFA World Cup,M-1966-25,England v Argentina,1966-07-23,quarter-finals,not applicable,T-27,England,ENG,1,0,P-03234,Hurst,Geoff,0,T-27,England,ENG,78',78,0,second half,0,0
727,G-0727,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,27',27,0,first half,0,0
728,G-0728,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,43',43,0,first half,0,1
729,G-0729,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,56',56,0,second half,0,0
730,G-0730,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,59',59,0,second half,0,1
731,G-0731,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-56,Portugal,PRT,1,0,P-04280,Augusto,José,0,T-56,Portugal,PRT,80',80,0,second half,0,0
732,G-0732,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-49,North Korea,PRK,0,1,P-07378,Pak,Seung-zin,0,T-49,North Korea,PRK,1',1,0,first half,0,0
733,G-0733,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-49,North Korea,PRK,0,1,P-03904,Li,Dong-woon,0,T-49,North Korea,PRK,22',22,0,first half,0,0
734,G-0734,WC-1966,1966 FIFA World Cup,M-1966-26,Portugal v North Korea,1966-07-23,quarter-finals,not applicable,T-49,North Korea,PRK,0,1,P-07632,Yang,Seung-kook,0,T-49,North Korea,PRK,25',25,0,first half,0,0
735,G-0735,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,1966-07-23,quarter-finals,not applicable,T-69,Soviet Union,SUN,1,0,P-04699,Chislenko,Igor,0,T-69,Soviet Union,SUN,5',5,0,first half,0,0
736,G-0736,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,1966-07-23,quarter-finals,not applicable,T-69,Soviet Union,SUN,1,0,P-06927,Porkujan,Valeriy,0,T-69,Soviet Union,SUN,46',46,0,second half,0,0
737,G-0737,WC-1966,1966 FIFA World Cup,M-1966-27,Soviet Union v Hungary,1966-07-23,quarter-finals,not applicable,T-34,Hungary,HUN,0,1,P-02995,Bene,Ferenc,0,T-34,Hungary,HUN,57',57,0,second half,0,0
738,G-0738,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,1966-07-23,quarter-finals,not applicable,T-82,West Germany,DEU,1,0,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,11',11,0,first half,0,0
739,G-0739,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,1966-07-23,quarter-finals,not applicable,T-82,West Germany,DEU,1,0,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,83',83,0,second half,0,0
740,G-0740,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,1966-07-23,quarter-finals,not applicable,T-82,West Germany,DEU,1,0,P-04356,Beckenbauer,Franz,0,T-82,West Germany,DEU,70',70,0,second half,0,0
741,G-0741,WC-1966,1966 FIFA World Cup,M-1966-28,West Germany v Uruguay,1966-07-23,quarter-finals,not applicable,T-82,West Germany,DEU,1,0,P-04896,Seeler,Uwe,0,T-82,West Germany,DEU,75',75,0,second half,0,0
742,G-0742,WC-1966,1966 FIFA World Cup,M-1966-29,West Germany v Soviet Union,1966-07-25,semi-finals,not applicable,T-82,West Germany,DEU,1,0,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,43',43,0,first half,0,0
743,G-0743,WC-1966,1966 FIFA World Cup,M-1966-29,West Germany v Soviet Union,1966-07-25,semi-finals,not applicable,T-82,West Germany,DEU,1,0,P-04356,Beckenbauer,Franz,0,T-82,West Germany,DEU,67',67,0,second half,0,0
744,G-0744,WC-1966,1966 FIFA World Cup,M-1966-29,West Germany v Soviet Union,1966-07-25,semi-finals,not applicable,T-69,Soviet Union,SUN,0,1,P-06927,Porkujan,Valeriy,0,T-69,Soviet Union,SUN,88',88,0,second half,0,0
745,G-0745,WC-1966,1966 FIFA World Cup,M-1966-30,England v Portugal,1966-07-26,semi-finals,not applicable,T-27,England,ENG,1,0,P-00227,Charlton,Bobby,0,T-27,England,ENG,30',30,0,first half,0,0
746,G-0746,WC-1966,1966 FIFA World Cup,M-1966-30,England v Portugal,1966-07-26,semi-finals,not applicable,T-27,England,ENG,1,0,P-00227,Charlton,Bobby,0,T-27,England,ENG,80',80,0,second half,0,0
747,G-0747,WC-1966,1966 FIFA World Cup,M-1966-30,England v Portugal,1966-07-26,semi-finals,not applicable,T-56,Portugal,PRT,0,1,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,82',82,0,second half,0,1
748,G-0748,WC-1966,1966 FIFA World Cup,M-1966-31,Portugal v Soviet Union,1966-07-28,third-place match,not applicable,T-56,Portugal,PRT,1,0,P-01633,Eusébio,not applicable,0,T-56,Portugal,PRT,12',12,0,first half,0,1
749,G-0749,WC-1966,1966 FIFA World Cup,M-1966-31,Portugal v Soviet Union,1966-07-28,third-place match,not applicable,T-56,Portugal,PRT,1,0,P-06238,Torres,José,0,T-56,Portugal,PRT,89',89,0,second half,0,0
750,G-0750,WC-1966,1966 FIFA World Cup,M-1966-31,Portugal v Soviet Union,1966-07-28,third-place match,not applicable,T-69,Soviet Union,SUN,0,1,P-03807,Malofeyev,Eduard,0,T-69,Soviet Union,SUN,43',43,0,first half,0,0
751,G-0751,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-27,England,ENG,1,0,P-03234,Hurst,Geoff,0,T-27,England,ENG,18',18,0,first half,0,0
752,G-0752,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-27,England,ENG,1,0,P-03234,Hurst,Geoff,0,T-27,England,ENG,101',101,0,"extra time, first half",0,0
753,G-0753,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-27,England,ENG,1,0,P-03234,Hurst,Geoff,0,T-27,England,ENG,120',120,0,"extra time, second half",0,0
754,G-0754,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-27,England,ENG,1,0,P-01405,Peters,Martin,0,T-27,England,ENG,78',78,0,second half,0,0
755,G-0755,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-82,West Germany,DEU,0,1,P-08039,Haller,Helmut,0,T-82,West Germany,DEU,12',12,0,first half,0,0
756,G-0756,WC-1966,1966 FIFA World Cup,M-1966-32,England v West Germany,1966-07-30,final,not applicable,T-82,West Germany,DEU,0,1,P-01433,Weber,Wolfgang,0,T-82,West Germany,DEU,89',89,0,second half,0,0
757,G-0757,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-80,Uruguay,URY,1,0,P-06360,Maneiro,Ildo,10,T-80,Uruguay,URY,23',23,0,first half,0,0
758,G-0758,WC-1970,1970 FIFA World Cup,M-1970-02,Uruguay v Israel,1970-06-02,group stage,Group 2,T-80,Uruguay,URY,1,0,P-02448,Mujica,Juan,6,T-80,Uruguay,URY,50',50,0,second half,0,0
759,G-0759,WC-1970,1970 FIFA World Cup,M-1970-03,England v Romania,1970-06-02,group stage,Group 3,T-27,England,ENG,1,0,P-03234,Hurst,Geoff,10,T-27,England,ENG,65',65,0,second half,0,0
760,G-0760,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-02248,Gallardo,Alberto,11,T-54,Peru,PER,50',50,0,second half,0,0
761,G-0761,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-08318,Chumpitaz,Héctor,4,T-54,Peru,PER,55',55,0,second half,0,0
762,G-0762,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-54,Peru,PER,1,0,P-01348,Cubillas,Teófilo,10,T-54,Peru,PER,73',73,0,second half,0,0
763,G-0763,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-03135,Dermendzhiev,Dinko,11,T-10,Bulgaria,BGR,13',13,0,first half,0,0
764,G-0764,WC-1970,1970 FIFA World Cup,M-1970-04,Peru v Bulgaria,1970-06-02,group stage,Group 4,T-10,Bulgaria,BGR,0,1,P-02078,Bonev,Hristo,8,T-10,Bulgaria,BGR,49',49,0,second half,0,0
