key_id,stadium_id,stadium_name,city_name,country_name,stadium_capacity,stadium_wikipedia_link,city_wikipedia_link
171,S-171,Daegu World Cup Stadium,Daegu,South Korea,68000,https://en.wikipedia.org/wiki/Daegu_Stadium,https://en.wikipedia.org/wiki/Daegu
172,S-172,Daejeon World Cup Stadium,Daejeon,South Korea,40000,https://en.wikipedia.org/wiki/Daejeon_World_Cup_Stadium,https://en.wikipedia.org/wiki/Daejeon
173,S-173,Gwangju World Cup Stadium,Gwangju,South Korea,43000,https://en.wikipedia.org/wiki/Gwangju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Gwangju
174,S-174,Incheon Munhak Stadium,Incheon,South Korea,52000,https://en.wikipedia.org/wiki/Incheon_Munhak_Stadium,https://en.wikipedia.org/wiki/Incheon
175,S-175,Jeonju World Cup Stadium,Jeonju,South Korea,42000,https://en.wikipedia.org/wiki/Jeonju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Jeonju
176,S-176,Jeju World Cup Stadium,Seogwipo,South Korea,42000,https://en.wikipedia.org/wiki/Jeju_World_Cup_Stadium,https://en.wikipedia.org/wiki/Seogwipo
177,S-177,Seoul World Cup Stadium,Seoul,South Korea,64000,https://en.wikipedia.org/wiki/Seoul_World_Cup_Stadium,https://en.wikipedia.org/wiki/Seoul
178,S-178,Suwon World Cup Stadium,Suwon,South Korea,43000,https://en.wikipedia.org/wiki/Suwon_World_Cup_Stadium,https://en.wikipedia.org/wiki/Suwon
179,S-179,Ulsan Munsu Football Stadium,Ulsan,South Korea,44000,https://en.wikipedia.org/wiki/Ulsan_Munsu_Football_Stadium,https://en.wikipedia.org/wiki/Ulsan
180,S-180,Estadio Riazor,A Coruña,Spain,34000,https://en.wikipedia.org/wiki/Estadio_Riazor,https://en.wikipedia.org/wiki/A_Coruña
181,S-181,Estadio José Rico Pérez,Alicante,Spain,33000,https://en.wikipedia.org/wiki/Estadio_José_Rico_Pérez,https://en.wikipedia.org/wiki/Alicante
182,S-182,Camp Nou,Barcelona,Spain,121000,https://en.wikipedia.org/wiki/Camp_Nou,https://en.wikipedia.org/wiki/Barcelona
183,S-183,Estadi de Sarrià,Barcelona,Spain,40000,https://en.wikipedia.org/wiki/Sarrià_Stadium,https://en.wikipedia.org/wiki/Barcelona
184,S-184,Estadio San Mamés,Bilbao,Spain,46000,https://en.wikipedia.org/wiki/San_Mamés_Stadium_(1913),https://en.wikipedia.org/wiki/Bilbao
185,S-185,Nuevo Estadio,Elche,Spain,53000,https://en.wikipedia.org/wiki/Estadio_Manuel_Mart%C3%ADnez_Valero,https://en.wikipedia.org/wiki/Elche
186,S-186,Estadio El Molinón,Gijón,Spain,45000,https://en.wikipedia.org/wiki/El_Molinón,https://en.wikipedia.org/wiki/Gijón
187,S-187,Estadio Santiago Bernabéu,Madrid,Spain,90000,https://en.wikipedia.org/wiki/Santiago_Bernabéu_Stadium,https://en.wikipedia.org/wiki/Madrid
188,S-188,Vicente Calderón,Madrid,Spain,66000,https://en.wikipedia.org/wiki/Vicente_Calderón_Stadium,https://en.wikipedia.org/wiki/Madrid
189,S-189,Estadio La Rosaleda,Málaga,Spain,45000,https://en.wikipedia.org/wiki/Estadio_La_Rosaleda,https://en.wikipedia.org/wiki/Málaga
190,S-190,Estadio Carlos Tartiere,Oviedo,Spain,24000,https://en.wikipedia.org/wiki/Estadio_Carlos_Tartiere_(1932),https://en.wikipedia.org/wiki/Oviedo
191,S-191,Estadio Benito Villamarín,Seville,Spain,50000,https://en.wikipedia.org/wiki/Estadio_Benito_Villamar%C3%ADn,https://en.wikipedia.org/wiki/Seville
192,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,68000,https://en.wikipedia.org/wiki/Ramón_Sánchez_Pizjuán_Stadium,https://en.wikipedia.org/wiki/Seville
193,S-193,Estadio Luis Casanova,Valencia,Spain,50000,https://en.wikipedia.org/wiki/Mestalla_Stadium,https://en.wikipedia.org/wiki/Valencia
194,S-194,Estadio José Zorrilla,Valladolid,Spain,30000,https://en.wikipedia.org/wiki/Estadio_José_Zorrilla,https://en.wikipedia.org/wiki/Valladolid
195,S-195,Balaídos,Vigo,Spain,33000,https://en.wikipedia.org/wiki/Bala%C3%ADdos,https://en.wikipedia.org/wiki/Vigo
196,S-196,Estadio La Romareda,Zaragoza,Spain,42000,https://en.wikipedia.org/wiki/La_Romareda,https://en.wikipedia.org/wiki/Zaragoza
197,S-197,Ryavallen,Borås,Sweden,15000,https://en.wikipedia.org/wiki/Ryavallen,https://en.wikipedia.org/wiki/Borås
198,S-198,Tunavallen,Eskilstuna,Sweden,22000,https://en.wikipedia.org/wiki/Tunavallen,https://en.wikipedia.org/wiki/Eskilstuna
199,S-199,Strömvallen,Gävle,Sweden,7000,https://en.wikipedia.org/wiki/Strömvallen,https://en.wikipedia.org/wiki/Gävle
200,S-200,Ullevi,Gothenburg,Sweden,54000,https://en.wikipedia.org/wiki/Ullevi,https://en.wikipedia.org/wiki/Gothenburg
201,S-201,Örjans Vall,Halmstad,Sweden,15000,https://en.wikipedia.org/wiki/Örjans_Vall,https://en.wikipedia.org/wiki/Halmstad
202,S-202,Olympia,Helsingborg,Sweden,27000,https://en.wikipedia.org/wiki/Olympia_(Helsingborg),https://en.wikipedia.org/wiki/Helsingborg
203,S-203,Tingvalla IP,Karlstad,Sweden,5000,https://en.wikipedia.org/wiki/Tingvalla_IP,https://en.wikipedia.org/wiki/Karlstad
204,S-204,Malmö Stadion,Malmö,Sweden,30000,https://en.wikipedia.org/wiki/Malmö_Stadion,https://en.wikipedia.org/wiki/Malmö
205,S-205,Idrottsparken,Norrköping,Sweden,20000,https://en.wikipedia.org/wiki/Nya_Parken,https://en.wikipedia.org/wiki/Norrköping
206,S-206,Eyravallen,Örebro,Sweden,13000,https://en.wikipedia.org/wiki/Behrn_Arena,https://en.wikipedia.org/wiki/Örebro
207,S-207,Jernvallen,Sandviken,Sweden,20000,https://en.wikipedia.org/wiki/Jernvallen,https://en.wikipedia.org/wiki/Sandviken
208,S-208,Råsunda Stadium,Solna,Sweden,52000,https://en.wikipedia.org/wiki/Råsunda_Stadium,https://en.wikipedia.org/wiki/Solna_Municipality
209,S-209,Rimnersvallen,Uddevalla,Sweden,18000,https://en.wikipedia.org/wiki/Rimnersvallen,https://en.wikipedia.org/wiki/Uddevalla
210,S-210,Arosvallen,Västerås,Sweden,10000,https://en.wikipedia.org/wiki/Arosvallen,https://en.wikipedia.org/wiki/Västerås
211,S-211,St. Jakob Stadium,Basel,Switzerland,55000,https://en.wikipedia.org/wiki/St._Jakob_Stadium,https://en.wikipedia.org/wiki/Basel
212,S-212,Wankdorf Stadium,Bern,Switzerland,65000,https://en.wikipedia.org/wiki/Wankdorf_Stadium,https://en.wikipedia.org/wiki/Bern
213,S-213,Charmilles Stadium,Geneva,Switzerland,36000,https://en.wikipedia.org/wiki/Charmilles_Stadium,https://en.wikipedia.org/wiki/Geneva
214,S-214,Stade Olympique de la Pontaise,Lausanne,Switzerland,50000,https://en.wikipedia.org/wiki/Stade_Olympique_de_la_Pontaise,https://en.wikipedia.org/wiki/Lausanne
215,S-215,Cornaredo Stadium,Lugano,Switzerland,36000,https://en.wikipedia.org/wiki/Cornaredo_Stadium,https://en.wikipedia.org/wiki/Lugano
216,S-216,Hardturm Stadium,Zürich,Switzerland,35000,https://en.wikipedia.org/wiki/Hardturm,https://en.wikipedia.org/wiki/Zürich
217,S-217,Foxboro Stadium,Boston,United States,59000,https://en.wikipedia.org/wiki/Foxboro_Stadium,https://en.wikipedia.org/wiki/Boston
218,S-218,Home Depot Center,Carson,United States,28000,https://en.wikipedia.org/wiki/Dignity_Health_Sports_Park,"https://en.wikipedia.org/wiki/Carson,_California"
219,S-219,Soldier Field,Chicago,United States,65000,https://en.wikipedia.org/wiki/Soldier_Field,https://en.wikipedia.org/wiki/Chicago
220,S-220,Columbus Crew Stadium,Columbus,United States,23000,https://en.wikipedia.org/wiki/Mapfre_Stadium,"https://en.wikipedia.org/wiki/Columbus,_Ohio"
221,S-221,Cotton Bowl,Dallas,United States,64000,https://en.wikipedia.org/wiki/Cotton_Bowl_(stadium),https://en.wikipedia.org/wiki/Dallas
222,S-222,Giants Stadium,East Rutherford,United States,76000,https://en.wikipedia.org/wiki/Giants_Stadium,"https://en.wikipedia.org/wiki/East_Rutherford,_New_Jersey"
223,S-223,Foxboro Stadium,Foxborough,United States,54000,https://en.wikipedia.org/wiki/Foxboro_Stadium,https://en.wikipedia.org/wiki/Foxboro_Stadium
224,S-224,Gillette Stadium,Foxborough,United States,68000,https://en.wikipedia.org/wiki/Gillette_Stadium,"https://en.wikipedia.org/wiki/Foxborough,_Massachusetts"
225,S-225,Rose Bowl,Los Angeles,United States,96000,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),https://en.wikipedia.org/wiki/Los_Angeles
226,S-226,Giants Stadium,New York City,United States,78000,https://en.wikipedia.org/wiki/Giants_Stadium,https://en.wikipedia.org/wiki/New_York_City
227,S-227,Citrus Bowl,Orlando,United States,62000,https://en.wikipedia.org/wiki/Citrus_Bowl_(stadium),"https://en.wikipedia.org/wiki/Orlando,_Florida"
228,S-228,Rose Bowl,Pasadena,United States,94000,https://en.wikipedia.org/wiki/Rose_Bowl_(stadium),"https://en.wikipedia.org/wiki/Pasadena,_California"
229,S-229,Lincoln Financial Field,Philadelphia,United States,70000,https://en.wikipedia.org/wiki/Lincoln_Financial_Field,https://en.wikipedia.org/wiki/Philadelphia
230,S-230,Pontiac Silverdome,Pontiac,United States,78000,https://en.wikipedia.org/wiki/Pontiac_Silverdome,"https://en.wikipedia.org/wiki/Pontiac,_Michigan"
231,S-231,Civic Stadium,Portland,United States,27000,"https://en.wikipedia.org/wiki/Civic_Stadium_(Portland,_Oregon)","https://en.wikipedia.org/wiki/Portland,_Oregon"
232,S-232,PGE Park,Portland,United States,28000,https://en.wikipedia.org/wiki/Providence_Park,"https://en.wikipedia.org/wiki/Portland,_Oregon"
233,S-233,Stanford Stadium,San Fransisco,United States,85000,https://en.wikipedia.org/wiki/Stanford_Stadium,https://en.wikipedia.org/wiki/San_Francisco
234,S-234,Spartan Stadium,San Jose,United States,26000,https://en.wikipedia.org/wiki/Spartan_Stadium_(San_Jose),"https://en.wikipedia.org/wiki/San_Jose,_California"
235,S-235,Stanford Stadium,Stanford,United States,84000,https://en.wikipedia.org/wiki/Stanford_Stadium,"https://en.wikipedia.org/wiki/Stanford,_California"
236,S-236,Jack Kent Cooke Stadium,"Washington, D.C.",United States,80000,https://en.wikipedia.org/wiki/Jack_Kent_Cooke_Stadium,"https://en.wikipedia.org/wiki/Washington,_D.C."
237,S-237,RFK Stadium,"Washington, D.C.",United States,53000,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,"https://en.wikipedia.org/wiki/Washington,_D.C."
238,S-238,Estadio Centenario,Montevideo,Uruguay,90000,https://en.wikipedia.org/wiki/Estadio_Centenario,https://en.wikipedia.org/wiki/Montevideo
239,S-239,Estadio Gran Parque Central,Montevideo,Uruguay,20000,https://en.wikipedia.org/wiki/Estadio_Gran_Parque_Central,https://en.wikipedia.org/wiki/Montevideo
240,S-240,Estadio Pocitos,Montevideo,Uruguay,10000,https://en.wikipedia.org/wiki/Estadio_Pocitos,https://en.wikipedia.org/wiki/Montevideo
