key_id,referee_id,family_name,given_name,female,country_name,confederation_id,confederation_name,confederation_code,referee_wikipedia_link
205,R-205,Jacewicz,Kate,1,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Kate_Jacewicz
206,R-206,Jácome,Elías,0,Ecuador,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/El%C3%ADas_J%C3%A1come
207,R-207,Jarguz,Alojzy,0,Poland,CF-6,Union of European Football Associations,UEFA,not available
208,R-208,Jonni,Cesare,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Cesare_Jonni
209,R-209,Jonsson,Ingrid,1,Sweden,CF-6,Union of European Football Associations,UEFA,not available
210,R-210,Jørgensen,Carl,0,Denmark,CF-6,Union of European Football Associations,UEFA,not available
211,R-211,Jouini,Neji,0,Tunisia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Neji_Jouini
212,R-212,Kamikawa,Toru,0,Japan,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Toru_Kamikawa
213,R-213,Kamnueng,Pannipar,1,Thailand,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Pannipar_Kamnueng
214,R-214,Kandil,Ali,0,United Arab Republic,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Ali_Kandil
215,R-215,Karasev,Sergei,0,Russia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Sergei_Karasev
216,R-216,Karlsson,Bo,0,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bo_Karlsson
217,R-217,Kassai,Viktor,0,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Viktor_Kassai
218,R-218,Kazakov,Pavel,0,Soviet Union,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pavel_Kazakov
219,R-219,Keighley,Anna-Marie,1,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Anna-Marie_Keighley
220,R-220,Keizer,Jan,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jan_Keizer_(referee)
221,R-221,Kim,Young-joo,0,South Korea,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Kim_Young-joo
222,R-222,Kirschen,Siegfried,0,East Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Siegfried_Kirschen
223,R-223,Klein,Abraham,0,Israel,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Abraham_Klein_(referee)
224,R-224,Kohl,Helmut,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Helmut_Kohl_(referee)
225,R-225,Kreitlein,Rudolf,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rudolf_Kreitlein
226,R-226,Krist,Augustin,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Augustin_Krist
227,R-227,Krug,Hellmut,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Hellmut_Krug
228,R-228,Kuipers,Björn,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Bj%C3%B6rn_Kuipers
229,R-229,Kulcsár,Katalin,1,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Katalin_Kulcs%C3%A1r
230,R-230,Labo Revoredo,Enrique,0,Peru,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Enrique_Labo_Revoredo
231,R-231,Lacarne,Belaïd,0,Algeria,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Bela%C3%AFd_Lacarne
232,R-232,Lamo Castillo,Augusto,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Augusto_Lamo_Castillo
233,R-233,Lamolina,Francisco Oscar,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Francisco_Oscar_Lamolina
234,R-234,Landauer,Henry,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
235,R-235,Lanese,Tullio,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Tullio_Lanese
236,R-236,Langenus,John,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/John_Langenus
237,R-237,Lannoy,Stéphane,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/St%C3%A9phane_Lannoy
238,R-238,Larrionda,Jorge,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Jorge_Larrionda
239,R-239,Larsson,Pernilla,1,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pernilla_Larsson
240,R-240,Leafe,Reginald,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Reginald_Leafe
241,R-241,Leclerq,Lucien,0,France,CF-6,Union of European Football Associations,UEFA,not available
242,R-242,Lemesic,Leo,0,Yugoslavia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leo_Lemesic
243,R-243,Lengwe,Gladys,1,Zambia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Gladys_Lengwe
244,R-244,Lennie,Eddie,0,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Eddie_Lennie
245,R-245,Levnikov,Nikolai,0,Soviet Union,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nikolai_Levnikov
246,R-246,Lim,Kee Chong,0,Mauritius,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Lim_Kee_Chong
247,R-247,Linemayr,Erich,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Erich_Linemayr
248,R-248,Ling,William,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/William_Ling_(referee)
249,R-249,Llobregat,Vicente,0,Venezuela,CF-4,South American Football Confederation,CONMEBOL,not available
250,R-250,Lo Bello,Concetto,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Concetto_Lo_Bello
251,R-251,Lombardi,Domingo,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,not available
252,R-252,Lööw,Bertil,0,Sweden,CF-6,Union of European Football Associations,UEFA,not available
253,R-253,López Nieto,Antonio,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Antonio_L%C3%B3pez_Nieto
254,R-254,Loraux,Vital,0,Belgium,CF-6,Union of European Football Associations,UEFA,not available
255,R-255,Loustau,Juan Carlos,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Juan_Carlos_Loustau
256,R-256,Lu,Jun,0,China,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Lu_Jun
257,R-257,Lund-Sørensen,Henning,0,Denmark,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Henning_Lund-S%C3%B8rensen
258,R-258,Lutz,Jean,0,Switzerland,CF-6,Union of European Football Associations,UEFA,not available
259,R-259,Machin,Roger,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Roger_Machin
260,R-260,Macías,José,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
261,R-261,Maciel,Carlos,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Carlos_Maciel
262,R-262,Macko,Martin,0,Czechoslovakia,CF-6,Union of European Football Associations,UEFA,not available
263,R-263,Maidin,Shamsul,0,Singapore,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Shamsul_Maidin
264,R-264,Maillet,Eddy,0,Seychelles,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Eddy_Maillet
265,R-265,Makkelie,Danny,0,Netherlands,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Danny_Makkelie
266,R-266,Maksimović,Dušan,0,Yugoslavia,CF-6,Union of European Football Associations,UEFA,not available
267,R-267,Malcher,Alberto,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,not available
268,R-268,Mane,Saad,0,Kuwait,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Saad_Mane
269,R-269,Marciniak,Szymon,0,Poland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Szymon_Marciniak
270,R-270,Marino,Esteban,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Esteban_Marino
271,R-271,Marques,Armando,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,not available
272,R-272,Márquez Ramírez,Antonio,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Antonio_M%C3%A1rquez_Ram%C3%ADrez
273,R-273,Marrufo,Jair,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Jair_Marrufo
274,R-274,Marschall,Ferdinand,0,Austria,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ferdinand_Marschall
275,R-275,Marsiglia,Renato,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Renato_Marsiglia
276,R-276,Martínez,Ángel Franco,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
277,R-277,Martínez,Yeimy,1,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
278,R-278,Martínez Bazán,José Luis,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Mart%C3%ADnez_Baz%C3%A1n
279,R-279,Mateu Lahoz,Antonio,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Antonio_Mateu_Lahoz
280,R-280,Mateucci,Francisco,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,not available
281,R-281,Mathabela,Petros,0,South Africa,CF-2,Confederation of African Football,CAF,not available
282,R-282,Matonte,Andrés,0,Uruguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Andrés_Matonte
283,R-283,Matovinović,Damir,0,Yugoslavia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Damir_Matovinovi%C4%87
284,R-284,Mattea,Francesco,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
285,R-285,Mattus,William,0,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/William_Mattus
286,R-286,Mauro,Vincent,0,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
287,R-287,Mažić,Milorad,0,Serbia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Milorad_Ma%C5%BEi%C4%87
288,R-288,McCabe,George,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_McCabe
289,R-289,McCluskey,Jim,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jim_McCluskey
290,R-290,McLeod,Ian,0,South Africa,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Ian_McLeod_(referee)
291,R-291,Medina Cantalejo,Luis,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Luis_Medina_Cantalejo
292,R-292,Meier,Urs,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Urs_Meier
293,R-293,Melksham,Jacqui,1,Australia,CF-1,Asian Football Confederation,AFC,not available
294,R-294,Melo Pereira,Vítor,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/V%C3%ADtor_Melo_Pereira
295,R-295,Méndez,Rómulo,0,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/R%C3%B3mulo_M%C3%A9ndez
296,R-296,Mercet,René,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Ren%C3%A9_Mercet
297,R-297,Merk,Markus,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Markus_Merk
298,R-298,Micheľ,Ľuboš,0,Slovakia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/%C4%BDubo%C5%A1_Miche%C4%BE
299,R-299,Mikkelsen,Peter,0,Denmark,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Peter_Mikkelsen_(referee)
300,R-300,Mitchell,George,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Mitchell_(referee)
301,R-301,Mitsi,Efthalia,1,Greece,CF-6,Union of European Football Associations,UEFA,not available
302,R-302,Moffat,Malcolm,0,Northern Ireland,CF-6,Union of European Football Associations,UEFA,not available
303,R-303,Monzul,Kateryna,1,Ukraine,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kateryna_Monzul
304,R-304,Moreno,Byron,0,Ecuador,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Byron_Moreno
305,R-305,Mottram,Leslie,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Leslie_Mottram
306,R-306,Mowat,Jack,0,Scotland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jack_Mowat
307,R-307,Mukansanga,Salima,1,Rwanda,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Salima_Mukansanga
308,R-308,Mustafa Kamel,Mahmoud,0,Egypt,CF-2,Confederation of African Football,CAF,not available
309,R-309,N'Diaye,Youssou,0,Senegal,CF-2,Confederation of African Football,CAF,not available
310,R-310,N'Doye,Falla,0,Senegal,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Falla_N%27Doye
311,R-311,Namdar,Jafar,0,Iran,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Jafar_Namdar
312,R-312,Neguel,Thérèse,1,Cameroon,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se_Neguel
313,R-313,Németh,Lajos,0,Hungary,CF-6,Union of European Football Associations,UEFA,not available
314,R-314,Nielsen,Gitte,1,Denmark,CF-6,Union of European Football Associations,UEFA,not available
315,R-315,Nielsen,Kim Milton,0,Denmark,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kim_Milton_Nielsen
316,R-316,Nikakis,Vassilios,0,Greece,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vassilios_Nikakis
317,R-317,Nishimura,Yuichi,0,Japan,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Yuichi_Nishimura
318,R-318,Niu,Huijun,1,China,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Niu_Huijun
319,R-319,Norberto Coerezza,Ángel,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
320,R-320,O'Leary,Peter,0,New Zealand,CF-5,Oceania Football Confederation,OFC,https://en.wikipedia.org/wiki/Peter_O%27Leary_(referee)
321,R-321,Ödlund,Eva,1,Sweden,CF-6,Union of European Football Associations,UEFA,not available
322,R-322,Ogston,Tammy,1,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Tammy_Ogston
323,R-323,Oiwa,Mayumi,1,Japan,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Mayumi_Oiwa
324,R-324,Okada,Masayoshi,0,Japan,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Masayoshi_Okada
325,R-325,Oliver,Michael,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Michael_Oliver_(referee)
326,R-326,Orlandini,Vincenzo,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Vincenzo_Orlandini
327,R-327,Orsato,Daniele,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Daniele_Orsato
328,R-328,Ortiz,Héctor,0,Paraguay,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/H%C3%A9ctor_Ortiz_(referee)
329,R-329,Ortiz de Mendíbil,José María,0,Spain,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Ortiz_de_Mend%C3%ADbil
330,R-330,Ortubé,René,0,Bolivia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ren%C3%A9_Ortub%C3%A9
331,R-331,Osses,Enrique,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Enrique_Osses
332,R-332,Pairetto,Pierluigi,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pierluigi_Pairetto
333,R-333,Palmqvist,Jenny,1,Sweden,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jenny_Palmqvist
334,R-334,Palotai,Károly,0,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/K%C3%A1roly_Palotai
335,R-335,Pardo,Martha Liliana,1,Colombia,CF-4,South American Football Confederation,CONMEBOL,not available
336,R-336,Partridge,Pat,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pat_Partridge
337,R-337,Paulino Siles,Luis,0,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Luis_Paulino_Siles
338,R-338,Pedersen,Christina,1,Norway,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Christina_Pedersen_(referee)
339,R-339,Pedersen,Rune,0,Norway,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rune_Pedersen_(referee)
340,R-340,Peréz Núñez,Edison,0,Peru,CF-4,South American Football Confederation,CONMEBOL,not available
341,R-341,Pestarino,Luis,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
342,R-342,Petignat,Nicole,1,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicole_Petignat
343,R-343,Petrović,Zoran,0,Yugoslavia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Zoran_Petrovi%C4%87_(referee)
344,R-344,Phillips,Hugh,0,Scotland,CF-6,Union of European Football Associations,UEFA,not available
345,R-345,Picon-Ackong,Edwin,0,Mauritius,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Edwin_Picon-Ackong
346,R-346,Pitana,Néstor,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/N%C3%A9stor_Pitana
347,R-347,Poll,Graham,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Graham_Poll
348,R-348,Ponnet,Alexis,0,Belgium,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Alexis_Ponnet
349,R-349,Poulat,Éric,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/%C3%89ric_Poulat
350,R-350,Pozo,Pablo,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Pablo_Pozo
351,R-351,Prendergast,Peter,0,Jamaica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Peter_Prendergast_(referee)
352,R-352,Proença,Pedro,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Pedro_Proen%C3%A7a
353,R-353,Prokop,Adolf,0,East Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Adolf_Prokop
354,R-354,Puhl,Sándor,0,Hungary,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/S%C3%A1ndor_Puhl
355,R-355,Pustovoitova,Anastasia,1,Russia,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Anastasia_Pustovoitova
356,R-356,Qin,Liang,1,China,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Qin_Liang
357,R-357,Quiniou,Joël,0,France,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Jo%C3%ABl_Quiniou
358,R-358,Rădulescu,Andrei,0,Romania,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Andrei_R%C4%83dulescu_(footballer)
359,R-359,Rahman Al-Zeid,Abdul,0,Saudi Arabia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Abdul_Rahman_Al-Zeid
360,R-360,Rainea,Nicolae,0,Romania,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicolae_Rainea
361,R-361,Ramdhan,Ramesh,0,Trinidad and Tobago,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Ramesh_Ramdhan
362,R-362,Ramos,César Arturo,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/C%C3%A9sar_Arturo_Ramos
363,R-363,Ramos,Felipe,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Felipe_Ramos
364,R-364,Rapallini,Fernando,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Fernando_Rapallini
365,R-365,Reader,George,0,England,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/George_Reader
366,R-366,Regis Brozzi,Juan,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,not available
367,R-367,Reibelt,Casey,1,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Casey_Reibelt
368,R-368,Reyes,Silvia,1,Peru,CF-4,South American Football Confederation,CONMEBOL,not available
369,R-369,Rezende de Freitas,Márcio,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/M%C3%A1rcio_Rezende_de_Freitas
370,R-370,Ri,Hyang-ok,1,North Korea,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Ri_Hyang-ok
371,R-371,Ribeiro Saldanha,Antonio,0,Portugal,CF-6,Union of European Football Associations,UEFA,not available
372,R-372,Ricci,Sandro,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Sandro_Ricci
373,R-373,Rion,Francis,0,Belgium,CF-6,Union of European Football Associations,UEFA,not available
374,R-374,Rizzoli,Nicola,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Nicola_Rizzoli
375,R-375,Robles,Carlos,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
376,R-376,Rocchi,Gianluca,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Gianluca_Rocchi
377,R-377,Rodríguez,Marco Antonio,0,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Marco_Antonio_Rodr%C3%ADguez
378,R-378,Rodríguez Medina,Rafael,0,El Salvador,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,not available
379,R-379,Roldán,Wilmar,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Wilmar_Rold%C3%A1n
380,R-380,Romano,Florencia,1,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Florencia_Romano
381,R-381,Rosetti,Roberto,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Roberto_Rosetti
382,R-382,Roth,Volker,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Volker_Roth
383,R-383,Röthlisberger,Kurt,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Kurt_R%C3%B6thlisberger
384,R-384,Ruiz,Óscar,0,Colombia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/%C3%93scar_Ruiz
385,R-385,Rumenchev,Dimitar,0,Bulgaria,CF-6,Union of European Football Associations,UEFA,not available
386,R-386,Sampaio,Wilton,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Wilton_Sampaio
387,R-387,Sánchez,Ángel,0,Argentina,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/%C3%81ngel_S%C3%A1nchez_(referee)
388,R-388,Sánchez Arminio,Victoriano,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
389,R-389,Sánchez Ibáñez,Pablo,0,Spain,CF-6,Union of European Football Associations,UEFA,not available
390,R-390,Sánchez Yantén,Mario,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Mario_S%C3%A1nchez_Yant%C3%A9n
391,R-391,Saucedo,Ulises,0,Bolivia,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Ulises_Saucedo
392,R-392,Sbardella,Antonio,0,Italy,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Antonio_Sbardella
393,R-393,Scarpi,Giuseppe,0,Italy,CF-6,Union of European Football Associations,UEFA,not available
394,R-394,Scheurer,Rudolf,0,Switzerland,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Rudolf_Scheurer
395,R-395,Schmetzer,Emil,0,West Germany,CF-6,Union of European Football Associations,UEFA,not available
396,R-396,Schmidhuber,Aron,0,West Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Aron_Schmidhuber
397,R-397,Schulenburg,Gerhard,0,West Germany,CF-6,Union of European Football Associations,UEFA,not available
398,R-398,Schwinte,Pierre,0,France,CF-6,Union of European Football Associations,UEFA,not available
399,R-399,Seipelt,Fritz,0,Austria,CF-6,Union of European Football Associations,UEFA,not available
400,R-400,Seitz,Kari,1,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF,https://en.wikipedia.org/wiki/Kari_Seitz
401,R-401,Shield,Mark,0,Australia,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Mark_Shield
402,R-402,Shrestha,Gyanu Raja,0,Nepal,CF-1,Asian Football Confederation,AFC,not available
403,R-403,Shukralla,Nawaf,0,Bahrain,CF-1,Asian Football Confederation,AFC,https://en.wikipedia.org/wiki/Nawaf_Shukralla
404,R-404,Siebert,Daniel,0,Germany,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Daniel_Siebert_(referee)
405,R-405,Sikazwe,Janny,0,Zambia,CF-2,Confederation of African Football,CAF,https://en.wikipedia.org/wiki/Janny_Sikazwe
406,R-406,Silva,Hernán,0,Chile,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Hern%C3%A1n_Silva
407,R-407,Silva Valente,Carlos,0,Portugal,CF-6,Union of European Football Associations,UEFA,https://en.wikipedia.org/wiki/Carlos_Silva_Valente
408,R-408,Silvagno Cavanna,Juan,0,Chile,CF-4,South American Football Confederation,CONMEBOL,not available
409,R-409,Simon,Carlos Eugênio,0,Brazil,CF-4,South American Football Confederation,CONMEBOL,https://en.wikipedia.org/wiki/Carlos_Eug%C3%AAnio_Simon
