key_id,manager_id,family_name,given_name,female,country_name,manager_wikipedia_link
266,M-266,Milutinović,Bora,0,Yugoslavia,https://en.wikipedia.org/wiki/Bora_Milutinovi%C4%87
267,M-267,Miyauchi,Satoshi,0,Japan,https://en.wikipedia.org/wiki/Satoshi_Miyauchi
268,M-268,Mladenov,Hristo,0,Bulgaria,https://en.wikipedia.org/wiki/Hristo_Mladenov
269,M-269,Mohajerani,Heshmat,0,Iran,https://en.wikipedia.org/wiki/Heshmat_Mohajerani
270,M-270,Morace,Carolina,1,Italy,https://en.wikipedia.org/wiki/Carolina_Morace
271,M-271,Moreira,Aymoré,0,Brazil,https://en.wikipedia.org/wiki/Aymor%C3%A9_Moreira
272,M-272,Moreira,Zezé,0,Brazil,https://en.wikipedia.org/wiki/Zez%C3%A9_Moreira
273,M-273,Moriyasu,Hajime,0,Japan,https://en.wikipedia.org/wiki/Hajime_Moriyasu
274,M-274,Morozov,Nikolai,0,Soviet Union,https://en.wikipedia.org/wiki/Nikolai_Petrovich_Morozov
275,M-275,Müller,Heinrich,0,Switzerland,"https://en.wikipedia.org/wiki/Heinrich_M%C3%BCller_(footballer,_born_1888)"
276,M-276,Muñoz,Miguel,0,Spain,https://en.wikipedia.org/wiki/Miguel_Mu%C3%B1oz
277,M-277,Murphy,Jimmy,0,Wales,https://en.wikipedia.org/wiki/Jimmy_Murphy_(footballer)
278,M-278,Myong,Dong-chan,0,North Korea,https://en.wikipedia.org/wiki/Myong_Dong-chan
279,M-279,Myung,Rye-hyun,0,North Korea,https://en.wikipedia.org/wiki/Myung_Rye-hyun
280,M-280,Nádas,Ödön,0,Hungary,https://en.wikipedia.org/wiki/%C3%96d%C3%B6n_N%C3%A1das
281,M-281,Nagy,József,0,Hungary,"https://en.wikipedia.org/wiki/J%C3%B3zsef_Nagy_(footballer,_born_1892)"
282,M-282,Nausch,Walter,0,Austria,https://en.wikipedia.org/wiki/Walter_Nausch
283,M-283,Nawałka,Adam,0,Poland,https://en.wikipedia.org/wiki/Adam_Nawa%C5%82ka
284,M-284,Neid,Silvia,1,Germany,https://en.wikipedia.org/wiki/Silvia_Neid
285,M-285,Nepomnyashchy,Valery,0,Soviet Union,https://en.wikipedia.org/wiki/Valery_Nepomnyashchy
286,M-286,Nerz,Otto,0,Germany,https://en.wikipedia.org/wiki/Otto_Nerz
287,M-287,Neville,Phil,0,England,https://en.wikipedia.org/wiki/Phil_Neville
288,M-288,Niculescu,Angelo,0,Romania,https://en.wikipedia.org/wiki/Angelo_Niculescu
289,M-289,Nishino,Akira,0,Japan,https://en.wikipedia.org/wiki/Akira_Nishino_(footballer)
290,M-290,Nordin,Olle,0,Sweden,https://en.wikipedia.org/wiki/Olle_Nordin
291,M-291,Novo,Ferruccio,0,Italy,https://en.wikipedia.org/wiki/Ferruccio_Novo
292,M-292,Ohashi,Hiroshi,0,Japan,https://en.wikipedia.org/wiki/Hiroshi_Ohashi
293,M-293,Okada,Takeshi,0,Japan,https://en.wikipedia.org/wiki/Takeshi_Okada
294,M-294,Okon,Edwin,0,Nigeria,https://en.wikipedia.org/wiki/Edwin_Okon
295,M-295,Okpodu,Samuel,0,Nigeria,https://en.wikipedia.org/wiki/Samuel_Okpodu
296,M-296,Olazar,Francisco,0,Argentina,https://en.wikipedia.org/wiki/Francisco_Olazar
297,M-297,Oliveira,António,0,Portugal,"https://en.wikipedia.org/wiki/Ant%C3%B3nio_Oliveira_(footballer,_born_1952)"
298,M-298,Olsen,Egil,0,Norway,https://en.wikipedia.org/wiki/Egil_Olsen
299,M-299,Olsen,Morten,0,Denmark,https://en.wikipedia.org/wiki/Morten_Olsen
300,M-300,Onigbinde,Festus,0,Nigeria,https://en.wikipedia.org/wiki/Festus_Onigbinde
301,M-301,Ormond,Willie,0,Scotland,https://en.wikipedia.org/wiki/Willie_Ormond
302,M-302,Orth,György,0,Hungary,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Orth
303,M-303,Osim,Ivica,0,Yugoslavia,https://en.wikipedia.org/wiki/Ivica_Osim
304,M-304,Osorio,Juan Carlos,0,Colombia,https://en.wikipedia.org/wiki/Juan_Carlos_Osorio
305,M-305,Pachedzhiev,Georgi,0,Bulgaria,https://en.wikipedia.org/wiki/Georgi_Pachedzhiev
306,M-306,Page,Rob,0,Wales,https://en.wikipedia.org/wiki/Rob_Page
307,M-307,Paha,Isaac,0,Ghana,https://en.wikipedia.org/wiki/Isaac_Paha
308,M-308,Paijkull,Gunilla,1,Sweden,https://en.wikipedia.org/wiki/Gunilla_Paijkull
309,M-309,Panagoulias,Alketas,0,Greece,https://en.wikipedia.org/wiki/Alketas_Panagoulias
310,M-310,Paquetá,Marcos,0,Brazil,https://en.wikipedia.org/wiki/Marcos_Paquet%C3%A1
311,M-311,Parreira,Carlos Alberto,0,Brazil,https://en.wikipedia.org/wiki/Carlos_Alberto_Parreira
312,M-312,Pascucci,Felipe,0,Italy,https://en.wikipedia.org/wiki/Felipe_Pascucci
313,M-313,Passarella,Daniel,0,Argentina,https://en.wikipedia.org/wiki/Daniel_Passarella
314,M-314,Pedernera,Adolfo,0,Argentina,https://en.wikipedia.org/wiki/Adolfo_Pedernera
315,M-315,Pékerman,José,0,Argentina,https://en.wikipedia.org/wiki/Jos%C3%A9_P%C3%A9kerman
316,M-316,Pellerud,Even,0,Norway,https://en.wikipedia.org/wiki/Even_Pellerud
317,M-317,Penev,Dimitar,0,Bulgaria,https://en.wikipedia.org/wiki/Dimitar_Penev
318,M-318,Petković,Ilija,0,Serbia and Montenegro,https://en.wikipedia.org/wiki/Ilija_Petkovi%C4%87
319,M-319,Petković,Vladimir,0,Switzerland,https://en.wikipedia.org/wiki/Vladimir_Petkovi%C4%87
320,M-320,Petrů,Karel,0,Czechoslovakia,https://en.wikipedia.org/wiki/Karel_Petr%C5%AF
321,M-321,Pettersson,John,0,Sweden,https://en.wikipedia.org/wiki/John_Pettersson_(football_manager)
322,M-322,Pfister,Otto,0,Germany,https://en.wikipedia.org/wiki/Otto_Pfister
323,M-323,Pibarot,Pierre,0,France,https://en.wikipedia.org/wiki/Pierre_Pibarot
324,M-324,Piechniczek,Antoni,0,Poland,https://en.wikipedia.org/wiki/Antoni_Piechniczek
325,M-325,Pimenta,Adhemar,0,Brazil,https://en.wikipedia.org/wiki/Adhemar_Pimenta
326,M-326,Pinto,Jorge Luis,0,Colombia,https://en.wikipedia.org/wiki/Jorge_Luis_Pinto
327,M-327,Piontek,Sepp,0,Germany,https://en.wikipedia.org/wiki/Sepp_Piontek
328,M-328,Pires,Fernando,0,Brazil,"https://en.wikipedia.org/wiki/Fernando_Pires_(footballer,_born_1951)"
329,M-329,Pizzi,Juan Antonio,0,Spain,https://en.wikipedia.org/wiki/Juan_Antonio_Pizzi
330,M-330,Porta,Roberto,0,Uruguay,https://en.wikipedia.org/wiki/Roberto_Porta
331,M-331,Postecoglou,Ange,0,Australia,https://en.wikipedia.org/wiki/Ange_Postecoglou
332,M-332,Powell,Hope,1,England,https://en.wikipedia.org/wiki/Hope_Powell
333,M-333,Pozzo,Vittorio,0,Italy,https://en.wikipedia.org/wiki/Vittorio_Pozzo
334,M-334,Prandelli,Cesare,0,Italy,https://en.wikipedia.org/wiki/Cesare_Prandelli
335,M-335,Pretto,Mario,0,Italy,https://en.wikipedia.org/wiki/Mario_Pretto
336,M-336,Prohaska,Herbert,0,Austria,https://en.wikipedia.org/wiki/Herbert_Prohaska
337,M-337,Púa,Víctor,0,Uruguay,https://en.wikipedia.org/wiki/V%C3%ADctor_P%C3%BAa
338,M-338,Puppo,Sandro,0,Italy,https://en.wikipedia.org/wiki/Sandro_Puppo
339,M-339,Queiroz,Carlos,0,Portugal,https://en.wikipedia.org/wiki/Carlos_Queiroz
340,M-340,Quereda,Ignacio,0,Spain,https://en.wikipedia.org/wiki/Ignacio_Quereda
341,M-341,Rădulescu,Costel,0,Romania,"https://en.wikipedia.org/wiki/Constantin_R%C4%83dulescu_(footballer,_born_1896)"
342,M-342,Rajevac,Milovan,0,Serbia,https://en.wikipedia.org/wiki/Milovan_Rajevac
343,M-343,Ramírez,Óscar,0,Costa Rica,"https://en.wikipedia.org/wiki/%C3%93scar_Ram%C3%ADrez_(footballer,_born_1964)"
344,M-344,Ramsey,Alf,0,England,https://en.wikipedia.org/wiki/Alf_Ramsey
345,M-345,Rappan,Karl,0,Austria,https://en.wikipedia.org/wiki/Karl_Rappan
346,M-346,Rasic,Rale,0,Yugoslavia,https://en.wikipedia.org/wiki/Rale_Rasic
347,M-347,Raynor,George,0,England,https://en.wikipedia.org/wiki/George_Raynor
348,M-348,Ré,Cayetano,0,Paraguay,https://en.wikipedia.org/wiki/Cayetano_R%C3%A9
349,M-349,Readings,Tony,0,England,https://en.wikipedia.org/wiki/Tony_Readings
350,M-350,Regragui,Walid,0,Morocco,https://en.wikipedia.org/wiki/Walid_Regragui
351,M-351,Rehhagel,Otto,0,Germany,https://en.wikipedia.org/wiki/Otto_Rehhagel
352,M-352,Reijners,Roger,0,Netherlands,https://en.wikipedia.org/wiki/Roger_Reijners
353,M-353,Renard,Hervé,0,France,https://en.wikipedia.org/wiki/Herv%C3%A9_Renard
354,M-354,Ri,Song-gun,0,North Korea,https://en.wikipedia.org/wiki/Ri_Song-gun
355,M-355,Riera,Fernando,0,Chile,https://en.wikipedia.org/wiki/Fernando_Riera
356,M-356,Robson,Bobby,0,England,https://en.wikipedia.org/wiki/Bobby_Robson
357,M-357,Roca,José Antonio,0,Mexico,https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Roca
358,M-358,Rodríguez,Mauricio,0,El Salvador,https://en.wikipedia.org/wiki/Mauricio_Alonso_Rodr%C3%ADguez
359,M-359,Rohr,Gernot,0,Germany,https://en.wikipedia.org/wiki/Gernot_Rohr
360,M-360,Romantsev,Oleg,0,Russia,https://en.wikipedia.org/wiki/Oleg_Romantsev
361,M-361,Roxburgh,Andy,0,Scotland,https://en.wikipedia.org/wiki/Andy_Roxburgh
362,M-362,Rozo,Ricardo,0,Colombia,https://en.wikipedia.org/wiki/Ricardo_Rozo
363,M-363,Rueda,Reinaldo,0,Colombia,https://en.wikipedia.org/wiki/Reinaldo_Rueda
364,M-364,Ruiz,Aníbal,0,Uruguay,https://en.wikipedia.org/wiki/An%C3%ADbal_Ruiz
365,M-365,Ryan,Greg,0,United States,https://en.wikipedia.org/wiki/Greg_Ryan
366,M-366,Saâdane,Rabah,0,Algeria,https://en.wikipedia.org/wiki/Rabah_Sa%C3%A2dane
367,M-367,Sabella,Alejandro,0,Argentina,https://en.wikipedia.org/wiki/Alejandro_Sabella
368,M-368,Sacchi,Arrigo,0,Italy,https://en.wikipedia.org/wiki/Arrigo_Sacchi
369,M-369,Sadyrin,Pavel,0,Russia,https://en.wikipedia.org/wiki/Pavel_Sadyrin
370,M-370,Sampaoli,Jorge,0,Argentina,https://en.wikipedia.org/wiki/Jorge_Sampaoli
371,M-371,Sampson,Mark,0,Wales,https://en.wikipedia.org/wiki/Mark_Sampson
372,M-372,Sampson,Steve,0,United States,https://en.wikipedia.org/wiki/Steve_Sampson
373,M-373,Sánchez,Félix,0,Spain,https://en.wikipedia.org/wiki/F%C3%A9lix_S%C3%A1nchez_(football_manager)
374,M-374,Santamaría,José,0,Uruguay,https://en.wikipedia.org/wiki/Jos%C3%A9_Santamar%C3%ADa
375,M-375,Santana,Telê,0,Brazil,https://en.wikipedia.org/wiki/Tel%C3%AA_Santana
376,M-376,Santibáñez,Luis,0,Chile,https://en.wikipedia.org/wiki/Luis_Santib%C3%A1%C3%B1ez
377,M-377,Santos,Fernando,0,Portugal,"https://en.wikipedia.org/wiki/Fernando_Santos_(footballer,_born_1954)"
378,M-378,Santrac,Adrian,0,Australia,https://en.wikipedia.org/wiki/Adrian_Santrac
379,M-379,Santrač,Slobodan,0,Yugoslavia,https://en.wikipedia.org/wiki/Slobodan_Santra%C4%8D
380,M-380,Sasaki,Norio,0,Japan,https://en.wikipedia.org/wiki/Norio_Sasaki
381,M-381,Saucedo,Ulises,0,Bolivia,https://en.wikipedia.org/wiki/Ulises_Saucedo
382,M-382,Săvulescu,Alexandru,0,Romania,https://en.wikipedia.org/wiki/Alexandru_S%C4%83vulescu_(footballer)
383,M-383,Scaloni,Lionel,0,Argentina,https://en.wikipedia.org/wiki/Lionel_Scaloni
384,M-384,Schäfer,Winfried,0,Germany,https://en.wikipedia.org/wiki/Winfried_Sch%C3%A4fer
385,M-385,Schaffer,Alfréd,0,Hungary,https://en.wikipedia.org/wiki/Alfr%C3%A9d_Schaffer
386,M-386,Scheffer,Emmanuel,0,Israel,https://en.wikipedia.org/wiki/Emmanuel_Scheffer
387,M-387,Schmidt,Georg,0,Austria,https://en.wikipedia.org/wiki/Georg_Schmidt_(football_coach)
388,M-388,Schön,Helmut,0,Germany,https://en.wikipedia.org/wiki/Helmut_Sch%C3%B6n
389,M-389,Scolari,Luiz Felipe,0,Brazil,https://en.wikipedia.org/wiki/Luiz_Felipe_Scolari
390,M-390,Sebes,Gusztáv,0,Hungary,https://en.wikipedia.org/wiki/Guszt%C3%A1v_Sebes
391,M-391,Selmi,Ali,0,Poland,https://en.wikipedia.org/wiki/Ali_Selmi
392,M-392,Senekowitsch,Helmut,0,Austria,https://en.wikipedia.org/wiki/Helmut_Senekowitsch
393,M-393,Sermanni,Tom,0,Scotland,https://en.wikipedia.org/wiki/Tom_Sermanni
394,M-394,Shang,Ruihua,0,China,https://en.wikipedia.org/wiki/Shang_Ruihua
395,M-395,Shin,Tae-yong,0,South Korea,https://en.wikipedia.org/wiki/Shin_Tae-yong
396,M-396,Simões,Renê,0,Brazil,https://en.wikipedia.org/wiki/Ren%C3%AA_Sim%C3%B5es
397,M-397,Simonović,Boško,0,Yugoslavia,https://en.wikipedia.org/wiki/Bo%C5%A1ko_Simonovi%C4%87
398,M-398,Simonsson,Bengt,0,Sweden,https://en.wikipedia.org/wiki/Bengt_Simonsson
399,M-399,Sjögren,Martin,0,Sweden,https://en.wikipedia.org/wiki/Martin_Sj%C3%B6gren
400,M-400,Söderberg,Tommy,0,Sweden,https://en.wikipedia.org/wiki/Tommy_S%C3%B6derberg
401,M-401,Solari,Jorge,0,Argentina,https://en.wikipedia.org/wiki/Jorge_Solari
402,M-402,Song,Rigobert,0,Cameroon,https://en.wikipedia.org/wiki/Rigobert_Song
403,M-403,Sono,Jomo,0,South Africa,https://en.wikipedia.org/wiki/Jomo_Sono
404,M-404,Souayah,Ammar,0,Tunisia,https://en.wikipedia.org/wiki/Ammar_Souayah
405,M-405,Southgate,Gareth,0,England,https://en.wikipedia.org/wiki/Gareth_Southgate
406,M-406,Srathongvian,Nuengrutai,1,Thailand,https://en.wikipedia.org/wiki/Nuengrutai_Srathongvian
407,M-407,Stábile,Guillermo,0,Argentina,https://en.wikipedia.org/wiki/Guillermo_St%C3%A1bile
408,M-408,Stajcic,Alen,0,Australia,https://en.wikipedia.org/wiki/Alen_Stajcic
409,M-409,Steen,Åge,0,Norway,https://en.wikipedia.org/wiki/%C3%85ge_Steen
410,M-410,Stein,Jock,0,Scotland,https://en.wikipedia.org/wiki/Jock_Stein
411,M-411,Stojković,Dragan,0,Serbia,https://en.wikipedia.org/wiki/Dragan_Stojkovi%C4%87
412,M-412,Suárez,Luis,0,Spain,"https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez_(footballer,_born_1935)"
413,M-413,Suárez,Luis Fernando,0,Colombia,https://en.wikipedia.org/wiki/Luis_Fernando_Su%C3%A1rez
414,M-414,Sundhage,Pia,1,Sweden,https://en.wikipedia.org/wiki/Pia_Sundhage
415,M-415,Suppici,Alberto,0,Uruguay,https://en.wikipedia.org/wiki/Alberto_Suppici
416,M-416,Sušić,Safet,0,Bosnia and Herzegovina,https://en.wikipedia.org/wiki/Safet_Su%C5%A1i%C4%87
417,M-417,Suzuki,Tamotsu,0,Japan,https://en.wikipedia.org/wiki/Tamotsu_Suzuki
418,M-418,Svensson,Tommy,0,Sweden,https://en.wikipedia.org/wiki/Tommy_Svensson
419,M-419,Tabárez,Óscar,0,Uruguay,https://en.wikipedia.org/wiki/%C3%93scar_Tab%C3%A1rez
420,M-420,Taborda,Fabián,0,Colombia,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Taborda
421,M-421,Takakura,Asako,1,Japan,https://en.wikipedia.org/wiki/Asako_Takakura
422,M-422,Talebi,Jalal,0,Iran,https://en.wikipedia.org/wiki/Jalal_Talebi
423,M-423,Tapia,José,0,Cuba,https://en.wikipedia.org/wiki/Jos%C3%A9_Tapia
424,M-424,Tassy,Antoine,0,Haiti,https://en.wikipedia.org/wiki/Antoine_Tassy
425,M-425,Theune-Meyer,Tina,1,Germany,https://en.wikipedia.org/wiki/Tina_Theune
426,M-426,Thys,Guy,0,Belgium,https://en.wikipedia.org/wiki/Guy_Thys
427,M-427,Tim,not applicable,0,Brazil,https://en.wikipedia.org/wiki/Tim_(footballer)
428,M-428,Tirnanić,Aleksandar,0,Yugoslavia,https://en.wikipedia.org/wiki/Aleksandar_Tirnani%C4%87
429,M-429,Tite,not applicable,0,Brazil,https://en.wikipedia.org/wiki/Tite_(football_manager)
430,M-430,Torres,José,0,Portugal,https://en.wikipedia.org/wiki/Jos%C3%A9_Augusto_Torres
431,M-431,Touré,Clémentine,1,Ivory Coast,https://en.wikipedia.org/wiki/Cl%C3%A9mentine_Tour%C3%A9
432,M-432,Tramutola,Juan José,0,Argentina,https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_Tramutola
433,M-433,Trapattoni,Giovanni,0,Italy,https://en.wikipedia.org/wiki/Giovanni_Trapattoni
434,M-434,Tréllez,Ignacio,0,Mexico,https://en.wikipedia.org/wiki/Ignacio_Tr%C3%A9llez
435,M-435,Troussier,Philippe,0,France,https://en.wikipedia.org/wiki/Philippe_Troussier
436,M-436,Turnbull,Neil,0,England,https://en.wikipedia.org/wiki/Neil_Turnbull
437,M-437,Uche,Ngozi Eucharia,1,Nigeria,https://en.wikipedia.org/wiki/Ngozi_Eucharia_Uche
438,M-438,Ueda,Eiji,0,Japan,https://en.wikipedia.org/wiki/Eiji_Ueda
439,M-439,Uridil,Josef,0,Romania,https://en.wikipedia.org/wiki/Josef_Uridil
440,M-440,Vadão,not applicable,0,Brazil,https://en.wikipedia.org/wiki/Vad%C3%A3o
441,M-441,Valcareggi,Ferruccio,0,Italy,https://en.wikipedia.org/wiki/Ferruccio_Valcareggi
442,M-442,Valverde,Amelia,1,Costa Rica,https://en.wikipedia.org/wiki/Amelia_Valverde
443,M-443,van Basten,Marco,0,Netherlands,https://en.wikipedia.org/wiki/Marco_van_Basten
444,M-444,van Gaal,Louis,0,Netherlands,https://en.wikipedia.org/wiki/Louis_van_Gaal
445,M-445,Van Himst,Paul,0,Belgium,https://en.wikipedia.org/wiki/Paul_Van_Himst
446,M-446,van Marwijk,Bert,0,Netherlands,https://en.wikipedia.org/wiki/Bert_van_Marwijk
447,M-447,Vengloš,Jozef,0,Czechoslovakia,https://en.wikipedia.org/wiki/Jozef_Venglo%C5%A1
448,M-448,Verbeek,Pim,0,Netherlands,https://en.wikipedia.org/wiki/Pim_Verbeek
449,M-449,Vial,Octavio,0,Mexico,https://en.wikipedia.org/wiki/Octavio_Vial
450,M-450,Vicini,Azeglio,0,Italy,https://en.wikipedia.org/wiki/Azeglio_Vicini
451,M-451,Vidinić,Blagoje,0,Yugoslavia,https://en.wikipedia.org/wiki/Blagoje_Vidini%C4%87
452,M-452,Viera,Ondino,0,Uruguay,https://en.wikipedia.org/wiki/Ondino_Viera
453,M-453,Vilda,Jorge,0,Spain,https://en.wikipedia.org/wiki/Jorge_Vilda
454,M-454,Villalonga,José,0,Spain,https://en.wikipedia.org/wiki/Jos%C3%A9_Villalonga_Llorente
455,M-455,Vincent,Jean,0,France,https://en.wikipedia.org/wiki/Jean_Vincent_(footballer)
456,M-456,Vinhaes,Luiz,0,Brazil,https://en.wikipedia.org/wiki/Luiz_Vinhaes
457,M-457,Vogts,Berti,0,Germany,https://en.wikipedia.org/wiki/Berti_Vogts
458,M-458,Völler,Rudi,0,Germany,https://en.wikipedia.org/wiki/Rudi_V%C3%B6ller
459,M-459,Voss-Tecklenburg,Martina,1,Germany,https://en.wikipedia.org/wiki/Martina_Voss-Tecklenburg
460,M-460,Vutsov,Ivan,0,Bulgaria,https://en.wikipedia.org/wiki/Ivan_Vutsov
461,M-461,Vytlačil,Rudolf,0,Czechoslovakia,https://en.wikipedia.org/wiki/Rudolf_Vytla%C4%8Dil
462,M-462,Waiters,Tony,0,England,https://en.wikipedia.org/wiki/Tony_Waiters
463,M-463,Walker,Dawson,0,Scotland,https://en.wikipedia.org/wiki/Dawson_Walker
464,M-464,Waseige,Robert,0,Belgium,https://en.wikipedia.org/wiki/Robert_Waseige
465,M-465,Weiss,Vladimír,0,Slovakia,"https://en.wikipedia.org/wiki/Vladim%C3%ADr_Weiss_(footballer,_born_1964)"
466,M-466,Westerhof,Clemens,0,Netherlands,https://en.wikipedia.org/wiki/Clemens_Westerhof
467,M-467,Wiegman,Sarina,1,Netherlands,https://en.wikipedia.org/wiki/Sarina_Wiegman
468,M-468,Wilmots,Marc,0,Belgium,https://en.wikipedia.org/wiki/Marc_Wilmots
469,M-469,Wilsinho,not applicable,0,Brazil,https://en.wikipedia.org/wiki/Wilsinho_(football_manager)
470,M-470,Winterbottom,Walter,0,England,https://en.wikipedia.org/wiki/Walter_Winterbottom
471,M-471,Yakin,Murat,0,Switzerland,https://en.wikipedia.org/wiki/Murat_Yakin
472,M-472,Yoon,Deok-yeo,0,South Korea,https://en.wikipedia.org/wiki/Yoon_Deok-yeo
473,M-473,Zaccheroni,Alberto,0,Italy,https://en.wikipedia.org/wiki/Alberto_Zaccheroni
474,M-474,Zagallo,Mário,0,Brazil,https://en.wikipedia.org/wiki/M%C3%A1rio_Zagallo
475,M-475,Zico,not applicable,0,Brazil,https://en.wikipedia.org/wiki/Zico_(footballer)
