key_id,substitution_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,minute_label,minute_regulation,minute_stoppage,match_period,going_off,coming_on
2013,S-2013,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-03,Argentina,ARG,1,0,P-04034,Caniggia,Claudio,7,26',26,0,first half,1,0
2014,S-2014,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-03,Argentina,ARG,1,0,P-05593,Ortega,Ariel,17,26',26,0,first half,0,1
2015,S-2015,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-03,Argentina,ARG,1,0,P-01425,Rodríguez,Leonardo,20,67',67,0,second half,1,0
2016,S-2016,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-03,Argentina,ARG,1,0,P-08402,Medina Bello,Ramón,11,67',67,0,second half,0,1
2017,S-2017,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-10,Bulgaria,BGR,0,1,P-03495,Kostadinov,Emil,7,74',74,0,second half,1,0
2018,S-2018,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-10,Bulgaria,BGR,0,1,P-08116,Kiryakov,Iliyan,16,74',74,0,second half,0,1
2019,S-2019,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-10,Bulgaria,BGR,0,1,P-00210,Letchkov,Yordan,9,76',76,0,second half,1,0
2020,S-2020,WC-1994,1994 FIFA World Cup,M-1994-35,Argentina v Bulgaria,1994-06-30,group stage,Group D,T-10,Bulgaria,BGR,0,1,P-00813,Borimirov,Daniel,11,76',76,0,second half,0,1
2021,S-2021,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-48,Nigeria,NGA,0,1,P-06079,Yekini,Rashidi,9,69',69,0,second half,1,0
2022,S-2022,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-48,Nigeria,NGA,0,1,P-06625,Okocha,Jay-Jay,10,69',69,0,second half,0,1
2023,S-2023,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-31,Greece,GRC,1,0,P-07468,Mitropoulos,Tasos,10,72',72,0,second half,1,0
2024,S-2024,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-31,Greece,GRC,1,0,P-06621,Tsiantakis,Nikos,11,72',72,0,second half,0,1
2025,S-2025,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-31,Greece,GRC,1,0,P-04038,Machlas,Nikos,9,80',80,0,second half,1,0
2026,S-2026,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-31,Greece,GRC,1,0,P-07310,Dimitriadis,Vasilis,14,80',80,0,second half,0,1
2027,S-2027,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-48,Nigeria,NGA,0,1,P-08630,George,Finidi,7,84',84,0,second half,1,0
2028,S-2028,WC-1994,1994 FIFA World Cup,M-1994-36,Greece v Nigeria,1994-06-30,group stage,Group D,T-48,Nigeria,NGA,0,1,P-00099,Adepoju,Mutiu,21,84',84,0,second half,0,1
2029,S-2029,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-29,Germany,DEU,1,0,P-09502,Matthäus,Lothar,10,45',45,0,first half,1,0
2030,S-2030,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-29,Germany,DEU,1,0,P-00830,Brehme,Andreas,3,45',45,0,first half,0,1
2031,S-2031,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-06,Belgium,BEL,0,1,P-01656,Smidts,Rudi,5,66',66,0,second half,1,0
2032,S-2032,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-06,Belgium,BEL,0,1,P-03994,Boffin,Danny,16,66',66,0,second half,0,1
2033,S-2033,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-06,Belgium,BEL,0,1,P-07585,Nilis,Luc,8,78',78,0,second half,1,0
2034,S-2034,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-06,Belgium,BEL,0,1,P-01648,Czerniatynski,Alexandre,11,78',78,0,second half,0,1
2035,S-2035,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-29,Germany,DEU,1,0,P-06604,Klinsmann,Jürgen,18,86',86,0,second half,1,0
2036,S-2036,WC-1994,1994 FIFA World Cup,M-1994-37,Germany v Belgium,1994-07-02,round of 16,not applicable,T-29,Germany,DEU,1,0,P-07192,Kuntz,Stefan,11,86',86,0,second half,0,1
2037,S-2037,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-73,Switzerland,CHE,0,1,P-03514,Quentin,Yvan,3,58',58,0,second half,1,0
2038,S-2038,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-73,Switzerland,CHE,0,1,P-03020,Studer,Jürg,19,58',58,0,second half,0,1
2039,S-2039,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-71,Spain,ESP,1,0,P-08051,Goikoetxea,Andoni,7,61',61,0,second half,1,0
2040,S-2040,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-71,Spain,ESP,1,0,P-06799,Begiristain,Txiki,11,61',61,0,second half,0,1
2041,S-2041,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-73,Switzerland,CHE,0,1,P-00065,Ohrel,Christophe,8,73',73,0,second half,1,0
2042,S-2042,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-73,Switzerland,CHE,0,1,P-00724,Subiat,Nestor,14,73',73,0,second half,0,1
2043,S-2043,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-71,Spain,ESP,1,0,P-03203,Hierro,Fernando,6,76',76,0,second half,1,0
2044,S-2044,WC-1994,1994 FIFA World Cup,M-1994-38,Spain v Switzerland,1994-07-02,round of 16,not applicable,T-71,Spain,ESP,1,0,P-08436,Otero,Jorge,3,76',76,0,second half,0,1
2045,S-2045,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-61,Saudi Arabia,SAU,1,0,P-01553,Abd Al-Jawad,Mohamed,13,55',55,0,second half,1,0
2046,S-2046,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-72,Sweden,SWE,0,1,P-01194,Björklund,Joachim,4,55',55,0,second half,1,0
2047,S-2047,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-61,Saudi Arabia,SAU,1,0,P-04171,Al-Ghesheyan,Fahad,7,55',55,0,second half,0,1
2048,S-2048,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-72,Sweden,SWE,0,1,P-09278,Kåmark,Pontus,14,55',55,0,second half,0,1
2049,S-2049,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-61,Saudi Arabia,SAU,1,0,P-00523,Al-Bishi,Fahad,8,63',63,0,second half,1,0
2050,S-2050,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-61,Saudi Arabia,SAU,1,0,P-03389,Al-Muwallid,Khalid,14,63',63,0,second half,0,1
2051,S-2051,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-72,Sweden,SWE,0,1,P-06418,Thern,Jonas,9,70',70,0,second half,1,0
2052,S-2052,WC-1994,1994 FIFA World Cup,M-1994-39,Saudi Arabia v Sweden,1994-07-03,round of 16,not applicable,T-72,Sweden,SWE,0,1,P-08544,Mild,Håkan,18,70',70,0,second half,0,1
2053,S-2053,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-03,Argentina,ARG,0,1,P-02359,Sensini,Roberto Néstor,4,63',63,0,second half,1,0
2054,S-2054,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-03,Argentina,ARG,0,1,P-08402,Medina Bello,Ramón,11,63',63,0,second half,0,1
2055,S-2055,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-59,Romania,ROU,1,0,P-04906,Hagi,Gheorghe,10,86',86,0,second half,1,0
2056,S-2056,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-59,Romania,ROU,1,0,P-03430,Gâlcă,Constantin,18,86',86,0,second half,0,1
2057,S-2057,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-59,Romania,ROU,1,0,P-05505,Dumitrescu,Ilie,11,89',89,0,second half,1,0
2058,S-2058,WC-1994,1994 FIFA World Cup,M-1994-40,Romania v Argentina,1994-07-03,round of 16,not applicable,T-59,Romania,ROU,1,0,P-07901,Papură,Corneliu,19,89',89,0,second half,0,1
2059,S-2059,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-58,Republic of Ireland,IRL,0,1,P-00748,Staunton,Steve,11,63',63,0,second half,1,0
2060,S-2060,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-58,Republic of Ireland,IRL,0,1,P-09507,McAteer,Jason,21,63',63,0,second half,0,1
2061,S-2061,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-46,Netherlands,NLD,1,0,P-08655,van Vossen,Peter,19,70',70,0,second half,1,0
2062,S-2062,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-46,Netherlands,NLD,1,0,P-08307,Roy,Bryan,11,70',70,0,second half,0,1
2063,S-2063,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-58,Republic of Ireland,IRL,0,1,P-03165,Coyne,Tommy,15,74',74,0,second half,1,0
2064,S-2064,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-58,Republic of Ireland,IRL,0,1,P-00421,Cascarino,Tony,16,74',74,0,second half,0,1
2065,S-2065,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-46,Netherlands,NLD,1,0,P-06722,Witschge,Rob,5,79',79,0,second half,1,0
2066,S-2066,WC-1994,1994 FIFA World Cup,M-1994-41,Netherlands v Republic of Ireland,1994-07-04,round of 16,not applicable,T-46,Netherlands,NLD,1,0,P-08853,Numan,Arthur,16,79',79,0,second half,0,1
2067,S-2067,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-80,United States,USA,0,1,P-01111,Ramos,Tab,9,45',45,0,first half,1,0
2068,S-2068,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-80,United States,USA,0,1,P-02470,Wynalda,Eric,11,45',45,0,first half,0,1
2069,S-2069,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-80,United States,USA,0,1,P-09378,Pérez,Hugo,7,66',66,0,second half,1,0
2070,S-2070,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-80,United States,USA,0,1,P-02398,Wegerle,Roy,10,66',66,0,second half,0,1
2071,S-2071,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-09,Brazil,BRA,1,0,P-03580,Zinho,not applicable,9,69',69,0,second half,1,0
2072,S-2072,WC-1994,1994 FIFA World Cup,M-1994-42,Brazil v United States,1994-07-04,round of 16,not applicable,T-09,Brazil,BRA,1,0,P-04884,Cafu,not applicable,14,69',69,0,second half,0,1
2073,S-2073,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-48,Nigeria,NGA,1,0,P-04705,Amokachi,Daniel,14,35',35,0,first half,1,0
2074,S-2074,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-48,Nigeria,NGA,1,0,P-00099,Adepoju,Mutiu,21,35',35,0,first half,0,1
2075,S-2075,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-39,Italy,ITA,0,1,P-05771,Berti,Nicola,14,45',45,0,first half,1,0
2076,S-2076,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-39,Italy,ITA,0,1,P-02302,Baggio,Dino,13,45',45,0,first half,0,1
2077,S-2077,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-48,Nigeria,NGA,1,0,P-01305,Amunike,Emmanuel,11,57',57,0,second half,1,0
2078,S-2078,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-48,Nigeria,NGA,1,0,P-01832,Oliha,Thompson,8,57',57,0,second half,0,1
2079,S-2079,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-39,Italy,ITA,0,1,P-09492,Signori,Giuseppe,20,65',65,0,second half,1,0
2080,S-2080,WC-1994,1994 FIFA World Cup,M-1994-43,Nigeria v Italy,1994-07-05,round of 16,not applicable,T-39,Italy,ITA,0,1,P-08279,Zola,Gianfranco,21,65',65,0,second half,0,1
2081,S-2081,WC-1994,1994 FIFA World Cup,M-1994-44,Mexico v Bulgaria,1994-07-05,round of 16,not applicable,T-10,Bulgaria,BGR,0,1,P-09560,Sirakov,Nasko,10,104',104,0,"extra time, first half",1,0
2082,S-2082,WC-1994,1994 FIFA World Cup,M-1994-44,Mexico v Bulgaria,1994-07-05,round of 16,not applicable,T-10,Bulgaria,BGR,0,1,P-04475,Genchev,Boncho,14,104',104,0,"extra time, first half",0,1
2083,S-2083,WC-1994,1994 FIFA World Cup,M-1994-44,Mexico v Bulgaria,1994-07-05,round of 16,not applicable,T-10,Bulgaria,BGR,0,1,P-03495,Kostadinov,Emil,7,119',119,0,"extra time, second half",1,0
2084,S-2084,WC-1994,1994 FIFA World Cup,M-1994-44,Mexico v Bulgaria,1994-07-05,round of 16,not applicable,T-10,Bulgaria,BGR,0,1,P-09785,Mihtarski,Petar,17,119',119,0,"extra time, second half",0,1
2085,S-2085,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-39,Italy,ITA,1,0,P-04376,Albertini,Demetrio,11,45',45,0,first half,1,0
2086,S-2086,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-39,Italy,ITA,1,0,P-09492,Signori,Giuseppe,20,45',45,0,first half,0,1
2087,S-2087,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-71,Spain,ESP,0,1,P-03148,Sergi,not applicable,12,60',60,0,second half,1,0
2088,S-2088,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-71,Spain,ESP,0,1,P-03175,Salinas,Julio,19,60',60,0,second half,0,1
2089,S-2089,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-71,Spain,ESP,0,1,P-07090,Bakero,José María,10,65',65,0,second half,1,0
2090,S-2090,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-71,Spain,ESP,0,1,P-03203,Hierro,Fernando,6,65',65,0,second half,0,1
2091,S-2091,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-39,Italy,ITA,1,0,P-06665,Conte,Antonio,15,66',66,0,second half,1,0
2092,S-2092,WC-1994,1994 FIFA World Cup,M-1994-45,Italy v Spain,1994-07-09,quarter-finals,not applicable,T-39,Italy,ITA,1,0,P-05771,Berti,Nicola,14,66',66,0,second half,0,1
2093,S-2093,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-46,Netherlands,NLD,1,0,P-08655,van Vossen,Peter,19,54',54,0,second half,1,0
2094,S-2094,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-46,Netherlands,NLD,1,0,P-08307,Roy,Bryan,11,54',54,0,second half,0,1
2095,S-2095,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-46,Netherlands,NLD,1,0,P-07715,Rijkaard,Frank,3,65',65,0,second half,1,0
2096,S-2096,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-46,Netherlands,NLD,1,0,P-00207,de Boer,Ronald,9,65',65,0,second half,0,1
2097,S-2097,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-09,Brazil,BRA,0,1,P-09523,Mazinho,not applicable,17,81',81,0,second half,1,0
2098,S-2098,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-09,Brazil,BRA,0,1,P-06526,Raí,not applicable,10,81',81,0,second half,0,1
2099,S-2099,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-09,Brazil,BRA,0,1,P-09611,Branco,not applicable,6,90',90,0,second half,1,0
2100,S-2100,WC-1994,1994 FIFA World Cup,M-1994-46,Netherlands v Brazil,1994-07-09,quarter-finals,not applicable,T-09,Brazil,BRA,0,1,P-04884,Cafu,not applicable,14,90',90,0,second half,0,1
2101,S-2101,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-29,Germany,DEU,0,1,P-02659,Wagner,Martin,17,59',59,0,second half,1,0
2102,S-2102,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-29,Germany,DEU,0,1,P-07061,Strunz,Thomas,2,59',59,0,second half,0,1
2103,S-2103,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-29,Germany,DEU,0,1,P-02040,Häßler,Thomas,8,83',83,0,second half,1,0
2104,S-2104,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-29,Germany,DEU,0,1,P-00830,Brehme,Andreas,3,83',83,0,second half,0,1
2105,S-2105,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-08714,Stoichkov,Hristo,8,85',85,0,second half,1,0
2106,S-2106,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-03112,Yordanov,Ivaylo,13,85',85,0,second half,0,1
2107,S-2107,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-03495,Kostadinov,Emil,7,90',90,0,second half,1,0
2108,S-2108,WC-1994,1994 FIFA World Cup,M-1994-47,Bulgaria v Germany,1994-07-10,quarter-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-04475,Genchev,Boncho,14,90',90,0,second half,0,1
2109,S-2109,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-59,Romania,ROU,1,0,P-06093,Munteanu,Dorinel,7,84',84,0,second half,1,0
2110,S-2110,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-72,Sweden,SWE,0,1,P-01194,Björklund,Joachim,4,84',84,0,second half,1,0
2111,S-2111,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-59,Romania,ROU,1,0,P-01689,Panduru,Basarab,15,84',84,0,second half,0,1
2112,S-2112,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-72,Sweden,SWE,0,1,P-09278,Kåmark,Pontus,14,84',84,0,second half,0,1
2113,S-2113,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-72,Sweden,SWE,0,1,P-07744,Dahlin,Martin,10,107',107,0,"extra time, second half",1,0
2114,S-2114,WC-1994,1994 FIFA World Cup,M-1994-48,Romania v Sweden,1994-07-10,quarter-finals,not applicable,T-72,Sweden,SWE,0,1,P-01768,Larsson,Henrik,7,107',107,0,"extra time, second half",0,1
2115,S-2115,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-39,Italy,ITA,0,1,P-02302,Baggio,Dino,13,56',56,0,second half,1,0
2116,S-2116,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-39,Italy,ITA,0,1,P-06665,Conte,Antonio,15,56',56,0,second half,0,1
2117,S-2117,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-39,Italy,ITA,0,1,P-09710,Baggio,Roberto,10,71',71,0,second half,1,0
2118,S-2118,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-39,Italy,ITA,0,1,P-09492,Signori,Giuseppe,20,71',71,0,second half,0,1
2119,S-2119,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-03495,Kostadinov,Emil,7,72',72,0,second half,1,0
2120,S-2120,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-03112,Yordanov,Ivaylo,13,72',72,0,second half,0,1
2121,S-2121,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-08714,Stoichkov,Hristo,8,79',79,0,second half,1,0
2122,S-2122,WC-1994,1994 FIFA World Cup,M-1994-49,Bulgaria v Italy,1994-07-13,semi-finals,not applicable,T-10,Bulgaria,BGR,1,0,P-04475,Genchev,Boncho,14,79',79,0,second half,0,1
2123,S-2123,WC-1994,1994 FIFA World Cup,M-1994-50,Sweden v Brazil,1994-07-13,semi-finals,not applicable,T-09,Brazil,BRA,0,1,P-09523,Mazinho,not applicable,17,45',45,0,first half,1,0
2124,S-2124,WC-1994,1994 FIFA World Cup,M-1994-50,Sweden v Brazil,1994-07-13,semi-finals,not applicable,T-09,Brazil,BRA,0,1,P-06526,Raí,not applicable,10,45',45,0,first half,0,1
2125,S-2125,WC-1994,1994 FIFA World Cup,M-1994-50,Sweden v Brazil,1994-07-13,semi-finals,not applicable,T-72,Sweden,SWE,1,0,P-07744,Dahlin,Martin,10,68',68,0,second half,1,0
2126,S-2126,WC-1994,1994 FIFA World Cup,M-1994-50,Sweden v Brazil,1994-07-13,semi-finals,not applicable,T-72,Sweden,SWE,1,0,P-00443,Rehn,Stefan,17,68',68,0,second half,0,1
2127,S-2127,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-04729,Ivanov,Trifon,3,42',42,0,first half,1,0
2128,S-2128,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-07168,Kremenliev,Emil,2,42',42,0,first half,0,1
2129,S-2129,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-04122,Mihaylov,Borislav,1,46',46,0,second half,1,0
2130,S-2130,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-09560,Sirakov,Nasko,10,46',46,0,second half,1,0
2131,S-2131,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-04366,Nikolov,Plamen,12,46',46,0,second half,0,1
2132,S-2132,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-10,Bulgaria,BGR,0,1,P-03112,Yordanov,Ivaylo,13,46',46,0,second half,0,1
2133,S-2133,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-72,Sweden,SWE,1,0,P-01768,Larsson,Henrik,7,79',79,0,second half,1,0
2134,S-2134,WC-1994,1994 FIFA World Cup,M-1994-51,Sweden v Bulgaria,1994-07-16,third-place match,not applicable,T-72,Sweden,SWE,1,0,P-09576,Limpar,Anders,16,79',79,0,second half,0,1
2135,S-2135,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,1994-07-17,final,not applicable,T-09,Brazil,BRA,1,0,P-07794,Jorginho,not applicable,2,21',21,0,first half,1,0
2136,S-2136,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,1994-07-17,final,not applicable,T-09,Brazil,BRA,1,0,P-04884,Cafu,not applicable,14,21',21,0,first half,0,1
2137,S-2137,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,1994-07-17,final,not applicable,T-39,Italy,ITA,0,1,P-01901,Mussi,Roberto,8,35',35,0,first half,1,0
2138,S-2138,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,1994-07-17,final,not applicable,T-39,Italy,ITA,0,1,P-03569,Apolloni,Luigi,2,35',35,0,first half,0,1
2139,S-2139,WC-1994,1994 FIFA World Cup,M-1994-52,Brazil v Italy,1994-07-17,final,not applicable,T-39,Italy,ITA,0,1,P-02302,Baggio,Dino,13,95',95,0,"extra time, first half",1,0
