key_id,tournament_id,tournament_name,team_id,team_name,team_code,player_id,family_name,given_name,shirt_number,position_name,position_code
671,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-51934,Faulhaber,Gerrit,0,midfielder,MF
672,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-72195,Harting,Jan,0,defender,DF
673,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-56198,Hu Kon,Frans,0,defender,DF
674,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-38291,Meeng,Frans Alfred,0,midfielder,MF
675,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-05443,Nawir,Achmad,0,midfielder,MF
676,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-08131,Pattiwael,Isaak,0,forward,FW
677,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-03631,Samuels,Jack,0,defender,DF
678,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-59945,Soedarmadji,Suvarte,0,forward,FW
679,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-19995,Taihuttu,Hans,0,forward,FW
680,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-52233,Tan,Mo Heng,0,goal keeper,GK
681,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-89666,Tan,See Han,0,forward,FW
682,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-92120,Teilherber,not applicable,0,forward,FW
683,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-03175,Telwe,Rudi,0,forward,FW
684,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-69801,The,Hong Djien,0,forward,FW
685,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-37048,van Beuzekom,Leen,0,goal keeper,GK
686,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-38536,Van Den Burgh,not applicable,0,midfielder,MF
687,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,P-67536,Zomers,Hendrikus,0,forward,FW
688,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-93801,Aston,Alfred,0,forward,FW
689,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-69619,Bastien,Jean,0,midfielder,MF
690,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-09795,Ben Bouali,Abdelkader,0,defender,DF
691,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-79828,Bourbotte,François,0,midfielder,MF
692,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-50527,Brusseaux,Michel,0,forward,FW
693,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-92301,Cazenave,Hector,0,defender,DF
694,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-52655,Courtois,Roger,0,forward,FW
695,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-94763,Darui,Julien,0,goal keeper,GK
696,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-10604,Delfour,Edmond,0,forward,FW
697,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-65422,Di Lorto,Laurent,0,goal keeper,GK
698,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-18863,Diagne,Raoul,0,midfielder,MF
699,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-78235,Heisserer,Oscar,0,forward,FW
700,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-38344,Jasseron,Lucien,0,midfielder,MF
701,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-26887,Jordan,Auguste,0,midfielder,MF
702,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-36564,Kowalczyk,Ignace,0,forward,FW
703,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-59589,Llense,René,0,goal keeper,GK
704,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-67332,Mattler,Étienne,0,defender,DF
705,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-70804,Nicolas,Jean,0,forward,FW
706,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-16634,Povolny,Martin,0,defender,DF
707,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-46249,Vandooren,Jules,0,defender,DF
708,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-02281,Veinante,Émile,0,forward,FW
709,WC-1938,1938 FIFA Men's World Cup,T-30,France,FRA,P-70720,Zatelli,Mario,0,forward,FW
710,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-81440,Buchloh,Fritz,0,goal keeper,GK
711,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-15763,Gauchel,Josef,0,forward,FW
712,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-25957,Gellesch,Rudolf,0,forward,FW
713,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-71483,Goldbrunner,Ludwig,0,defender,DF
714,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-53466,Hahnemann,Wilhelm,0,forward,FW
715,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-90001,Jakob,Hans,0,goal keeper,GK
716,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-24404,Janes,Paul,0,defender,DF
717,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-21402,Kitzinger,Albin,0,midfielder,MF
718,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-82099,Kupfer,Andreas,0,midfielder,MF
719,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-38753,Lehner,Ernst,0,forward,FW
720,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-00281,Mock,Hans,0,midfielder,MF
721,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-60828,Münzenberg,Reinhold,0,defender,DF
722,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-47513,Neumer,Leopold,0,forward,FW
723,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-46036,Pesser,Hans,0,forward,FW
724,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-17740,Raftl,Rudolf,0,goal keeper,GK
725,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-14790,Schmaus,Willibald,0,defender,DF
726,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-53238,Siffling,Otto,0,forward,FW
727,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-58969,Skoumal,Stefan,0,midfielder,MF
728,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-43378,Streitle,Jakob,0,defender,DF
729,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-30750,Stroh,Josef,0,forward,FW
730,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-86518,Szepan,Fritz,0,forward,FW
731,WC-1938,1938 FIFA Men's World Cup,T-31,Germany,DEU,P-39159,Wagner,Franz,0,midfielder,MF
732,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-58088,Balogh,István,0,midfielder,MF
733,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-01726,Bíró,Mihály,0,forward,FW
734,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-81185,Bíró,Sándor,0,defender,DF
735,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-04962,Cseh,László,0,forward,FW
736,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-31849,Dudás,János,0,midfielder,MF
737,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-70689,Háda,József,0,goal keeper,GK
738,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-53740,Kohut,Vilmos,0,forward,FW
739,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-25927,Korányi,Lajos,0,defender,DF
740,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-54489,Lázár,Gyula,0,midfielder,MF
741,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-36957,Pálinkás,József,0,goal keeper,GK
742,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-10473,Polgár,Gyula,0,defender,DF
743,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-52028,Sárosi,Béla,0,midfielder,MF
744,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-89034,Sárosi,György,0,forward,FW
745,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-37357,Sas,Ferenc,0,forward,FW
746,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-60980,Szabó,Antal,0,goal keeper,GK
747,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-99214,Szalay,Antal,0,midfielder,MF
748,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-37684,Szűcs,György,0,midfielder,MF
749,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-24305,Titkos,Pál,0,forward,FW
750,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-60977,Toldi,Géza,0,forward,FW
751,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-33184,Turay,József,0,midfielder,MF
752,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-11520,Vincze,Jenő,0,forward,FW
753,WC-1938,1938 FIFA Men's World Cup,T-36,Hungary,HUN,P-67652,Zsengellér,Gyula,0,forward,FW
754,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-79580,Andreolo,Michele,0,midfielder,MF
755,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-62660,Bertoni,Sergio,0,forward,FW
756,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-85283,Biavati,Amedeo,0,forward,FW
757,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-94715,Ceresoli,Carlo,0,goal keeper,GK
758,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-09916,Chizzo,Bruno,0,midfielder,MF
759,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-76066,Colaussi,Gino,0,forward,FW
760,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-07254,Donati,Aldo,0,midfielder,MF
761,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-39512,Ferrari,Giovanni,0,forward,FW
762,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-58640,Ferraris,Pietro,0,forward,FW
763,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-97762,Foni,Alfredo,0,defender,DF
764,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-07131,Genta,Mario,0,midfielder,MF
765,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-79327,Locatelli,Ugo,0,midfielder,MF
766,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-93906,Masetti,Guido,0,goal keeper,GK
767,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-34536,Meazza,Giuseppe,0,midfielder,MF
768,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-58691,Monzeglio,Eraldo,0,defender,DF
769,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-95291,Olivieri,Aldo,0,goal keeper,GK
770,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-98926,Olmi,Renato,0,midfielder,MF
771,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-30716,Pasinati,Piero,0,forward,FW
772,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-74793,Perazzolo,Mario,0,midfielder,MF
773,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-65885,Piola,Silvio,0,forward,FW
774,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-27048,Rava,Pietro,0,defender,DF
775,WC-1938,1938 FIFA Men's World Cup,T-41,Italy,ITA,P-82806,Serantoni,Pietro,0,midfielder,MF
776,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-51120,Anderiesen,Wim,0,midfielder,MF
777,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-01561,Been,Dick,0,defender,DF
778,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-92370,Caldenhove,Bertus,0,defender,DF
779,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-61401,de Boer,Piet,0,forward,FW
780,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-27345,de Harder,Bertus,0,forward,FW
781,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-92587,de Winter,Arie,0,forward,FW
782,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-22639,Drok,Daaf,0,forward,FW
783,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-21727,Hogenbirk,Frans,0,midfielder,MF
784,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-39735,Michel,Niek,0,goal keeper,GK
785,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-71910,Ooms,Klaas,0,forward,FW
786,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-67910,Paauwe,Bas,0,midfielder,MF
787,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-29879,Pijpers,Rene,0,midfielder,MF
788,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-60379,Plenter,Hendrikus,0,defender,DF
789,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-61772,Punt,Piet,0,forward,FW
790,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-85884,Smit,Kick,0,forward,FW
791,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-21967,van der Veen,Frans,0,forward,FW
792,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-44776,van Heel,Puck,0,midfielder,MF
793,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-24944,van Male,Adri,0,goal keeper,GK
794,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-91177,van Spaandonck,Henk,0,forward,FW
795,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-55392,Vente,Leen,0,forward,FW
796,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-83478,Weber,Mauk,0,defender,DF
797,WC-1938,1938 FIFA Men's World Cup,T-48,Netherlands,NLD,P-57256,Wels,Frank,0,forward,FW
798,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-39938,Amundsen,Roald,0,defender,DF
799,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-44129,Andersen,Oddmund,0,defender,DF
800,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-27507,Andreassen,Gunnar,0,midfielder,MF
801,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-17838,Andresen,Hjalmar,0,forward,FW
802,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-54406,Berglie,Sverre,0,midfielder,MF
803,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-07024,Brustad,Arne,0,forward,FW
804,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-19044,Brynildsen,Knut,0,forward,FW
805,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-47235,Eriksen,Nils,0,defender,DF
806,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-67971,Frantzen,Odd,0,forward,FW
807,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-36967,Hansen,Sigurd,0,midfielder,MF
808,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-60666,Henriksen,Kristian,0,midfielder,MF
809,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-07358,Holmberg,Rolf,0,midfielder,MF
810,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-64492,Holmsen,Øivind,0,defender,DF
811,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-32828,Ileby,Arne,0,forward,FW
812,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-67226,Isaksen,Magnar,0,forward,FW
813,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-49779,Johannessen,Rolf,0,defender,DF
814,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-79093,Johansen,Henry,0,goal keeper,GK
815,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-06148,Juve,Jørgen,0,defender,DF
816,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-51305,Kihle,Anker,0,goal keeper,GK
817,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-27380,Kvammen,Reidar,0,forward,FW
818,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-24384,Martinsen,Alf,0,forward,FW
819,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,P-52552,Nordby,Sverre,0,goal keeper,GK
820,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-01935,Baran,Stanisław,0,forward,FW
821,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-96120,Brom,Walter,0,goal keeper,GK
822,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-65254,Cebula,Ewald,0,forward,FW
823,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-13873,Dytko,Ewald,0,midfielder,MF
824,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-11656,Gałecki,Antoni,0,defender,DF
825,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-43303,Giemsa,Edmund,0,defender,DF
826,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-99122,Góra,Wilhelm,0,midfielder,MF
827,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-56303,Habowski,Bolesław,0,forward,FW
828,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-10030,Korbas,Józef,0,forward,FW
829,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-35230,Lis,Kazimierz,0,midfielder,MF
830,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-15302,Łyko,Antoni,0,forward,FW
831,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-49430,Madejski,Edward,0,goal keeper,GK
832,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-91166,Nyc,Erwin,0,midfielder,MF
833,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-01434,Piątek,Leonard,0,forward,FW
834,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-35147,Piec,Ryszard,0,forward,FW
835,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-62725,Piec,Wilhelm,0,midfielder,MF
836,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-72075,Scherfke,Fryderyk,0,forward,FW
837,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-58047,Szczepaniak,Władysław,0,defender,DF
838,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-47738,Twórz,Edmund,0,defender,DF
839,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-84687,Wasiewicz,Jan,0,midfielder,MF
840,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-13828,Wilimowski,Ernst,0,forward,FW
841,WC-1938,1938 FIFA Men's World Cup,T-57,Poland,POL,P-29364,Wodarz,Gerard,0,forward,FW
842,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-58656,Baratky,Iuliu,0,forward,FW
843,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-44963,Bărbulescu,Andrei,0,midfielder,MF
844,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-28958,Bindea,Silviu,0,forward,FW
845,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-92768,Bodola,Iuliu,0,forward,FW
846,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-60365,Bogdan,Ion,0,forward,FW
847,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-30413,Brandabura,Gheorghe,0,midfielder,MF
848,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-96839,Braun-Bogdan,Coloman,0,forward,FW
849,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-62376,Bürger,Rudolf,0,defender,DF
850,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-04762,Chiroiu,Vasile,0,defender,DF
851,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-04835,Cossini,Vintilă,0,midfielder,MF
852,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-28452,David,Mircea,0,goal keeper,GK
853,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-55855,Dobay,Ștefan,0,forward,FW
854,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-38288,Felecan,Iacob,0,defender,DF
855,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-70432,Kovács,Nicolae,0,forward,FW
856,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-79803,Moldoveanu,Ioachim,0,forward,FW
857,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-91529,Nagy,Miklós,0,forward,FW
858,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-02702,Pavlovici,Dumitru,0,goal keeper,GK
859,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-73278,Prassler,Gyula,0,forward,FW
860,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-07972,Raffinsky,László,0,midfielder,MF
861,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-92937,Rășinaru,Gheorghe,0,midfielder,MF
862,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-85689,Sadowski,Robert,0,goal keeper,GK
863,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,P-49773,Sfera,Lazăr,0,defender,DF
864,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-04266,Abrahamsson,Henock,0,goal keeper,GK
865,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-17215,Almgren,Erik,0,midfielder,MF
866,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-99591,Andersson,Åke,0,forward,FW
867,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-38092,Andersson,Harry,0,forward,FW
868,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-85944,Bergsten,Curt,0,forward,FW
869,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-12745,Bunke,Lennart,0,forward,FW
870,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-71253,Eriksson,Ivar,0,defender,DF
871,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-84346,Grahn,Karl-Erik,0,midfielder,MF
872,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-69313,Hansson,Knut,0,forward,FW
873,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-90805,Jacobsson,Sven,0,midfielder,MF
874,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-79374,Jonasson,Sven,0,forward,FW
875,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-92191,Källgren,Olle,0,defender,DF
876,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-94204,Keller,Tore,0,forward,FW
877,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-56514,Linderholm,Arne,0,midfielder,MF
878,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-85347,Nilsson,Erik,0,defender,DF
879,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-80526,Nilsson,Harry,0,defender,DF
880,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-97601,Nyberg,Arne,0,forward,FW
881,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-13257,Persson,Erik,0,forward,FW
882,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-37708,Sjöberg,Gustav,0,goal keeper,GK
883,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-00740,Svanström,Kurt,0,midfielder,MF
884,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-33341,Unger,Sven,0,forward,FW
885,WC-1938,1938 FIFA Men's World Cup,T-74,Sweden,SWE,P-58852,Wetterström,Gustav,0,forward,FW
886,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-85334,Abegglen,André,0,forward,FW
887,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-80329,Aeby,Georges,0,forward,FW
888,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-40938,Aeby,Paul,0,forward,FW
889,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-59353,Amadò,Lauro,0,forward,FW
890,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-44209,Ballabio,Erwin,0,goal keeper,GK
891,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-50918,Bickel,Alfred,0,forward,FW
892,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-64427,Bizzozero,Renato,0,goal keeper,GK
893,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-06111,Frigerio,Alessandro,0,forward,FW
894,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-05303,Grassi,Tullio,0,forward,FW
895,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-49691,Guinchard,Albert,0,midfielder,MF
896,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-49305,Huber,Willy,0,goal keeper,GK
897,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-88416,Kielholz,Leopold,0,forward,FW
898,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-60333,Lehmann,August,0,defender,DF
899,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-42031,Lörtscher,Ernst,0,midfielder,MF
900,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-85276,Minelli,Severino,0,defender,DF
901,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-55586,Rauch,Oscar,0,midfielder,MF
902,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-90336,Rupf,Eugen,0,forward,FW
903,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,P-52493,Springer,Hermann,0,midfielder,MF
