key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,position_name,position_code,starter,substitute,captain
1352,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,1974-06-23,group stage,Group 3,T-81,Uruguay,URY,0,1,P-08991,Cubilla,Luis,7,midfielder,MF,0,1,0
1353,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-02350,Carnevali,Daniel,1,goal keeper,GK,1,0,0
1354,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-06896,Ayala,Rubén,2,forward,FW,1,0,0
1355,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-09455,Babington,Carlos,3,midfielder,MF,1,0,0
1356,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-05672,Heredia,Ramón,10,defender,DF,1,0,0
1357,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-05920,Houseman,René,11,midfielder,MF,1,0,0
1358,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-01718,Kempes,Mario,13,forward,FW,1,0,0
1359,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-05455,Perfumo,Roberto,14,defender,DF,1,0,1
1360,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-03968,Sá,Francisco,16,defender,DF,1,0,0
1361,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-03783,Telch,Roberto,18,midfielder,MF,1,0,0
1362,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-04493,Wolff,Enrique,20,defender,DF,1,0,0
1363,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,P-01078,Yazalde,Héctor,22,forward,FW,1,0,0
1364,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-02042,Françillon,Henri,1,goal keeper,GK,1,0,0
1365,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-03918,Louis,Wilfried,2,defender,DF,1,0,0
1366,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-00103,Ducosté,Serge,5,defender,DF,1,0,0
1367,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-00994,Bayonne,Pierre,6,defender,DF,1,0,0
1368,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-01005,Vorbe,Philippe,7,midfielder,MF,1,0,0
1369,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-04523,Désir,Jean-Claude,8,midfielder,MF,1,0,0
1370,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-04354,Antoine,Eddy,9,midfielder,MF,1,0,0
1371,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-02397,Saint-Vil,Guy,11,forward,FW,1,0,0
1372,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-07402,Racine,Serge,13,defender,DF,1,0,0
1373,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-03742,Nazaire,Wilner,14,defender,DF,1,0,1
1374,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,P-00083,Sanon,Emmanuel,20,forward,FW,1,0,0
1375,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-04432,Tomaszewski,Jan,2,goal keeper,GK,1,0,0
1376,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-00616,Szymanowski,Antoni,4,defender,DF,1,0,0
1377,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-05529,Gorgoń,Jerzy,6,defender,DF,1,0,0
1378,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-09931,Żmuda,Władysław,9,defender,DF,1,0,0
1379,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-03832,Musiał,Adam,10,defender,DF,1,0,0
1380,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-05198,Deyna,Kazimierz,12,midfielder,MF,1,0,1
1381,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-08677,Kasperczak,Henryk,13,midfielder,MF,1,0,0
1382,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-08502,Maszczyk,Zygmunt,14,midfielder,MF,1,0,0
1383,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-02554,Lato,Grzegorz,16,midfielder,MF,1,0,0
1384,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-02870,Szarmach,Andrzej,17,forward,FW,1,0,0
1385,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-06446,Gadocha,Robert,18,forward,FW,1,0,0
1386,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,P-02631,Ćmikiewicz,Lesław,11,midfielder,MF,0,1,0
1387,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-03649,Zoff,Dino,1,goal keeper,GK,1,0,0
1388,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-01115,Spinosi,Luciano,2,defender,DF,1,0,0
1389,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-04600,Facchetti,Giacinto,3,defender,DF,1,0,1
1390,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-04406,Benetti,Romeo,4,midfielder,MF,1,0,0
1391,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-01837,Morini,Francesco,5,defender,DF,1,0,0
1392,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-01867,Burgnich,Tarcisio,6,defender,DF,1,0,0
1393,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-04239,Mazzola,Sandro,7,midfielder,MF,1,0,0
1394,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-05202,Capello,Fabio,8,midfielder,MF,1,0,0
1395,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-05528,Chinaglia,Giorgio,9,forward,FW,1,0,0
1396,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-05655,Causio,Franco,18,midfielder,MF,1,0,0
1397,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-07747,Anastasi,Pietro,19,forward,FW,1,0,0
1398,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-05983,Wilson,Giuseppe,15,defender,DF,0,1,0
1399,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,P-02561,Boninsegna,Roberto,20,forward,FW,0,1,0
1400,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-09229,Marić,Enver,1,goal keeper,GK,1,0,0
1401,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-01864,Buljan,Ivan,2,defender,DF,1,0,0
1402,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-06843,Hadžiabdić,Enver,3,defender,DF,1,0,0
1403,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-09452,Mužinić,Dražen,4,defender,DF,1,0,0
1404,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-03958,Katalinski,Josip,5,defender,DF,1,0,0
1405,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-07916,Oblak,Branko,8,midfielder,MF,1,0,0
1406,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-08391,Šurjak,Ivica,9,forward,FW,1,0,0
1407,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-03364,Aćimović,Jovan,10,midfielder,MF,1,0,0
1408,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-02462,Džajić,Dragan,11,midfielder,MF,1,0,1
1409,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-07606,Popivoda,Danilo,17,forward,FW,1,0,0
1410,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-06709,Karasi,Stanislav,18,forward,FW,1,0,0
1411,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-03091,Petković,Ilija,7,forward,FW,0,1,0
1412,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-84,Yugoslavia,YUG,1,0,P-06826,Jerković,Jurica,12,midfielder,MF,0,1,0
1413,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-07375,Maier,Sepp,1,goal keeper,GK,1,0,0
1414,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-00117,Vogts,Berti,2,defender,DF,1,0,0
1415,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-02579,Breitner,Paul,3,defender,DF,1,0,0
1416,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-07938,Schwarzenbeck,Hans-Georg,4,defender,DF,1,0,0
1417,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-08834,Beckenbauer,Franz,5,defender,DF,1,0,1
1418,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-01747,Wimmer,Herbert,7,midfielder,MF,1,0,0
1419,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-08882,Overath,Wolfgang,12,midfielder,MF,1,0,0
1420,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-02173,Müller,Gerd,13,forward,FW,1,0,0
1421,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-05472,Bonhof,Rainer,16,midfielder,MF,1,0,0
1422,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-09656,Hölzenbein,Bernd,17,forward,FW,1,0,0
1423,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-01973,Herzog,Dieter,18,midfielder,MF,1,0,0
1424,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-08616,Hoeneß,Uli,14,forward,FW,0,1,0
1425,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,West Germany,DEU,0,1,P-01294,Flohe,Heinz,15,midfielder,MF,0,1,0
1426,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-04844,Leão,not applicable,1,goal keeper,GK,1,0,0
1427,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-01022,Pereira,Luís,2,defender,DF,1,0,0
1428,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-08407,Peres,Marinho,3,defender,DF,1,0,0
1429,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-06055,Zé Maria,not applicable,4,defender,DF,1,0,0
1430,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-04798,Chagas,Marinho,6,defender,DF,1,0,0
1431,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-02071,Jairzinho,not applicable,7,midfielder,MF,1,0,0
1432,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-02923,Rivellino,not applicable,10,midfielder,MF,1,0,0
1433,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-04704,Caju,not applicable,11,midfielder,MF,1,0,0
1434,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-01227,Valdomiro,not applicable,13,forward,FW,1,0,0
1435,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-01158,Carpegiani,not applicable,17,midfielder,MF,1,0,0
1436,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,P-01410,Dirceu,not applicable,21,forward,FW,1,0,0
1437,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-07032,Croy,Jürgen,1,goal keeper,GK,1,0,0
1438,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-08094,Kurbjuweit,Lothar,2,midfielder,MF,1,0,0
1439,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-06658,Bransch,Bernd,3,defender,DF,1,0,1
1440,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-06579,Weise,Konrad,4,defender,DF,1,0,0
1441,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-08069,Streich,Joachim,11,forward,FW,1,0,0
1442,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-03578,Wätzlich,Siegmar,12,defender,DF,1,0,0
1443,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-09181,Lauck,Reinhard,13,midfielder,MF,1,0,0
1444,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-08971,Sparwasser,Jürgen,14,forward,FW,1,0,0
1445,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-02662,Hamann,Erich,17,midfielder,MF,1,0,0
1446,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-03444,Kische,Gerd,18,defender,DF,1,0,0
1447,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-06521,Hoffmann,Martin,20,forward,FW,1,0,0
1448,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-07410,Löwe,Wolfram,8,forward,FW,0,1,0
1449,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,P-00666,Irmscher,Harald,16,midfielder,MF,0,1,0
1450,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-09015,Haan,Arie,2,midfielder,MF,1,0,0
1451,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-08482,van Hanegem,Willem,3,midfielder,MF,1,0,0
1452,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-00842,Jansen,Wim,6,defender,DF,1,0,0
1453,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-03794,Jongbloed,Jan,8,goal keeper,GK,1,0,0
1454,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-00956,Krol,Ruud,12,defender,DF,1,0,0
1455,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-01377,Neeskens,Johan,13,midfielder,MF,1,0,0
1456,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-02702,Cruyff,Johan,14,forward,FW,1,0,1
1457,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-00704,Rensenbrink,Rob,15,forward,FW,1,0,0
1458,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-07354,Rep,Johnny,16,forward,FW,1,0,0
1459,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-04593,Rijsbergen,Wim,17,defender,DF,1,0,0
1460,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-07503,Suurbier,Wim,20,defender,DF,1,0,0
1461,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,P-06100,Israël,Rinus,5,defender,DF,0,1,0
1462,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-02350,Carnevali,Daniel,1,goal keeper,GK,1,0,0
1463,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-06896,Ayala,Rubén,2,forward,FW,1,0,0
1464,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-04035,Balbuena,Agustín,4,forward,FW,1,0,0
1465,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-05672,Heredia,Ramón,10,defender,DF,1,0,0
1466,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-05920,Houseman,René,11,midfielder,MF,1,0,0
1467,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-05455,Perfumo,Roberto,14,defender,DF,1,0,1
1468,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-03968,Sá,Francisco,16,defender,DF,1,0,0
1469,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-06787,Squeo,Carlos,17,midfielder,MF,1,0,0
1470,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-03783,Telch,Roberto,18,forward,FW,1,0,0
1471,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-04493,Wolff,Enrique,20,midfielder,MF,1,0,0
1472,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-01078,Yazalde,Héctor,22,forward,FW,1,0,0
1473,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-00803,Glaria,Rubén,9,defender,DF,0,1,0
1474,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,P-01718,Kempes,Mario,13,forward,FW,0,1,0
1475,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-03796,Hellström,Ronnie,1,goal keeper,GK,1,0,0
1476,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-04105,Karlsson,Kent,3,defender,DF,1,0,0
1477,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-07284,Nordqvist,Björn,4,defender,DF,1,0,0
1478,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-05195,Andersson,Björn,5,defender,DF,1,0,0
1479,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-01668,Grahn,Ove,6,midfielder,MF,1,0,0
1480,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-01817,Larsson,Bo,7,midfielder,MF,1,0,1
1481,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-09503,Torstensson,Conny,8,midfielder,MF,1,0,0
1482,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-01580,Edström,Ralf,10,forward,FW,1,0,0
1483,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-01189,Sandberg,Roland,11,forward,FW,1,0,0
1484,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-09969,Grip,Roland,13,defender,DF,1,0,0
1485,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-03097,Tapper,Staffan,14,midfielder,MF,1,0,0
1486,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-09713,Augustsson,Jörgen,18,defender,DF,0,1,0
1487,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-72,Sweden,SWE,1,0,P-08828,Ahlström,Thomas,22,midfielder,MF,0,1,0
