key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,referee_id,family_name,given_name,country_name,confederation_id,confederation_name,confederation_code
271,WC-1978,1978 FIFA Men's World Cup,M-1978-01,West Germany vs Poland,1978-06-01,group stage,Group 2,R-319,Norberto Coerezza,Ángel,Argentina,CF-4,South American Football Confederation,CONMEBOL
272,WC-1978,1978 FIFA Men's World Cup,M-1978-02,Italy vs France,1978-06-02,group stage,Group 1,R-360,Rainea,Nicolae,Romania,CF-6,Union of European Football Associations,UEFA
273,WC-1978,1978 FIFA Men's World Cup,M-1978-03,Tunisia vs Mexico,1978-06-02,group stage,Group 2,R-178,Gordon,John,Scotland,CF-6,Union of European Football Associations,UEFA
274,WC-1978,1978 FIFA Men's World Cup,M-1978-04,Argentina vs Hungary,1978-06-02,group stage,Group 1,R-166,Garrido,António,Portugal,CF-6,Union of European Football Associations,UEFA
275,WC-1978,1978 FIFA Men's World Cup,M-1978-05,Austria vs Spain,1978-06-03,group stage,Group 3,R-334,Palotai,Károly,Hungary,CF-6,Union of European Football Associations,UEFA
276,WC-1978,1978 FIFA Men's World Cup,M-1978-06,Brazil vs Sweden,1978-06-03,group stage,Group 3,R-434,Thomas,Clive,Wales,CF-6,Union of European Football Associations,UEFA
277,WC-1978,1978 FIFA Men's World Cup,M-1978-07,Netherlands vs Iran,1978-06-03,group stage,Group 4,R-177,González Archundía,Alfonso,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
278,WC-1978,1978 FIFA Men's World Cup,M-1978-08,Peru vs Scotland,1978-06-03,group stage,Group 4,R-142,Eriksson,Ulf,Sweden,CF-6,Union of European Football Associations,UEFA
279,WC-1978,1978 FIFA Men's World Cup,M-1978-09,Italy vs Hungary,1978-06-06,group stage,Group 1,R-043,Barreto Ruíz,Ramón,Uruguay,CF-4,South American Football Confederation,CONMEBOL
280,WC-1978,1978 FIFA Men's World Cup,M-1978-10,Poland vs Tunisia,1978-06-06,group stage,Group 2,R-276,Martínez,Ángel Franco,Spain,CF-6,Union of European Football Associations,UEFA
281,WC-1978,1978 FIFA Men's World Cup,M-1978-11,West Germany vs Mexico,1978-06-06,group stage,Group 2,R-064,Bouzo,Farouk,Syria,CF-1,Asian Football Confederation,AFC
282,WC-1978,1978 FIFA Men's World Cup,M-1978-12,Argentina vs France,1978-06-06,group stage,Group 1,R-131,Dubach,Jean,Switzerland,CF-6,Union of European Football Associations,UEFA
283,WC-1978,1978 FIFA Men's World Cup,M-1978-13,Austria vs Sweden,1978-06-07,group stage,Group 3,R-103,Corver,Charles,Netherlands,CF-6,Union of European Football Associations,UEFA
284,WC-1978,1978 FIFA Men's World Cup,M-1978-14,Brazil vs Spain,1978-06-07,group stage,Group 3,R-174,Gonella,Sergio,Italy,CF-6,Union of European Football Associations,UEFA
285,WC-1978,1978 FIFA Men's World Cup,M-1978-15,Netherlands vs Peru,1978-06-07,group stage,Group 4,R-353,Prokop,Adolf,East Germany,CF-6,Union of European Football Associations,UEFA
286,WC-1978,1978 FIFA Men's World Cup,M-1978-16,Scotland vs Iran,1978-06-07,group stage,Group 4,R-309,N'Diaye,Youssou,Senegal,CF-2,Confederation of African Football,CAF
287,WC-1978,1978 FIFA Men's World Cup,M-1978-17,France vs Hungary,1978-06-10,group stage,Group 1,R-097,Coelho,Arnaldo Cézar,Brazil,CF-4,South American Football Confederation,CONMEBOL
288,WC-1978,1978 FIFA Men's World Cup,M-1978-18,Poland vs Mexico,1978-06-10,group stage,Group 2,R-311,Namdar,Jafar,Iran,CF-1,Asian Football Confederation,AFC
289,WC-1978,1978 FIFA Men's World Cup,M-1978-19,West Germany vs Tunisia,1978-06-10,group stage,Group 2,R-181,Guerrero Orosco,César,Peru,CF-4,South American Football Confederation,CONMEBOL
290,WC-1978,1978 FIFA Men's World Cup,M-1978-20,Argentina vs Italy,1978-06-10,group stage,Group 1,R-223,Klein,Abraham,Israel,CF-6,Union of European Football Associations,UEFA
291,WC-1978,1978 FIFA Men's World Cup,M-1978-21,Brazil vs Austria,1978-06-11,group stage,Group 3,R-482,Wurtz,Robert,France,CF-6,Union of European Football Associations,UEFA
292,WC-1978,1978 FIFA Men's World Cup,M-1978-22,Spain vs Sweden,1978-06-11,group stage,Group 3,R-057,Biwersi,Ferdinand,West Germany,CF-6,Union of European Football Associations,UEFA
293,WC-1978,1978 FIFA Men's World Cup,M-1978-23,Peru vs Iran,1978-06-11,group stage,Group 4,R-207,Jarguz,Alojzy,Poland,CF-6,Union of European Football Associations,UEFA
294,WC-1978,1978 FIFA Men's World Cup,M-1978-24,Scotland vs Netherlands,1978-06-11,group stage,Group 4,R-247,Linemayr,Erich,Austria,CF-6,Union of European Football Associations,UEFA
295,WC-1978,1978 FIFA Men's World Cup,M-1978-25,Austria vs Netherlands,1978-06-14,second group stage,Group A,R-178,Gordon,John,Scotland,CF-6,Union of European Football Associations,UEFA
296,WC-1978,1978 FIFA Men's World Cup,M-1978-26,Italy vs West Germany,1978-06-14,second group stage,Group A,R-266,Maksimović,Dušan,Yugoslavia,CF-6,Union of European Football Associations,UEFA
297,WC-1978,1978 FIFA Men's World Cup,M-1978-27,Brazil vs Peru,1978-06-14,second group stage,Group B,R-360,Rainea,Nicolae,Romania,CF-6,Union of European Football Associations,UEFA
298,WC-1978,1978 FIFA Men's World Cup,M-1978-28,Argentina vs Poland,1978-06-14,second group stage,Group B,R-142,Eriksson,Ulf,Sweden,CF-6,Union of European Football Associations,UEFA
299,WC-1978,1978 FIFA Men's World Cup,M-1978-29,Peru vs Poland,1978-06-18,second group stage,Group B,R-336,Partridge,Pat,England,CF-6,Union of European Football Associations,UEFA
300,WC-1978,1978 FIFA Men's World Cup,M-1978-30,Italy vs Austria,1978-06-18,second group stage,Group A,R-373,Rion,Francis,Belgium,CF-6,Union of European Football Associations,UEFA
301,WC-1978,1978 FIFA Men's World Cup,M-1978-31,Netherlands vs West Germany,1978-06-18,second group stage,Group A,R-043,Barreto Ruíz,Ramón,Uruguay,CF-4,South American Football Confederation,CONMEBOL
302,WC-1978,1978 FIFA Men's World Cup,M-1978-32,Argentina vs Brazil,1978-06-18,second group stage,Group B,R-334,Palotai,Károly,Hungary,CF-6,Union of European Football Associations,UEFA
303,WC-1978,1978 FIFA Men's World Cup,M-1978-33,Austria vs West Germany,1978-06-21,second group stage,Group A,R-223,Klein,Abraham,Israel,CF-6,Union of European Football Associations,UEFA
304,WC-1978,1978 FIFA Men's World Cup,M-1978-34,Italy vs Netherlands,1978-06-21,second group stage,Group A,R-276,Martínez,Ángel Franco,Spain,CF-6,Union of European Football Associations,UEFA
305,WC-1978,1978 FIFA Men's World Cup,M-1978-35,Brazil vs Poland,1978-06-21,second group stage,Group B,R-408,Silvagno Cavanna,Juan,Chile,CF-4,South American Football Confederation,CONMEBOL
306,WC-1978,1978 FIFA Men's World Cup,M-1978-36,Argentina vs Peru,1978-06-21,second group stage,Group B,R-482,Wurtz,Robert,France,CF-6,Union of European Football Associations,UEFA
307,WC-1978,1978 FIFA Men's World Cup,M-1978-37,Brazil vs Italy,1978-06-24,third-place match,not applicable,R-223,Klein,Abraham,Israel,CF-6,Union of European Football Associations,UEFA
308,WC-1978,1978 FIFA Men's World Cup,M-1978-38,Argentina vs Netherlands,1978-06-25,final,not applicable,R-174,Gonella,Sergio,Italy,CF-6,Union of European Football Associations,UEFA
309,WC-1982,1982 FIFA Men's World Cup,M-1982-01,Argentina vs Belgium,1982-06-13,group stage,Group 3,R-092,Christov,Vojtěch,Czechoslovakia,CF-6,Union of European Football Associations,UEFA
310,WC-1982,1982 FIFA Men's World Cup,M-1982-02,Italy vs Poland,1982-06-14,group stage,Group 1,R-459,Vautrot,Michel,France,CF-6,Union of European Football Associations,UEFA
311,WC-1982,1982 FIFA Men's World Cup,M-1982-03,Brazil vs Soviet Union,1982-06-14,group stage,Group 6,R-232,Lamo Castillo,Augusto,Spain,CF-6,Union of European Football Associations,UEFA
312,WC-1982,1982 FIFA Men's World Cup,M-1982-04,Peru vs Cameroon,1982-06-15,group stage,Group 1,R-479,Wöhrer,Franz,Austria,CF-6,Union of European Football Associations,UEFA
313,WC-1982,1982 FIFA Men's World Cup,M-1982-05,Hungary vs El Salvador,1982-06-15,group stage,Group 3,R-010,Al-Doy,Ibrahim Youssef,Bahrain,CF-1,Asian Football Confederation,AFC
314,WC-1982,1982 FIFA Men's World Cup,M-1982-06,Scotland vs New Zealand,1982-06-15,group stage,Group 6,R-415,Socha,David,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
315,WC-1982,1982 FIFA Men's World Cup,M-1982-07,West Germany vs Algeria,1982-06-16,group stage,Group 2,R-230,Labo Revoredo,Enrique,Peru,CF-4,South American Football Confederation,CONMEBOL
316,WC-1982,1982 FIFA Men's World Cup,M-1982-08,England vs France,1982-06-16,group stage,Group 4,R-166,Garrido,António,Portugal,CF-6,Union of European Football Associations,UEFA
317,WC-1982,1982 FIFA Men's World Cup,M-1982-09,Spain vs Honduras,1982-06-16,group stage,Group 5,R-203,Ithurralde,Arturo,Argentina,CF-4,South American Football Confederation,CONMEBOL
318,WC-1982,1982 FIFA Men's World Cup,M-1982-10,Chile vs Austria,1982-06-17,group stage,Group 2,R-081,Cardellino,Juan Daniel,Uruguay,CF-4,South American Football Confederation,CONMEBOL
319,WC-1982,1982 FIFA Men's World Cup,M-1982-11,Czechoslovakia vs Kuwait,1982-06-17,group stage,Group 4,R-134,Dwomoh,Benjamin,Ghana,CF-2,Confederation of African Football,CAF
320,WC-1982,1982 FIFA Men's World Cup,M-1982-12,Yugoslavia vs Northern Ireland,1982-06-17,group stage,Group 5,R-154,Fredriksson,Erik,Sweden,CF-6,Union of European Football Associations,UEFA
321,WC-1982,1982 FIFA Men's World Cup,M-1982-13,Italy vs Peru,1982-06-18,group stage,Group 1,R-143,Eschweiler,Walter,West Germany,CF-6,Union of European Football Associations,UEFA
322,WC-1982,1982 FIFA Men's World Cup,M-1982-14,Argentina vs Hungary,1982-06-18,group stage,Group 3,R-231,Lacarne,Belaïd,Algeria,CF-2,Confederation of African Football,CAF
323,WC-1982,1982 FIFA Men's World Cup,M-1982-15,Brazil vs Scotland,1982-06-18,group stage,Group 6,R-337,Paulino Siles,Luis,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
324,WC-1982,1982 FIFA Men's World Cup,M-1982-16,Poland vs Cameroon,1982-06-19,group stage,Group 1,R-348,Ponnet,Alexis,Belgium,CF-6,Union of European Football Associations,UEFA
325,WC-1982,1982 FIFA Men's World Cup,M-1982-17,Belgium vs El Salvador,1982-06-19,group stage,Group 3,R-302,Moffat,Malcolm,Northern Ireland,CF-6,Union of European Football Associations,UEFA
326,WC-1982,1982 FIFA Men's World Cup,M-1982-18,Soviet Union vs New Zealand,1982-06-19,group stage,Group 6,R-017,Alghoul,Yousef,Libya,CF-2,Confederation of African Football,CAF
327,WC-1982,1982 FIFA Men's World Cup,M-1982-19,West Germany vs Chile,1982-06-20,group stage,Group 2,R-160,Galler,Bruno,Switzerland,CF-6,Union of European Football Associations,UEFA
328,WC-1982,1982 FIFA Men's World Cup,M-1982-20,England vs Czechoslovakia,1982-06-20,group stage,Group 4,R-103,Corver,Charles,Netherlands,CF-6,Union of European Football Associations,UEFA
329,WC-1982,1982 FIFA Men's World Cup,M-1982-21,Spain vs Yugoslavia,1982-06-20,group stage,Group 5,R-257,Lund-Sørensen,Henning,Denmark,CF-6,Union of European Football Associations,UEFA
330,WC-1982,1982 FIFA Men's World Cup,M-1982-22,Algeria vs Austria,1982-06-21,group stage,Group 2,R-061,Boskovic,Tony,Australia,CF-1,Asian Football Confederation,AFC
331,WC-1982,1982 FIFA Men's World Cup,M-1982-23,France vs Kuwait,1982-06-21,group stage,Group 4,R-423,Stupar,Myroslav,Soviet Union,CF-6,Union of European Football Associations,UEFA
332,WC-1982,1982 FIFA Men's World Cup,M-1982-24,Honduras vs Northern Ireland,1982-06-21,group stage,Group 5,R-089,Chan,Tam Sun,Hong Kong,CF-1,Asian Football Confederation,AFC
333,WC-1982,1982 FIFA Men's World Cup,M-1982-25,Poland vs Peru,1982-06-22,group stage,Group 1,R-460,Vázquez,Mario Rubio,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
334,WC-1982,1982 FIFA Men's World Cup,M-1982-26,Belgium vs Hungary,1982-06-22,group stage,Group 3,R-476,White,Clive,England,CF-6,Union of European Football Associations,UEFA
335,WC-1982,1982 FIFA Men's World Cup,M-1982-27,Soviet Union vs Scotland,1982-06-22,group stage,Group 6,R-360,Rainea,Nicolae,Romania,CF-6,Union of European Football Associations,UEFA
336,WC-1982,1982 FIFA Men's World Cup,M-1982-28,Italy vs Cameroon,1982-06-23,group stage,Group 1,R-129,Dotchev,Bogdan,Bulgaria,CF-6,Union of European Football Associations,UEFA
337,WC-1982,1982 FIFA Men's World Cup,M-1982-29,Argentina vs El Salvador,1982-06-23,group stage,Group 3,R-042,Barrancos,Luis,Bolivia,CF-4,South American Football Confederation,CONMEBOL
338,WC-1982,1982 FIFA Men's World Cup,M-1982-30,Brazil vs New Zealand,1982-06-23,group stage,Group 6,R-283,Matovinović,Damir,Yugoslavia,CF-6,Union of European Football Associations,UEFA
339,WC-1982,1982 FIFA Men's World Cup,M-1982-31,Algeria vs Chile,1982-06-24,group stage,Group 2,R-295,Méndez,Rómulo,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
340,WC-1982,1982 FIFA Men's World Cup,M-1982-32,France vs Czechoslovakia,1982-06-24,group stage,Group 4,R-084,Casarin,Paolo,Italy,CF-6,Union of European Football Associations,UEFA
341,WC-1982,1982 FIFA Men's World Cup,M-1982-33,Honduras vs Yugoslavia,1982-06-24,group stage,Group 5,R-086,Castro,Gastón,Chile,CF-4,South American Football Confederation,CONMEBOL
342,WC-1982,1982 FIFA Men's World Cup,M-1982-34,West Germany vs Austria,1982-06-25,group stage,Group 2,R-447,Valentine,Bob,Scotland,CF-6,Union of European Football Associations,UEFA
343,WC-1982,1982 FIFA Men's World Cup,M-1982-35,England vs Kuwait,1982-06-25,group stage,Group 4,R-026,Aristizábal,Gilberto,Colombia,CF-4,South American Football Confederation,CONMEBOL
344,WC-1982,1982 FIFA Men's World Cup,M-1982-36,Spain vs Northern Ireland,1982-06-25,group stage,Group 5,R-328,Ortiz,Héctor,Paraguay,CF-4,South American Football Confederation,CONMEBOL
345,WC-1982,1982 FIFA Men's World Cup,M-1982-37,Austria vs France,1982-06-28,second group stage,Group 4,R-334,Palotai,Károly,Hungary,CF-6,Union of European Football Associations,UEFA
346,WC-1982,1982 FIFA Men's World Cup,M-1982-38,Poland vs Belgium,1982-06-28,second group stage,Group 1,R-337,Paulino Siles,Luis,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
347,WC-1982,1982 FIFA Men's World Cup,M-1982-39,Italy vs Argentina,1982-06-29,second group stage,Group 3,R-360,Rainea,Nicolae,Romania,CF-6,Union of European Football Associations,UEFA
348,WC-1982,1982 FIFA Men's World Cup,M-1982-40,West Germany vs England,1982-06-29,second group stage,Group 2,R-097,Coelho,Arnaldo Cézar,Brazil,CF-4,South American Football Confederation,CONMEBOL
349,WC-1982,1982 FIFA Men's World Cup,M-1982-41,Austria vs Northern Ireland,1982-07-01,second group stage,Group 4,R-353,Prokop,Adolf,East Germany,CF-6,Union of European Football Associations,UEFA
350,WC-1982,1982 FIFA Men's World Cup,M-1982-42,Belgium vs Soviet Union,1982-07-01,second group stage,Group 1,R-459,Vautrot,Michel,France,CF-6,Union of European Football Associations,UEFA
351,WC-1982,1982 FIFA Men's World Cup,M-1982-43,Argentina vs Brazil,1982-07-02,second group stage,Group 3,R-460,Vázquez,Mario Rubio,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
352,WC-1982,1982 FIFA Men's World Cup,M-1982-44,West Germany vs Spain,1982-07-02,second group stage,Group 2,R-084,Casarin,Paolo,Italy,CF-6,Union of European Football Associations,UEFA
353,WC-1982,1982 FIFA Men's World Cup,M-1982-45,France vs Northern Ireland,1982-07-04,second group stage,Group 4,R-207,Jarguz,Alojzy,Poland,CF-6,Union of European Football Associations,UEFA
354,WC-1982,1982 FIFA Men's World Cup,M-1982-46,Soviet Union vs Poland,1982-07-04,second group stage,Group 1,R-447,Valentine,Bob,Scotland,CF-6,Union of European Football Associations,UEFA
355,WC-1982,1982 FIFA Men's World Cup,M-1982-47,Italy vs Brazil,1982-07-05,second group stage,Group 3,R-223,Klein,Abraham,Israel,CF-6,Union of European Football Associations,UEFA
356,WC-1982,1982 FIFA Men's World Cup,M-1982-48,Spain vs England,1982-07-05,second group stage,Group 2,R-348,Ponnet,Alexis,Belgium,CF-6,Union of European Football Associations,UEFA
357,WC-1982,1982 FIFA Men's World Cup,M-1982-49,Poland vs Italy,1982-07-08,semi-finals,not applicable,R-081,Cardellino,Juan Daniel,Uruguay,CF-4,South American Football Confederation,CONMEBOL
358,WC-1982,1982 FIFA Men's World Cup,M-1982-50,West Germany vs France,1982-07-08,semi-finals,not applicable,R-103,Corver,Charles,Netherlands,CF-6,Union of European Football Associations,UEFA
359,WC-1982,1982 FIFA Men's World Cup,M-1982-51,Poland vs France,1982-07-10,third-place match,not applicable,R-166,Garrido,António,Portugal,CF-6,Union of European Football Associations,UEFA
360,WC-1982,1982 FIFA Men's World Cup,M-1982-52,Italy vs West Germany,1982-07-11,final,not applicable,R-097,Coelho,Arnaldo Cézar,Brazil,CF-4,South American Football Confederation,CONMEBOL
361,WC-1986,1986 FIFA Men's World Cup,M-1986-01,Bulgaria vs Italy,1986-05-31,group stage,Group A,R-154,Fredriksson,Erik,Sweden,CF-6,Union of European Football Associations,UEFA
362,WC-1986,1986 FIFA Men's World Cup,M-1986-02,Spain vs Brazil,1986-06-01,group stage,Group D,R-040,Bambridge,Chris,Australia,CF-1,Asian Football Confederation,AFC
363,WC-1986,1986 FIFA Men's World Cup,M-1986-03,Canada vs France,1986-06-01,group stage,Group C,R-406,Silva,Hernán,Chile,CF-4,South American Football Confederation,CONMEBOL
364,WC-1986,1986 FIFA Men's World Cup,M-1986-04,Argentina vs South Korea,1986-06-02,group stage,Group A,R-388,Sánchez Arminio,Victoriano,Spain,CF-6,Union of European Football Associations,UEFA
365,WC-1986,1986 FIFA Men's World Cup,M-1986-05,Soviet Union vs Hungary,1986-06-02,group stage,Group C,R-006,Agnolin,Luigi,Italy,CF-6,Union of European Football Associations,UEFA
366,WC-1986,1986 FIFA Men's World Cup,M-1986-06,Morocco vs Poland,1986-06-02,group stage,Group F,R-278,Martínez Bazán,José Luis,Uruguay,CF-4,South American Football Confederation,CONMEBOL
367,WC-1986,1986 FIFA Men's World Cup,M-1986-07,Belgium vs Mexico,1986-06-03,group stage,Group B,R-145,Espósito,Carlos,Argentina,CF-4,South American Football Confederation,CONMEBOL
368,WC-1986,1986 FIFA Men's World Cup,M-1986-08,Algeria vs Northern Ireland,1986-06-03,group stage,Group D,R-074,Butenko,Valeri,Soviet Union,CF-6,Union of European Football Associations,UEFA
369,WC-1986,1986 FIFA Men's World Cup,M-1986-09,Portugal vs England,1986-06-03,group stage,Group F,R-382,Roth,Volker,West Germany,CF-6,Union of European Football Associations,UEFA
370,WC-1986,1986 FIFA Men's World Cup,M-1986-10,Paraguay vs Iraq,1986-06-04,group stage,Group B,R-345,Picon-Ackong,Edwin,Mauritius,CF-2,Confederation of African Football,CAF
371,WC-1986,1986 FIFA Men's World Cup,M-1986-11,Uruguay vs West Germany,1986-06-04,group stage,Group E,R-092,Christov,Vojtěch,Czechoslovakia,CF-6,Union of European Football Associations,UEFA
372,WC-1986,1986 FIFA Men's World Cup,M-1986-12,Scotland vs Denmark,1986-06-04,group stage,Group E,R-313,Németh,Lajos,Hungary,CF-6,Union of European Football Associations,UEFA
373,WC-1986,1986 FIFA Men's World Cup,M-1986-13,Italy vs Argentina,1986-06-05,group stage,Group A,R-220,Keizer,Jan,Netherlands,CF-6,Union of European Football Associations,UEFA
374,WC-1986,1986 FIFA Men's World Cup,M-1986-14,France vs Soviet Union,1986-06-05,group stage,Group C,R-027,Arppi Filho,Romualdo,Brazil,CF-4,South American Football Confederation,CONMEBOL
375,WC-1986,1986 FIFA Men's World Cup,M-1986-15,South Korea vs Bulgaria,1986-06-05,group stage,Group A,R-014,Al-Shanar,Fallaj,Saudi Arabia,CF-1,Asian Football Confederation,AFC
376,WC-1986,1986 FIFA Men's World Cup,M-1986-16,Hungary vs Canada,1986-06-06,group stage,Group C,R-015,Al-Sharif,Jamal,Syria,CF-1,Asian Football Confederation,AFC
377,WC-1986,1986 FIFA Men's World Cup,M-1986-17,Brazil vs Algeria,1986-06-06,group stage,Group D,R-295,Méndez,Rómulo,Guatemala,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
378,WC-1986,1986 FIFA Men's World Cup,M-1986-18,England vs Morocco,1986-06-06,group stage,Group F,R-176,González,Gabriel,Paraguay,CF-4,South American Football Confederation,CONMEBOL
379,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,1986-06-07,group stage,Group B,R-105,Courtney,George,England,CF-6,Union of European Football Associations,UEFA
380,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,1986-06-07,group stage,Group D,R-069,Brummeier,Horst,Austria,CF-6,Union of European Football Associations,UEFA
381,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,1986-06-07,group stage,Group F,R-055,Bin Nasser,Ali,Tunisia,CF-2,Confederation of African Football,CAF
382,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,1986-06-08,group stage,Group B,R-122,Díaz,Jesús,Colombia,CF-4,South American Football Confederation,CONMEBOL
383,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,1986-06-08,group stage,Group E,R-198,Igna,Ioan,Romania,CF-6,Union of European Football Associations,UEFA
384,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,1986-06-08,group stage,Group E,R-272,Márquez Ramírez,Antonio,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
385,WC-1986,1986 FIFA Men's World Cup,M-1986-25,Hungary vs France,1986-06-09,group stage,Group C,R-407,Silva Valente,Carlos,Portugal,CF-6,Union of European Football Associations,UEFA
386,WC-1986,1986 FIFA Men's World Cup,M-1986-26,Soviet Union vs Canada,1986-06-09,group stage,Group C,R-439,Traoré,Idrissa,Mali,CF-2,Confederation of African Football,CAF
387,WC-1986,1986 FIFA Men's World Cup,M-1986-27,Argentina vs Bulgaria,1986-06-10,group stage,Group A,R-442,Ulloa Morera,Berny,Costa Rica,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
388,WC-1986,1986 FIFA Men's World Cup,M-1986-28,South Korea vs Italy,1986-06-10,group stage,Group A,R-415,Socha,David,United States,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
389,WC-1986,1986 FIFA Men's World Cup,M-1986-29,Iraq vs Mexico,1986-06-11,group stage,Group B,R-343,Petrović,Zoran,Yugoslavia,CF-6,Union of European Football Associations,UEFA
390,WC-1986,1986 FIFA Men's World Cup,M-1986-30,Paraguay vs Belgium,1986-06-11,group stage,Group B,R-129,Dotchev,Bogdan,Bulgaria,CF-6,Union of European Football Associations,UEFA
391,WC-1986,1986 FIFA Men's World Cup,M-1986-31,England vs Poland,1986-06-11,group stage,Group F,R-110,Daina,André,Switzerland,CF-6,Union of European Football Associations,UEFA
392,WC-1986,1986 FIFA Men's World Cup,M-1986-32,Portugal vs Morocco,1986-06-11,group stage,Group F,R-414,Snoddy,Alan,Northern Ireland,CF-6,Union of European Football Associations,UEFA
393,WC-1986,1986 FIFA Men's World Cup,M-1986-33,Algeria vs Spain,1986-06-12,group stage,Group D,R-426,Takada,Shizuo,Japan,CF-1,Asian Football Confederation,AFC
394,WC-1986,1986 FIFA Men's World Cup,M-1986-34,Northern Ireland vs Brazil,1986-06-12,group stage,Group D,R-222,Kirschen,Siegfried,East Germany,CF-6,Union of European Football Associations,UEFA
395,WC-1986,1986 FIFA Men's World Cup,M-1986-35,Denmark vs West Germany,1986-06-13,group stage,Group E,R-348,Ponnet,Alexis,Belgium,CF-6,Union of European Football Associations,UEFA
396,WC-1986,1986 FIFA Men's World Cup,M-1986-36,Scotland vs Uruguay,1986-06-13,group stage,Group E,R-357,Quiniou,Joël,France,CF-6,Union of European Football Associations,UEFA
397,WC-1986,1986 FIFA Men's World Cup,M-1986-37,Mexico vs Bulgaria,1986-06-15,round of 16,not applicable,R-027,Arppi Filho,Romualdo,Brazil,CF-4,South American Football Confederation,CONMEBOL
398,WC-1986,1986 FIFA Men's World Cup,M-1986-38,Soviet Union vs Belgium,1986-06-15,round of 16,not applicable,R-154,Fredriksson,Erik,Sweden,CF-6,Union of European Football Associations,UEFA
399,WC-1986,1986 FIFA Men's World Cup,M-1986-39,Brazil vs Poland,1986-06-16,round of 16,not applicable,R-382,Roth,Volker,West Germany,CF-6,Union of European Football Associations,UEFA
400,WC-1986,1986 FIFA Men's World Cup,M-1986-40,Argentina vs Uruguay,1986-06-16,round of 16,not applicable,R-006,Agnolin,Luigi,Italy,CF-6,Union of European Football Associations,UEFA
401,WC-1986,1986 FIFA Men's World Cup,M-1986-41,Italy vs France,1986-06-17,round of 16,not applicable,R-145,Espósito,Carlos,Argentina,CF-4,South American Football Confederation,CONMEBOL
402,WC-1986,1986 FIFA Men's World Cup,M-1986-42,Morocco vs West Germany,1986-06-17,round of 16,not applicable,R-343,Petrović,Zoran,Yugoslavia,CF-6,Union of European Football Associations,UEFA
403,WC-1986,1986 FIFA Men's World Cup,M-1986-43,England vs Paraguay,1986-06-18,round of 16,not applicable,R-015,Al-Sharif,Jamal,Syria,CF-1,Asian Football Confederation,AFC
404,WC-1986,1986 FIFA Men's World Cup,M-1986-44,Denmark vs Spain,1986-06-18,round of 16,not applicable,R-220,Keizer,Jan,Netherlands,CF-6,Union of European Football Associations,UEFA
405,WC-1986,1986 FIFA Men's World Cup,M-1986-45,Brazil vs France,1986-06-21,quarter-finals,not applicable,R-198,Igna,Ioan,Romania,CF-6,Union of European Football Associations,UEFA
406,WC-1986,1986 FIFA Men's World Cup,M-1986-46,West Germany vs Mexico,1986-06-21,quarter-finals,not applicable,R-122,Díaz,Jesús,Colombia,CF-4,South American Football Confederation,CONMEBOL
407,WC-1986,1986 FIFA Men's World Cup,M-1986-47,Argentina vs England,1986-06-22,quarter-finals,not applicable,R-055,Bin Nasser,Ali,Tunisia,CF-2,Confederation of African Football,CAF
408,WC-1986,1986 FIFA Men's World Cup,M-1986-48,Spain vs Belgium,1986-06-22,quarter-finals,not applicable,R-222,Kirschen,Siegfried,East Germany,CF-6,Union of European Football Associations,UEFA
409,WC-1986,1986 FIFA Men's World Cup,M-1986-49,France vs West Germany,1986-06-25,semi-finals,not applicable,R-006,Agnolin,Luigi,Italy,CF-6,Union of European Football Associations,UEFA
410,WC-1986,1986 FIFA Men's World Cup,M-1986-50,Argentina vs Belgium,1986-06-25,semi-finals,not applicable,R-272,Márquez Ramírez,Antonio,Mexico,CF-3,"Confederation of North, Central American and Caribbean Association Football",CONCACAF
411,WC-1986,1986 FIFA Men's World Cup,M-1986-51,Belgium vs France,1986-06-28,third-place match,not applicable,R-105,Courtney,George,England,CF-6,Union of European Football Associations,UEFA
412,WC-1986,1986 FIFA Men's World Cup,M-1986-52,Argentina vs West Germany,1986-06-29,final,not applicable,R-027,Arppi Filho,Romualdo,Brazil,CF-4,South American Football Confederation,CONMEBOL
