key_id,booking_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,player_id,family_name,given_name,shirt_number,minute_label,minute_regulation,minute_stoppage,match_period,yellow_card,red_card,second_yellow_card,sending_off
277,B-0277,WC-1982,1982 FIFA World Cup,M-1982-46,Soviet Union v Poland,1982-07-04,second group stage,Group 1,T-70,Soviet Union,SUN,1,0,P-02737,Borovsky,Sergei,14,87',87,0,second half,1,0,0,0
278,B-0278,WC-1982,1982 FIFA World Cup,M-1982-46,Soviet Union v Poland,1982-07-04,second group stage,Group 1,T-55,Poland,POL,0,1,P-06421,Boniek,Zbigniew,20,88',88,0,second half,1,0,0,0
279,B-0279,WC-1982,1982 FIFA World Cup,M-1982-46,Soviet Union v Poland,1982-07-04,second group stage,Group 1,T-70,Soviet Union,SUN,1,0,P-05532,Baltacha,Sergei,5,90',90,0,second half,1,0,0,0
280,B-0280,WC-1982,1982 FIFA World Cup,M-1982-47,Italy v Brazil,1982-07-05,second group stage,Group 3,T-39,Italy,ITA,1,0,P-03664,Gentile,Claudio,6,13',13,0,first half,1,0,0,0
281,B-0281,WC-1982,1982 FIFA World Cup,M-1982-47,Italy v Brazil,1982-07-05,second group stage,Group 3,T-39,Italy,ITA,1,0,P-02137,Oriali,Gabriele,13,78',78,0,second half,1,0,0,0
282,B-0282,WC-1982,1982 FIFA World Cup,M-1982-48,Spain v England,1982-07-05,second group stage,Group 2,T-27,England,ENG,0,1,P-06162,Wilkins,Ray,19,15',15,0,first half,1,0,0,0
283,B-0283,WC-1982,1982 FIFA World Cup,M-1982-49,Poland v Italy,1982-07-08,semi-finals,not applicable,T-55,Poland,POL,1,0,P-09319,Majewski,Stefan,10,43',43,0,first half,1,0,0,0
284,B-0284,WC-1982,1982 FIFA World Cup,M-1982-49,Poland v Italy,1982-07-08,semi-finals,not applicable,T-55,Poland,POL,1,0,P-09931,Żmuda,Władysław,9,51',51,0,second half,1,0,0,0
285,B-0285,WC-1982,1982 FIFA World Cup,M-1982-49,Poland v Italy,1982-07-08,semi-finals,not applicable,T-55,Poland,POL,1,0,P-05856,Smolarek,Włodzimierz,11,57',57,0,second half,1,0,0,0
286,B-0286,WC-1982,1982 FIFA World Cup,M-1982-49,Poland v Italy,1982-07-08,semi-finals,not applicable,T-39,Italy,ITA,0,1,P-07960,Collovati,Fulvio,5,57',57,0,second half,1,0,0,0
287,B-0287,WC-1982,1982 FIFA World Cup,M-1982-50,West Germany v France,1982-07-08,semi-finals,not applicable,T-28,France,FRA,0,1,P-02905,Giresse,Alain,12,35',35,0,first half,1,0,0,0
288,B-0288,WC-1982,1982 FIFA World Cup,M-1982-50,West Germany v France,1982-07-08,semi-finals,not applicable,T-28,France,FRA,0,1,P-09731,Genghini,Bernard,9,40',40,0,first half,1,0,0,0
289,B-0289,WC-1982,1982 FIFA World Cup,M-1982-50,West Germany v France,1982-07-08,semi-finals,not applicable,T-83,West Germany,DEU,1,0,P-04929,Förster,Bernd,5,46',46,0,second half,1,0,0,0
290,B-0290,WC-1982,1982 FIFA World Cup,M-1982-51,Poland v France,1982-07-10,third-place match,not applicable,T-55,Poland,POL,1,0,P-01138,Buncol,Andrzej,13,62',62,0,second half,1,0,0,0
291,B-0291,WC-1982,1982 FIFA World Cup,M-1982-51,Poland v France,1982-07-10,third-place match,not applicable,T-55,Poland,POL,1,0,P-05105,Wójcicki,Roman,12,71',71,0,second half,1,0,0,0
292,B-0292,WC-1982,1982 FIFA World Cup,M-1982-51,Poland v France,1982-07-10,third-place match,not applicable,T-28,France,FRA,0,1,P-08659,Soler,Gérard,20,79',79,0,second half,1,0,0,0
293,B-0293,WC-1982,1982 FIFA World Cup,M-1982-52,Italy v West Germany,1982-07-11,final,not applicable,T-39,Italy,ITA,1,0,P-09887,Conti,Bruno,16,31',31,0,first half,1,0,0,0
294,B-0294,WC-1982,1982 FIFA World Cup,M-1982-52,Italy v West Germany,1982-07-11,final,not applicable,T-83,West Germany,DEU,0,1,P-03289,Dremmler,Wolfgang,6,61',61,0,second half,1,0,0,0
295,B-0295,WC-1982,1982 FIFA World Cup,M-1982-52,Italy v West Germany,1982-07-11,final,not applicable,T-39,Italy,ITA,1,0,P-02137,Oriali,Gabriele,13,73',73,0,second half,1,0,0,0
296,B-0296,WC-1982,1982 FIFA World Cup,M-1982-52,Italy v West Germany,1982-07-11,final,not applicable,T-83,West Germany,DEU,0,1,P-07440,Stielike,Uli,15,73',73,0,second half,1,0,0,0
297,B-0297,WC-1982,1982 FIFA World Cup,M-1982-52,Italy v West Germany,1982-07-11,final,not applicable,T-83,West Germany,DEU,0,1,P-07890,Littbarski,Pierre,7,88',88,0,second half,1,0,0,0
298,B-0298,WC-1986,1986 FIFA World Cup,M-1986-01,Bulgaria v Italy,1986-05-31,group stage,Group A,T-39,Italy,ITA,0,1,P-02782,Bergomi,Giuseppe,2,48',48,0,second half,1,0,0,0
299,B-0299,WC-1986,1986 FIFA World Cup,M-1986-01,Bulgaria v Italy,1986-05-31,group stage,Group A,T-10,Bulgaria,BGR,1,0,P-02309,Markov,Aleksandar,13,51',51,0,second half,1,0,0,0
300,B-0300,WC-1986,1986 FIFA World Cup,M-1986-01,Bulgaria v Italy,1986-05-31,group stage,Group A,T-39,Italy,ITA,0,1,P-06485,Cabrini,Antonio,3,64',64,0,second half,1,0,0,0
301,B-0301,WC-1986,1986 FIFA World Cup,M-1986-02,Spain v Brazil,1986-06-01,group stage,Group D,T-71,Spain,ESP,1,0,P-08255,Alberto,Julio,11,4',4,0,first half,1,0,0,0
302,B-0302,WC-1986,1986 FIFA World Cup,M-1986-02,Spain v Brazil,1986-06-01,group stage,Group D,T-09,Brazil,BRA,0,1,P-09611,Branco,not applicable,17,82',82,0,second half,1,0,0,0
303,B-0303,WC-1986,1986 FIFA World Cup,M-1986-04,Argentina v South Korea,1986-06-02,group stage,Group A,T-69,South Korea,KOR,0,1,P-00466,Huh,Jung-moo,17,44',44,0,first half,1,0,0,0
304,B-0304,WC-1986,1986 FIFA World Cup,M-1986-04,Argentina v South Korea,1986-06-02,group stage,Group A,T-69,South Korea,KOR,0,1,P-00109,Park,Chang-sun,10,50',50,0,second half,1,0,0,0
305,B-0305,WC-1986,1986 FIFA World Cup,M-1986-06,Morocco v Poland,1986-06-02,group stage,Group F,T-45,Morocco,MAR,1,0,P-09019,Timoumi,Mohamed,10,33',33,0,first half,1,0,0,0
306,B-0306,WC-1986,1986 FIFA World Cup,M-1986-07,Belgium v Mexico,1986-06-03,group stage,Group B,T-44,Mexico,MEX,0,1,P-08939,Sánchez,Hugo,9,23',23,0,first half,1,0,0,0
307,B-0307,WC-1986,1986 FIFA World Cup,M-1986-07,Belgium v Mexico,1986-06-03,group stage,Group B,T-06,Belgium,BEL,1,0,P-09901,Van der Elst,Franky,3,56',56,0,second half,1,0,0,0
308,B-0308,WC-1986,1986 FIFA World Cup,M-1986-07,Belgium v Mexico,1986-06-03,group stage,Group B,T-44,Mexico,MEX,0,1,P-05109,Muñoz,Carlos,16,83',83,0,second half,1,0,0,0
309,B-0309,WC-1986,1986 FIFA World Cup,M-1986-08,Algeria v Northern Ireland,1986-06-03,group stage,Group D,T-01,Algeria,DZA,1,0,P-02768,Mansouri,Faouzi,16,36',36,0,first half,1,0,0,0
310,B-0310,WC-1986,1986 FIFA World Cup,M-1986-08,Algeria v Northern Ireland,1986-06-03,group stage,Group D,T-50,Northern Ireland,NIR,0,1,P-03010,Worthington,Nigel,15,58',58,0,second half,1,0,0,0
311,B-0311,WC-1986,1986 FIFA World Cup,M-1986-08,Algeria v Northern Ireland,1986-06-03,group stage,Group D,T-50,Northern Ireland,NIR,0,1,P-02965,McIlroy,Sammy,8,78',78,0,second half,1,0,0,0
312,B-0312,WC-1986,1986 FIFA World Cup,M-1986-08,Algeria v Northern Ireland,1986-06-03,group stage,Group D,T-50,Northern Ireland,NIR,0,1,P-08340,Whiteside,Norman,10,79',79,0,second half,1,0,0,0
313,B-0313,WC-1986,1986 FIFA World Cup,M-1986-09,Portugal v England,1986-06-03,group stage,Group F,T-27,England,ENG,0,1,P-08724,Fenwick,Terry,14,17',17,0,first half,1,0,0,0
314,B-0314,WC-1986,1986 FIFA World Cup,M-1986-09,Portugal v England,1986-06-03,group stage,Group F,T-27,England,ENG,0,1,P-01433,Butcher,Terry,6,78',78,0,second half,1,0,0,0
315,B-0315,WC-1986,1986 FIFA World Cup,M-1986-09,Portugal v England,1986-06-03,group stage,Group F,T-56,Portugal,PRT,1,0,P-03452,Pacheco,Jaime,7,88',88,0,second half,1,0,0,0
316,B-0316,WC-1986,1986 FIFA World Cup,M-1986-10,Paraguay v Iraq,1986-06-04,group stage,Group B,T-37,Iraq,IRQ,0,1,P-01995,Shaker,Samir,5,29',29,0,first half,1,0,0,0
317,B-0317,WC-1986,1986 FIFA World Cup,M-1986-10,Paraguay v Iraq,1986-06-04,group stage,Group B,T-53,Paraguay,PRY,1,0,P-09112,Schettina,Vladimiro,4,45',45,0,first half,1,0,0,0
318,B-0318,WC-1986,1986 FIFA World Cup,M-1986-11,Uruguay v West Germany,1986-06-04,group stage,Group E,T-81,Uruguay,URY,1,0,P-06828,Diogo,Víctor,4,28',28,0,first half,1,0,0,0
319,B-0319,WC-1986,1986 FIFA World Cup,M-1986-11,Uruguay v West Germany,1986-06-04,group stage,Group E,T-81,Uruguay,URY,1,0,P-07119,Saralegui,Mario,16,62',62,0,second half,1,0,0,0
320,B-0320,WC-1986,1986 FIFA World Cup,M-1986-12,Scotland v Denmark,1986-06-04,group stage,Group E,T-21,Denmark,DNK,0,1,P-01847,Berggreen,Klaus,9,84',84,0,second half,1,0,0,0
321,B-0321,WC-1986,1986 FIFA World Cup,M-1986-13,Italy v Argentina,1986-06-05,group stage,Group A,T-39,Italy,ITA,1,0,P-02782,Bergomi,Giuseppe,2,54',54,0,second half,1,0,0,0
322,B-0322,WC-1986,1986 FIFA World Cup,M-1986-13,Italy v Argentina,1986-06-05,group stage,Group A,T-03,Argentina,ARG,0,1,P-04235,Giusti,Ricardo,14,58',58,0,second half,1,0,0,0
323,B-0323,WC-1986,1986 FIFA World Cup,M-1986-13,Italy v Argentina,1986-06-05,group stage,Group A,T-03,Argentina,ARG,0,1,P-02844,Garré,Oscar,13,65',65,0,second half,1,0,0,0
324,B-0324,WC-1986,1986 FIFA World Cup,M-1986-14,France v Soviet Union,1986-06-05,group stage,Group C,T-70,Soviet Union,SUN,0,1,P-09895,Rats,Vasyl,21,30',30,0,first half,1,0,0,0
325,B-0325,WC-1986,1986 FIFA World Cup,M-1986-14,France v Soviet Union,1986-06-05,group stage,Group C,T-70,Soviet Union,SUN,0,1,P-06559,Belanov,Ihor,19,33',33,0,first half,1,0,0,0
326,B-0326,WC-1986,1986 FIFA World Cup,M-1986-14,France v Soviet Union,1986-06-05,group stage,Group C,T-28,France,FRA,1,0,P-00718,Fernández,Luis,9,40',40,0,first half,1,0,0,0
327,B-0327,WC-1986,1986 FIFA World Cup,M-1986-14,France v Soviet Union,1986-06-05,group stage,Group C,T-28,France,FRA,1,0,P-06010,Amoros,Manuel,2,43',43,0,first half,1,0,0,0
328,B-0328,WC-1986,1986 FIFA World Cup,M-1986-15,South Korea v Bulgaria,1986-06-05,group stage,Group A,T-69,South Korea,KOR,1,0,P-00087,Kim,Joo-sung,16,31',31,0,first half,1,0,0,0
329,B-0329,WC-1986,1986 FIFA World Cup,M-1986-15,South Korea v Bulgaria,1986-06-05,group stage,Group A,T-10,Bulgaria,BGR,0,1,P-07230,Gospodinov,Zhivko,10,49',49,0,second half,1,0,0,0
330,B-0330,WC-1986,1986 FIFA World Cup,M-1986-15,South Korea v Bulgaria,1986-06-05,group stage,Group A,T-69,South Korea,KOR,1,0,P-04501,Cho,Young-jeung,8,60',60,0,second half,1,0,0,0
331,B-0331,WC-1986,1986 FIFA World Cup,M-1986-16,Hungary v Canada,1986-06-06,group stage,Group C,T-12,Canada,CAN,0,1,P-07384,Sweeney,Mike,11,52',52,0,second half,1,0,0,0
332,B-0332,WC-1986,1986 FIFA World Cup,M-1986-16,Hungary v Canada,1986-06-06,group stage,Group C,T-12,Canada,CAN,0,1,P-04019,Lenarduzzi,Bob,2,83',83,0,second half,1,0,0,0
333,B-0333,WC-1986,1986 FIFA World Cup,M-1986-16,Hungary v Canada,1986-06-06,group stage,Group C,T-12,Canada,CAN,0,1,P-07384,Sweeney,Mike,11,85',85,0,second half,1,0,1,1
334,B-0334,WC-1986,1986 FIFA World Cup,M-1986-18,England v Morocco,1986-06-06,group stage,Group F,T-27,England,ENG,1,0,P-06162,Wilkins,Ray,8,40',40,0,first half,1,0,0,0
335,B-0335,WC-1986,1986 FIFA World Cup,M-1986-18,England v Morocco,1986-06-06,group stage,Group F,T-27,England,ENG,1,0,P-06162,Wilkins,Ray,8,42',42,0,first half,0,1,0,1
336,B-0336,WC-1986,1986 FIFA World Cup,M-1986-18,England v Morocco,1986-06-06,group stage,Group F,T-45,Morocco,MAR,0,1,P-04410,Khalifa,Labid,2,50',50,0,second half,1,0,0,0
337,B-0337,WC-1986,1986 FIFA World Cup,M-1986-18,England v Morocco,1986-06-06,group stage,Group F,T-27,England,ENG,1,0,P-04175,Hateley,Mark,9,69',69,0,second half,1,0,0,0
338,B-0338,WC-1986,1986 FIFA World Cup,M-1986-18,England v Morocco,1986-06-06,group stage,Group F,T-45,Morocco,MAR,0,1,P-07796,Khairi,Abderrazak,17,76',76,0,second half,1,0,0,0
339,B-0339,WC-1986,1986 FIFA World Cup,M-1986-19,Mexico v Paraguay,1986-06-07,group stage,Group B,T-53,Paraguay,PRY,0,1,P-08262,Mendoza,Alfredo,11,5',5,0,first half,1,0,0,0
340,B-0340,WC-1986,1986 FIFA World Cup,M-1986-19,Mexico v Paraguay,1986-06-07,group stage,Group B,T-44,Mexico,MEX,1,0,P-08019,Negrete,Manuel,22,26',26,0,first half,1,0,0,0
341,B-0341,WC-1986,1986 FIFA World Cup,M-1986-19,Mexico v Paraguay,1986-06-07,group stage,Group B,T-53,Paraguay,PRY,0,1,P-09112,Schettina,Vladimiro,4,30',30,0,first half,1,0,0,0
342,B-0342,WC-1986,1986 FIFA World Cup,M-1986-19,Mexico v Paraguay,1986-06-07,group stage,Group B,T-44,Mexico,MEX,1,0,P-08939,Sánchez,Hugo,9,75',75,0,second half,1,0,0,0
343,B-0343,WC-1986,1986 FIFA World Cup,M-1986-19,Mexico v Paraguay,1986-06-07,group stage,Group B,T-44,Mexico,MEX,1,0,P-09982,Trejo,Mario,2,80',80,0,second half,1,0,0,0
344,B-0344,WC-1986,1986 FIFA World Cup,M-1986-20,Northern Ireland v Spain,1986-06-07,group stage,Group D,T-71,Spain,ESP,0,1,P-08454,Víctor,not applicable,5,50',50,0,second half,1,0,0,0
345,B-0345,WC-1986,1986 FIFA World Cup,M-1986-20,Northern Ireland v Spain,1986-06-07,group stage,Group D,T-50,Northern Ireland,NIR,1,0,P-03858,Hamilton,Billy,19,85',85,0,second half,1,0,0,0
346,B-0346,WC-1986,1986 FIFA World Cup,M-1986-21,Poland v Portugal,1986-06-07,group stage,Group F,T-55,Poland,POL,1,0,P-05105,Wójcicki,Roman,5,46',46,0,second half,1,0,0,0
347,B-0347,WC-1986,1986 FIFA World Cup,M-1986-21,Poland v Portugal,1986-06-07,group stage,Group F,T-55,Poland,POL,1,0,P-06045,Dziekanowski,Dariusz,21,89',89,0,second half,1,0,0,0
348,B-0348,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-06,Belgium,BEL,0,1,P-09968,Claesen,Nico,16,16',16,0,first half,1,0,0,0
349,B-0349,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-03086,Hammoudi,Raad,1,20',20,0,first half,1,0,0,0
350,B-0350,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-08783,Shaker,Nadhim,4,29',29,0,first half,1,0,0,0
351,B-0351,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-04573,Mohammed,Haris,7,42',42,0,first half,1,0,0,0
352,B-0352,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-01995,Shaker,Samir,5,48',48,0,second half,1,0,0,0
353,B-0353,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-00329,Gorgis,Basil,14,52',52,0,second half,1,1,0,1
354,B-0354,WC-1986,1986 FIFA World Cup,M-1986-22,Iraq v Belgium,1986-06-08,group stage,Group B,T-37,Iraq,IRQ,1,0,P-01290,Hashim,Natiq,15,65',65,0,second half,1,0,0,0
355,B-0355,WC-1986,1986 FIFA World Cup,M-1986-23,West Germany v Scotland,1986-06-08,group stage,Group E,T-62,Scotland,SCO,0,1,P-06112,Archibald,Steve,17,30',30,0,first half,1,0,0,0
356,B-0356,WC-1986,1986 FIFA World Cup,M-1986-23,West Germany v Scotland,1986-06-08,group stage,Group E,T-62,Scotland,SCO,0,1,P-06735,Bannon,Eamonn,9,44',44,0,first half,1,0,0,0
357,B-0357,WC-1986,1986 FIFA World Cup,M-1986-23,West Germany v Scotland,1986-06-08,group stage,Group E,T-62,Scotland,SCO,0,1,P-07250,Malpas,Maurice,3,74',74,0,second half,1,0,0,0
358,B-0358,WC-1986,1986 FIFA World Cup,M-1986-24,Denmark v Uruguay,1986-06-08,group stage,Group E,T-21,Denmark,DNK,1,0,P-03831,Nielsen,Ivan,5,7',7,0,first half,1,0,0,0
359,B-0359,WC-1986,1986 FIFA World Cup,M-1986-24,Denmark v Uruguay,1986-06-08,group stage,Group E,T-81,Uruguay,URY,0,1,P-06539,Bossio,Miguel,5,13',13,0,first half,1,0,0,0
360,B-0360,WC-1986,1986 FIFA World Cup,M-1986-24,Denmark v Uruguay,1986-06-08,group stage,Group E,T-81,Uruguay,URY,0,1,P-06539,Bossio,Miguel,5,19',19,0,first half,1,0,1,1
361,B-0361,WC-1986,1986 FIFA World Cup,M-1986-24,Denmark v Uruguay,1986-06-08,group stage,Group E,T-81,Uruguay,URY,0,1,P-08870,da Silva,Jorge,9,35',35,0,first half,1,0,0,0
362,B-0362,WC-1986,1986 FIFA World Cup,M-1986-25,Hungary v France,1986-06-09,group stage,Group C,T-28,France,FRA,0,1,P-00840,Ayache,William,3,41',41,0,first half,1,0,0,0
363,B-0363,WC-1986,1986 FIFA World Cup,M-1986-25,Hungary v France,1986-06-09,group stage,Group C,T-28,France,FRA,0,1,P-06645,Rocheteau,Dominique,18,69',69,0,second half,1,0,0,0
364,B-0364,WC-1986,1986 FIFA World Cup,M-1986-27,Argentina v Bulgaria,1986-06-10,group stage,Group A,T-03,Argentina,ARG,1,0,P-00876,Cuciuffo,José Luis,9,25',25,0,first half,1,0,0,0
365,B-0365,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-69,South Korea,KOR,1,0,P-00087,Kim,Joo-sung,16,17',17,0,first half,1,0,0,0
366,B-0366,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-39,Italy,ITA,0,1,P-09563,Bagni,Salvatore,10,31',31,0,first half,1,0,0,0
367,B-0367,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-69,South Korea,KOR,1,0,P-09889,Park,Kyung-hoon,2,35',35,0,first half,1,0,0,0
368,B-0368,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-39,Italy,ITA,0,1,P-01452,Scirea,Gaetano,6,65',65,0,second half,1,0,0,0
369,B-0369,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-39,Italy,ITA,0,1,P-05992,Vierchowod,Pietro,8,70',70,0,second half,1,0,0,0
370,B-0370,WC-1986,1986 FIFA World Cup,M-1986-28,South Korea v Italy,1986-06-10,group stage,Group A,T-69,South Korea,KOR,1,0,P-04501,Cho,Young-jeung,8,71',71,0,second half,1,0,0,0
371,B-0371,WC-1986,1986 FIFA World Cup,M-1986-29,Iraq v Mexico,1986-06-11,group stage,Group B,T-37,Iraq,IRQ,1,0,P-08192,Saddam,Karim,9,30',30,0,first half,1,0,0,0
372,B-0372,WC-1986,1986 FIFA World Cup,M-1986-29,Iraq v Mexico,1986-06-11,group stage,Group B,T-37,Iraq,IRQ,1,0,P-08414,Allawi,Khalil,3,73',73,0,second half,1,0,0,0
373,B-0373,WC-1986,1986 FIFA World Cup,M-1986-30,Paraguay v Belgium,1986-06-11,group stage,Group B,T-53,Paraguay,PRY,1,0,P-03852,Romero,Julio César,8,55',55,0,second half,1,0,0,0
374,B-0374,WC-1986,1986 FIFA World Cup,M-1986-30,Paraguay v Belgium,1986-06-11,group stage,Group B,T-06,Belgium,BEL,0,1,P-05244,Ceulemans,Jan,11,55',55,0,second half,1,0,0,0
375,B-0375,WC-1986,1986 FIFA World Cup,M-1986-31,England v Poland,1986-06-11,group stage,Group F,T-27,England,ENG,1,0,P-08724,Fenwick,Terry,14,52',52,0,second half,1,0,0,0
376,B-0376,WC-1986,1986 FIFA World Cup,M-1986-32,Portugal v Morocco,1986-06-11,group stage,Group F,T-56,Portugal,PRT,1,0,P-05420,Gomes,Fernando,9,64',64,0,second half,1,0,0,0
377,B-0377,WC-1986,1986 FIFA World Cup,M-1986-33,Algeria v Spain,1986-06-12,group stage,Group D,T-01,Algeria,DZA,1,0,P-03586,Madjer,Rabah,11,33',33,0,first half,1,0,0,0
378,B-0378,WC-1986,1986 FIFA World Cup,M-1986-33,Algeria v Spain,1986-06-12,group stage,Group D,T-71,Spain,ESP,0,1,P-06148,Goikoetxea,Andoni,8,89',89,0,second half,1,0,0,0
379,B-0379,WC-1986,1986 FIFA World Cup,M-1986-34,Northern Ireland v Brazil,1986-06-12,group stage,Group D,T-50,Northern Ireland,NIR,1,0,P-03449,Donaghy,Mal,3,12',12,0,first half,1,0,0,0
380,B-0380,WC-1986,1986 FIFA World Cup,M-1986-35,Denmark v West Germany,1986-06-13,group stage,Group E,T-21,Denmark,DNK,1,0,P-06118,Arnesen,Frank,15,36',36,0,first half,1,0,0,0
381,B-0381,WC-1986,1986 FIFA World Cup,M-1986-35,Denmark v West Germany,1986-06-13,group stage,Group E,T-83,West Germany,DEU,0,1,P-08111,Eder,Norbert,6,48',48,0,second half,1,0,0,0
382,B-0382,WC-1986,1986 FIFA World Cup,M-1986-35,Denmark v West Germany,1986-06-13,group stage,Group E,T-83,West Germany,DEU,0,1,P-02293,Jakobs,Ditmar,17,51',51,0,second half,1,0,0,0
383,B-0383,WC-1986,1986 FIFA World Cup,M-1986-35,Denmark v West Germany,1986-06-13,group stage,Group E,T-21,Denmark,DNK,1,0,P-06118,Arnesen,Frank,15,88',88,0,second half,1,0,1,1
384,B-0384,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-81,Uruguay,URY,0,1,P-00797,Batista,José,6,1',1,0,first half,0,1,0,1
385,B-0385,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-81,Uruguay,URY,0,1,P-02902,Cabrera,Wilmar,21,32',32,0,first half,1,0,0,0
386,B-0386,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-62,Scotland,SCO,1,0,P-02876,Narey,David,14,48',48,0,second half,1,0,0,0
387,B-0387,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-62,Scotland,SCO,1,0,P-09344,Nicol,Steve,13,62',62,0,second half,1,0,0,0
388,B-0388,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-81,Uruguay,URY,0,1,P-06828,Diogo,Víctor,4,72',72,0,second half,1,0,0,0
389,B-0389,WC-1986,1986 FIFA World Cup,M-1986-36,Scotland v Uruguay,1986-06-13,group stage,Group E,T-81,Uruguay,URY,0,1,P-01434,Álvez,Fernando,12,87',87,0,second half,1,0,0,0
390,B-0390,WC-1986,1986 FIFA World Cup,M-1986-37,Mexico v Bulgaria,1986-06-15,round of 16,not applicable,T-10,Bulgaria,BGR,0,1,P-09662,Arabov,Nikolay,3,58',58,0,second half,1,0,0,0
391,B-0391,WC-1986,1986 FIFA World Cup,M-1986-38,Soviet Union v Belgium,1986-06-15,round of 16,not applicable,T-06,Belgium,BEL,0,1,P-06130,Renquin,Michel,5,65',65,0,second half,1,0,0,0
392,B-0392,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,1986-06-16,round of 16,not applicable,T-55,Poland,POL,0,1,P-06045,Dziekanowski,Dariusz,21,13',13,0,first half,1,0,0,0
393,B-0393,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,1986-06-16,round of 16,not applicable,T-55,Poland,POL,0,1,P-06421,Boniek,Zbigniew,20,30',30,0,first half,1,0,0,0
394,B-0394,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,1986-06-16,round of 16,not applicable,T-55,Poland,POL,0,1,P-05856,Smolarek,Włodzimierz,11,32',32,0,first half,1,0,0,0
395,B-0395,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,1986-06-16,round of 16,not applicable,T-09,Brazil,BRA,1,0,P-01894,Careca,not applicable,9,36',36,0,first half,1,0,0,0
396,B-0396,WC-1986,1986 FIFA World Cup,M-1986-39,Brazil v Poland,1986-06-16,round of 16,not applicable,T-09,Brazil,BRA,1,0,P-00505,Edinho,not applicable,4,83',83,0,second half,1,0,0,0
397,B-0397,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-03,Argentina,ARG,1,0,P-02844,Garré,Oscar,13,30',30,0,first half,1,0,0,0
398,B-0398,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-81,Uruguay,URY,0,1,P-00294,Francescoli,Enzo,10,35',35,0,first half,1,0,0,0
399,B-0399,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-03,Argentina,ARG,1,0,P-00625,Brown,José Luis,5,49',49,0,second half,1,0,0,0
400,B-0400,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-81,Uruguay,URY,0,1,P-08731,Acevedo,Eduardo Mario,3,58',58,0,second half,1,0,0,0
401,B-0401,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-81,Uruguay,URY,0,1,P-06003,Santín,Sergio,11,68',68,0,second half,1,0,0,0
402,B-0402,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-03,Argentina,ARG,1,0,P-00289,Pumpido,Nery,18,83',83,0,second half,1,0,0,0
403,B-0403,WC-1986,1986 FIFA World Cup,M-1986-40,Argentina v Uruguay,1986-06-16,round of 16,not applicable,T-81,Uruguay,URY,0,1,P-08870,da Silva,Jorge,9,85',85,0,second half,1,0,0,0
