key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
1076,P-53824,Bertelsen,Jens Jørn,1952-02-15,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Jens_J%C3%B8rn_Bertelsen
1077,P-59388,Berthold,Thomas,1964-11-12,0,0,1,0,0,3,"1986, 1990, 1994",https://en.wikipedia.org/wiki/Thomas_Berthold
1078,P-67585,Berti,Nicola,1967-04-14,0,0,0,1,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Nicola_Berti
1079,P-70099,Berti,Sergio,1969-09-17,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Sergio_Berti
1080,P-72033,Bertini,Mario,1944-01-07,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Mario_Bertini
1081,P-60679,Bertolini,Luigi,1904-09-13,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Luigi_Bertolini
1082,P-61157,Bertoni,Daniel,1955-03-14,0,0,0,0,1,2,"1978, 1982",https://en.wikipedia.org/wiki/Daniel_Bertoni
1083,P-62660,Bertoni,Sergio,1915-09-23,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Sergio_Bertoni
1084,P-85046,Bertos,Leo,1981-12-20,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Leo_Bertos
1085,P-32988,Bertrand-Demanes,Jean-Paul,1952-05-23,0,1,0,0,0,1,1978,https://en.wikipedia.org/wiki/Jean-Paul_Bertrand-Demanes
1086,P-76498,Beschastnykh,Vladimir,1974-04-01,0,0,0,0,1,2,"1994, 2002",https://en.wikipedia.org/wiki/Vladimir_Beschastnykh
1087,P-74144,Bešić,Muhamed,1992-09-10,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Muhamed_Be%C5%A1i%C4%87
1088,P-95009,Besler,Matt,1987-02-11,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Matt_Besler
1089,P-93882,Betancort,Antonio,1938-03-13,0,1,0,0,0,1,1966,https://en.wikipedia.org/wiki/Antonio_Betancort
1090,P-84123,Betancourt,Armando,1957-10-10,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Porfirio_Armando_Betancourt
1091,P-37140,Beto,not applicable,1976-05-03,0,0,1,0,0,1,2002,"https://en.wikipedia.org/wiki/Beto_(footballer,_born_May_1976)"
1092,P-27059,Beto,not applicable,1982-05-01,0,1,0,0,0,3,"2010, 2014, 2018","https://en.wikipedia.org/wiki/Beto_(footballer,_born_1982)"
1093,P-06149,Betschart,Sandra,1989-03-30,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Sandra_Betschart
1094,P-78666,Bett,Jim,1959-11-25,0,0,0,1,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Jim_Bett
1095,P-57787,Bettega,Roberto,1950-12-27,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Roberto_Bettega
1096,P-47589,Beurlet,Jacques,1944-12-21,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Jacques_Beurlet
1097,P-35489,Beye,Habib,1977-10-19,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Habib_Beye
1098,P-64968,Bezsonov,Volodymyr,1958-03-05,0,0,1,1,0,3,"1982, 1986, 1990",https://en.wikipedia.org/wiki/Volodymyr_Bezsonov
1099,P-81118,Bi,Xiaolin,1989-09-18,1,1,0,0,0,1,2019,https://en.wikipedia.org/wiki/Bi_Xiaolin
1100,P-44137,Bi,Yan,1984-02-17,1,0,0,1,0,2,"2003, 2007",https://en.wikipedia.org/wiki/Bi_Yan
1101,P-40292,Białkowski,Bartosz,1987-07-06,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Bartosz_Bia%C5%82kowski
1102,P-85283,Biavati,Amedeo,1915-04-04,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Amedeo_Biavati
1103,P-27495,Bibard,Michel,1958-11-30,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Michel_Bibard
1104,P-66286,Bičakčić,Ermin,1990-01-24,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Ermin_Bi%C4%8Dak%C4%8Di%C4%87
1105,P-51668,Bican,Josef,1913-09-25,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Josef_Bican
1106,P-50918,Bickel,Alfred,1918-05-02,0,0,0,0,1,2,"1938, 1950",https://en.wikipedia.org/wiki/Alfred_Bickel
1107,P-10499,Bickel,Thomas,1963-10-06,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Thomas_Bickel
1108,P-95371,Bičovský,Přemysl,1950-08-18,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/P%C5%99emysl_Bi%C4%8Dovsk%C3%BD
1109,P-03975,Bidane,Abdellah,1965-09-10,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Abdellah_Bidane
1110,P-39411,Bieganski,Guillaume,1932-11-03,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Guillaume_Bieganski
1111,P-20237,Bielik,Július,1962-03-08,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/J%C3%BAlius_Bielik
1112,P-14593,Bielik,Krystian,1998-01-04,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Krystian_Bielik
1113,P-84534,Bierhoff,Oliver,1968-05-01,0,0,0,0,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Oliver_Bierhoff
1114,P-10374,Biesinger,Ulrich,1933-08-06,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Ulrich_Biesinger
1115,P-60020,Bigler,Heinz,1925-12-21,0,0,0,1,0,1,1954,"https://en.wikipedia.org/wiki/Heinz_Bigler_(footballer,_born_1925)"
1116,P-38647,Biglia,Lucas,1986-01-30,0,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Lucas_Biglia
1117,P-22051,Bigode,not applicable,1922-04-04,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Bigode
1118,P-33323,Bigorra,Vladimir,1954-08-09,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Vladimir_Bigorra
1119,P-15282,Bijlow,Justin,1998-01-22,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Justin_Bijlow
1120,P-71185,Bilbault,Charlotte,1990-06-05,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Charlotte_Bilbault
1121,P-08239,Bílek,Michal,1965-04-13,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Michal_B%C3%ADlek
1122,P-85355,Bilić,Slaven,1968-09-11,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Slaven_Bili%C4%87
1123,P-28958,Bindea,Silviu,1912-10-24,0,0,0,0,1,2,"1934, 1938",https://en.wikipedia.org/wiki/Silviu_Bindea
1124,P-10018,Bindl,Roswitha,1965-01-14,1,0,0,1,0,1,1991,https://en.wikipedia.org/wiki/Roswitha_Bindl
1125,P-59575,Bindon,Jenny,1973-02-25,1,1,0,0,0,2,"2007, 2011",https://en.wikipedia.org/wiki/Jenny_Bindon
1126,P-12780,Bingham,Billy,1931-08-05,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Billy_Bingham
1127,P-95817,Binning,Jimmy,1927-07-25,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Jimmy_Binning
1128,P-70869,Biosca,Antonio,1948-12-08,0,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Antonio_Biosca
1129,P-05918,Birchall,Chris,1984-05-05,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Chris_Birchall
1130,P-01726,Bíró,Mihály,1914-07-20,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Mih%C3%A1ly_B%C3%ADr%C3%B3
1131,P-81185,Bíró,Sándor,1911-08-19,0,0,1,0,0,2,"1934, 1938",https://en.wikipedia.org/wiki/S%C3%A1ndor_B%C3%ADr%C3%B3
1132,P-20008,Birsa,Valter,1986-08-07,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Valter_Birsa
1133,P-64960,Bishkar,Majid,1956-08-06,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Majid_Bishkar
1134,P-66554,Bismarck,not applicable,1969-09-11,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Bismarck_Barreto_Faria
1135,P-73591,Bito,Dyanne,1981-08-10,1,0,1,0,0,1,2015,https://en.wikipedia.org/wiki/Dyanne_Bito
1136,P-80622,Bivens,Kylie,1978-10-24,1,0,1,0,0,1,2003,https://en.wikipedia.org/wiki/Kylie_Bivens
1137,P-27801,Biyana,Kholosa,1994-04-16,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Kholosa_Biyana
1138,P-87205,Bizera,Joe,1980-05-17,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Joe_Bizera
1139,P-64427,Bizzozero,Renato,1912-09-07,0,1,0,0,0,2,"1934, 1938",https://en.wikipedia.org/wiki/Renato_Bizzozero
1140,P-75265,Bjånesøy,Melissa,1992-04-18,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Melissa_Bj%C3%A5nes%C3%B8y
1141,P-90675,Bjarnason,Birkir,1988-05-27,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Birkir_Bjarnason
1142,P-81922,Bjerregaard,Helle,1968-06-21,1,1,0,0,0,2,"1991, 1995",https://en.wikipedia.org/wiki/Helle_Bjerregaard
1143,P-39860,Björklund,Joachim,1971-03-15,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Joachim_Bj%C3%B6rklund
1144,P-24130,Björn,Nathalie,1997-05-04,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Nathalie_Bj%C3%B6rn
1145,P-52878,Bjørnebye,Stig Inge,1969-12-11,0,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Stig_Inge_Bj%C3%B8rnebye
1146,P-44064,Black,Sharon,1971-04-04,1,0,0,1,0,1,1999,https://en.wikipedia.org/wiki/Sharon_Black
1147,P-36988,Blackley,John,1948-05-12,0,0,1,0,0,1,1974,https://en.wikipedia.org/wiki/John_Blackley
1148,P-62190,Blackstenius,Stina,1996-02-05,1,0,0,0,1,1,2019,https://en.wikipedia.org/wiki/Stina_Blackstenius
1149,P-87532,Blackwood,Deneisha,1997-03-07,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Deneisha_Blackwood
1150,P-74952,Blanc,Laurent,1965-11-19,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Laurent_Blanc
1151,P-13513,Blanchflower,Danny,1926-02-10,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Danny_Blanchflower
1152,P-54240,Blanco,Carlos,1927-03-05,0,0,0,0,1,2,"1954, 1958","https://en.wikipedia.org/wiki/Carlos_Blanco_(footballer,_born_1928)"
1153,P-88428,Blanco,Cuauhtémoc,1973-01-17,0,0,0,0,1,3,"1998, 2002, 2010",https://en.wikipedia.org/wiki/Cuauht%C3%A9moc_Blanco
1154,P-05462,Blason,Ivano,1923-05-24,0,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Ivano_Blason
1155,P-57494,Błaszczykowski,Jakub,1985-12-14,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Jakub_B%C5%82aszczykowski
1156,P-44775,Blažek,Jaromír,1972-12-29,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Jarom%C3%ADr_Bla%C5%BEek
1157,P-39861,Blind,Daley,1990-03-09,0,0,1,0,0,2,"2014, 2022",https://en.wikipedia.org/wiki/Daley_Blind
1158,P-29008,Blind,Danny,1961-08-01,0,0,1,0,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Danny_Blind
1159,P-44443,Bliss,Brian,1965-09-28,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Brian_Bliss
1160,P-54611,Blochwitz,Wolfgang,1941-02-08,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Wolfgang_Blochwitz
1161,P-03282,Blokhin,Oleh,1952-11-05,0,0,0,0,1,2,"1982, 1986",https://en.wikipedia.org/wiki/Oleh_Blokhin
1162,P-65081,Blomqvist,Jesper,1974-02-05,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Jesper_Blomqvist
1163,P-94893,Bloodworth,Dominique,1995-01-17,1,0,1,0,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Dominique_Janssen
1164,P-32668,Blyth,Jim,1955-02-02,0,1,0,0,0,1,1978,"https://en.wikipedia.org/wiki/Jim_Blyth_(footballer,_born_1955)"
1165,P-68375,Boa Morte,Luís,1977-08-04,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Lu%C3%ADs_Boa_Morte
1166,P-49882,Boateng,Derek,1983-05-02,0,0,0,1,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Derek_Boateng
1167,P-04224,Boateng,Jérôme,1988-09-03,0,0,1,0,0,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Boateng
1168,P-66316,Boateng,Kevin-Prince,1987-03-06,0,0,0,1,1,2,"2010, 2014",https://en.wikipedia.org/wiki/Kevin-Prince_Boateng
1169,P-81343,Boath,Allan,1958-02-14,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Allan_Boath
1170,P-89652,Boattin,Lisa,1997-05-03,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Lisa_Boattin
1171,P-69624,Boba,Lobilo,1950-04-10,0,0,1,0,0,1,1974,https://en.wikipedia.org/wiki/Lobilo_Boba
1172,P-26126,Bobadilla,Aldo,1976-04-20,0,1,0,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Aldo_Bobadilla
1173,P-05779,Boban,Zvonimir,1968-10-08,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Zvonimir_Boban
1174,P-83431,Bobek,Stjepan,1923-12-03,0,0,0,1,1,2,"1950, 1954",https://en.wikipedia.org/wiki/Stjepan_Bobek
1175,P-12548,Bocanegra,Carlos,1979-05-25,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Carlos_Bocanegra
1176,P-36764,Bocchetti,Salvatore,1986-11-30,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Salvatore_Bocchetti
1177,P-60363,Bochini,Ricardo,1954-01-25,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Ricardo_Bochini
1178,P-27876,Bocquet,Roger,1921-04-09,0,0,1,1,0,2,"1950, 1954",https://en.wikipedia.org/wiki/Roger_Bocquet
1179,P-47067,Bodart,Gilbert,1962-09-02,0,1,0,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Gilbert_Bodart
1180,P-03026,Bode,Marco,1969-07-23,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Marco_Bode
1181,P-92768,Bodola,Iuliu,1912-02-26,0,0,0,0,1,2,"1934, 1938",https://en.wikipedia.org/wiki/Iuliu_Bodola
1182,P-46674,Bodonyi,Béla,1956-09-14,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/B%C3%A9la_Bodonyi
1183,P-04081,Bödör,László,1933-08-17,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_B%C3%B6d%C3%B6r
1184,P-31941,Böðvarsson,Jón Daði,1992-05-25,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/J%C3%B3n_Da%C3%B0i_B%C3%B6%C3%B0varsson
1185,P-22963,Bøe Risa,Vilde,1995-07-13,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Vilde_B%C3%B8e_Risa
1186,P-33197,Boffin,Danny,1965-07-10,0,0,0,1,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Danny_Boffin
1187,P-76156,Bogarde,Winston,1970-10-22,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Winston_Bogarde
1188,P-60365,Bogdan,Ion,1915-03-06,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Ion_Bogdan
1189,P-05337,Bøgelund,Kasper,1980-10-08,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Kasper_B%C3%B8gelund
1190,P-22258,Boggio,Norberto,1931-08-11,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Norberto_Boggio
1191,P-10738,Boghossian,Alain,1970-10-27,0,0,0,1,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Alain_Boghossian
1192,P-29556,Bogićević,Vladislav,1950-11-07,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Vladislav_Bogi%C4%87evi%C4%87
1193,P-48639,Bognár,György,1961-11-05,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Bogn%C3%A1r
1194,P-91984,Bogstad,Oda Maria Hove,1996-04-24,1,1,0,0,0,1,2019,https://en.wikipedia.org/wiki/Oda_Maria_Hove_Bogstad
1195,P-50065,Bohinen,Lars,1969-09-08,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Lars_Bohinen
1196,P-42820,Böhme,Jörg,1974-01-22,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/J%C3%B6rg_B%C3%B6hme
1197,P-08544,Boka,Arthur,1983-04-02,0,0,1,0,0,3,"2006, 2010, 2014",https://en.wikipedia.org/wiki/Arthur_Boka
1198,P-50470,Bokšić,Alen,1970-01-21,0,0,0,0,1,2,"1990, 2002",https://en.wikipedia.org/wiki/Alen_Bok%C5%A1i%C4%87
1199,P-77800,Bolaño,Jorge,1977-04-28,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Jorge_Bola%C3%B1o
1200,P-57722,Bolaños,Christian,1984-05-17,0,0,0,1,0,3,"2006, 2014, 2018",https://en.wikipedia.org/wiki/Christian_Bola%C3%B1os
1201,P-90871,Bolatlı,Rıdvan,1928-12-02,0,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/R%C4%B1dvan_Bolatl%C4%B1
1202,P-06108,Bolatti,Mario,1985-02-17,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Mario_Bolatti
1203,P-95346,Bolger,Nicola,1993-03-03,1,0,0,1,0,1,2015,https://en.wikipedia.org/wiki/Nicola_Bolger
1204,P-23169,Bolly,Mathis,1990-11-14,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Mathis_Bolly
1205,P-22136,Bomba,Jozef,1939-03-30,0,0,1,0,0,1,1962,https://en.wikipedia.org/wiki/Jozef_Bomba
1206,P-25958,Bompastor,Sonia,1980-06-08,1,0,1,1,0,2,"2003, 2011",https://en.wikipedia.org/wiki/Sonia_Bompastor
1207,P-12056,Bonano,Roberto,1970-01-24,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Roberto_Bonano
1208,P-47343,Bonansea,Barbara,1991-06-13,1,0,0,0,1,1,2019,https://en.wikipedia.org/wiki/Barbara_Bonansea
1209,P-23151,Bonato,Paola,1961-01-31,1,0,1,0,0,1,1991,https://en.wikipedia.org/wiki/Paola_Bonato
1210,P-72963,Bond-Flasza,Dominique,1996-09-11,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Dominique_Bond-Flasza
1211,P-06433,Bonde,Christina,1973-09-28,1,0,0,1,0,1,1995,https://en.wikipedia.org/wiki/Christina_Bonde
1212,P-15123,Bone,Adrián,1988-09-08,0,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Adri%C3%A1n_Bone
1213,P-22302,Bonet,Carlos,1977-10-02,0,0,1,1,0,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Carlos_Bonet
1214,P-25979,Bonetti,Peter,1941-09-27,0,1,0,0,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Peter_Bonetti
1215,P-63835,Bonev,Hristo,1947-02-03,0,0,0,0,1,2,"1970, 1974",https://en.wikipedia.org/wiki/Hristo_Bonev
1216,P-33560,Bonfiglio,Oscar,1905-10-05,0,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/Oscar_Bonfiglio
1217,P-47081,Bong,Gaëtan,1988-04-25,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Ga%C3%ABtan_Bong
1218,P-41102,Bonhof,Rainer,1952-03-29,0,0,0,1,0,2,"1974, 1978",https://en.wikipedia.org/wiki/Rainer_Bonhof
1219,P-03652,Boniek,Zbigniew,1956-03-03,0,0,0,1,1,3,"1978, 1982, 1986",https://en.wikipedia.org/wiki/Zbigniew_Boniek
1220,P-92154,Boninsegna,Roberto,1943-11-13,0,0,0,0,1,2,"1970, 1974",https://en.wikipedia.org/wiki/Roberto_Boninsegna
1221,P-75209,Boniperti,Giampiero,1928-07-04,0,0,0,0,1,2,"1950, 1954",https://en.wikipedia.org/wiki/Giampiero_Boniperti
1222,P-71200,Bonmatí,Aitana,1998-01-18,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Aitana_Bonmat%C3%AD
1223,P-90417,Bonnel,Joseph,1939-01-04,0,0,0,1,0,1,1966,https://en.wikipedia.org/wiki/Joseph_Bonnel
1224,P-67839,Bonner,Pat,1960-05-24,0,1,0,0,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Pat_Bonner
1225,P-15565,Bonsegundo,Florencia,1993-07-14,1,0,0,0,1,1,2019,https://en.wikipedia.org/wiki/Florencia_Bonsegundo
1226,P-57248,Bonucci,Leonardo,1987-05-01,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Leonardo_Bonucci
1227,P-31736,Bonvallet,Eduardo,1955-01-13,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Eduardo_Bonvallet
1228,P-84532,Bony,Wilfried,1988-12-10,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Wilfried_Bony
1229,P-94425,Bookie,Mike,1904-09-12,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Mike_Bookie
1230,P-89889,Booth,Matthew,1977-03-14,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Matthew_Booth_(soccer)
1231,P-02636,Booth,Melanie,1984-08-24,1,0,1,0,0,1,2007,https://en.wikipedia.org/wiki/Melanie_Booth
1232,P-51888,Booth,Scott,1971-12-16,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Scott_Booth
1233,P-37281,Boquete,Verónica,1987-04-09,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Ver%C3%B3nica_Boquete
1234,P-22729,Borba,George,1944-07-12,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/George_Borba
1235,P-28840,Borbolla,José Luis,1920-01-31,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Borbolla
1236,P-76506,Bordon,Ivano,1951-04-13,0,1,0,0,0,2,"1978, 1982",https://en.wikipedia.org/wiki/Ivano_Bordon
1237,P-40103,Borel,Felice,1914-04-05,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Felice_Borel
1238,P-55916,Borelli,Jorge,1964-11-02,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Jorge_Borelli
1239,P-59590,Borg,Hasse,1953-08-04,0,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Hasse_Borg
1240,P-90496,Borges,Carlos,1932-01-14,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Carlos_Borges
1241,P-11767,Borges,Celso,1988-05-27,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Celso_Borges
1242,P-81643,Borgetti,Jared,1973-08-14,0,0,0,0,1,2,"2002, 2006",https://en.wikipedia.org/wiki/Jared_Borgetti
1243,P-45025,Borghi,Claudio,1964-09-28,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Claudio_Borghi_(football_manager)
1244,P-89288,Borghi,Frank,1925-04-09,0,1,0,0,0,1,1950,https://en.wikipedia.org/wiki/Frank_Borghi
1245,P-13809,Borhani,Arash,1983-09-14,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Arash_Borhani
1246,P-40793,Borimirov,Daniel,1970-01-15,0,0,0,1,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Daniel_Borimirov
1247,P-77670,Borisov,Krasimir,1950-04-08,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Krasimir_Borisov
1248,P-92800,Borja,Carlos,1956-12-25,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Carlos_Fernando_Borja
1249,P-55734,Borja,Enrique,1945-12-30,0,0,0,0,1,2,"1966, 1970",https://en.wikipedia.org/wiki/Enrique_Borja
1250,P-51733,Borja,Félix,1983-04-02,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/F%C3%A9lix_Borja
1251,P-59950,Borja,Miguel,1993-01-26,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Miguel_Borja
1252,P-36051,Borja,Priscila,1985-04-28,1,0,0,0,1,1,2015,https://en.wikipedia.org/wiki/Priscila_Borja
1253,P-46263,Borjan,Milan,1987-10-23,0,1,0,0,0,1,2022,https://en.wikipedia.org/wiki/Milan_Borjan
1254,P-91855,Börjesson,Reino,1929-02-04,0,0,0,1,0,1,1958,https://en.wikipedia.org/wiki/Reino_B%C3%B6rjesson
1255,P-10129,Borkelmans,Vital,1963-06-01,0,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Vital_Borkelmans
1256,P-56817,Bornstein,Jonathan,1984-11-07,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Jonathan_Bornstein
1257,P-99207,Borodyuk,Aleksandr,1962-11-30,0,0,0,1,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Aleksandr_Borodyuk
1258,P-00315,Boroumand,Parviz,1972-09-11,0,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Parviz_Boroumand
1259,P-16445,Borovička,Jaroslav,1931-01-26,0,0,0,0,1,2,"1958, 1962",https://en.wikipedia.org/wiki/Jaroslav_Borovi%C4%8Dka
1260,P-10493,Borovsky,Sergei,1956-01-29,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Sergei_Borovsky
1261,P-08154,Borowski,Tim,1980-05-02,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Tim_Borowski
1262,P-32695,Boruc,Artur,1980-02-20,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Artur_Boruc
1263,P-37586,Bosacki,Bartosz,1975-12-20,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Bartosz_Bosacki
1264,P-47714,Bosch,Crisant,1907-12-26,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Crisant_Bosch
1265,P-66870,Boschker,Sander,1970-10-20,0,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Sander_Boschker
1266,P-55099,Boskamp,Johan,1948-10-21,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Johan_Boskamp
1267,P-81384,Boškov,Vujadin,1931-05-16,0,0,1,1,0,2,"1954, 1958",https://en.wikipedia.org/wiki/Vujadin_Bo%C5%A1kov
1268,P-04823,Bosman,John,1965-02-01,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/John_Bosman
1269,P-15428,Bošnjak,Ivan,1979-02-06,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Ivan_Bo%C5%A1njak
1270,P-53136,Bosquier,Bernard,1942-06-19,0,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Bernard_Bosquier
1271,P-06791,Bossi,Joseph,1911-08-29,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Joseph_Bossi
