key_id,tournament_id,tournament_name,match_id,match_name,match_date,stage_name,group_name,team_id,team_name,team_code,home_team,away_team,manager_id,family_name,given_name,country_name
445,WC-1970,1970 FIFA World Cup,M-1970-11,Romania v Czechoslovakia,1970-06-06,group stage,Group 3,T-58,Romania,ROU,1,0,M-217,Niculescu,Angelo,Romania
446,WC-1970,1970 FIFA World Cup,M-1970-11,Romania v Czechoslovakia,1970-06-06,group stage,Group 3,T-20,Czechoslovakia,CSK,0,1,M-180,Marko,Jozef,Czechoslovakia
447,WC-1970,1970 FIFA World Cup,M-1970-12,Peru v Morocco,1970-06-06,group stage,Group 4,T-54,Peru,PER,1,0,M-073,Didi,not applicable,Brazil
448,WC-1970,1970 FIFA World Cup,M-1970-12,Peru v Morocco,1970-06-06,group stage,Group 4,T-45,Morocco,MAR,0,1,M-339,Vidinić,Blagoje,Yugoslavia
449,WC-1970,1970 FIFA World Cup,M-1970-13,Mexico v El Salvador,1970-06-07,group stage,Group 1,T-44,Mexico,MEX,1,0,M-051,Cárdenas,Raúl,Mexico
450,WC-1970,1970 FIFA World Cup,M-1970-13,Mexico v El Salvador,1970-06-07,group stage,Group 1,T-26,El Salvador,SLV,0,1,M-053,Carrasco,Hernán,Chile
451,WC-1970,1970 FIFA World Cup,M-1970-14,Sweden v Israel,1970-06-07,group stage,Group 2,T-71,Sweden,SWE,1,0,M-027,Bergmark,Orvar,Sweden
452,WC-1970,1970 FIFA World Cup,M-1970-14,Sweden v Israel,1970-06-07,group stage,Group 2,T-38,Israel,ISR,0,1,M-294,Scheffer,Emmanuel,Israel
453,WC-1970,1970 FIFA World Cup,M-1970-15,Brazil v England,1970-06-07,group stage,Group 3,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
454,WC-1970,1970 FIFA World Cup,M-1970-15,Brazil v England,1970-06-07,group stage,Group 3,T-27,England,ENG,0,1,M-263,Ramsey,Alf,England
455,WC-1970,1970 FIFA World Cup,M-1970-16,West Germany v Bulgaria,1970-06-07,group stage,Group 4,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
456,WC-1970,1970 FIFA World Cup,M-1970-16,West Germany v Bulgaria,1970-06-07,group stage,Group 4,T-10,Bulgaria,BGR,0,1,M-038,Bozhkov,Stefan,Bulgaria
457,WC-1970,1970 FIFA World Cup,M-1970-17,Soviet Union v El Salvador,1970-06-10,group stage,Group 1,T-69,Soviet Union,SUN,1,0,M-136,Kachalin,Gavriil,Soviet Union
458,WC-1970,1970 FIFA World Cup,M-1970-17,Soviet Union v El Salvador,1970-06-10,group stage,Group 1,T-26,El Salvador,SLV,0,1,M-053,Carrasco,Hernán,Chile
459,WC-1970,1970 FIFA World Cup,M-1970-18,Sweden v Uruguay,1970-06-10,group stage,Group 2,T-71,Sweden,SWE,1,0,M-027,Bergmark,Orvar,Sweden
460,WC-1970,1970 FIFA World Cup,M-1970-18,Sweden v Uruguay,1970-06-10,group stage,Group 2,T-80,Uruguay,URY,0,1,M-125,Hohberg,Juan,Uruguay
461,WC-1970,1970 FIFA World Cup,M-1970-19,Brazil v Romania,1970-06-10,group stage,Group 3,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
462,WC-1970,1970 FIFA World Cup,M-1970-19,Brazil v Romania,1970-06-10,group stage,Group 3,T-58,Romania,ROU,0,1,M-217,Niculescu,Angelo,Romania
463,WC-1970,1970 FIFA World Cup,M-1970-20,West Germany v Peru,1970-06-10,group stage,Group 4,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
464,WC-1970,1970 FIFA World Cup,M-1970-20,West Germany v Peru,1970-06-10,group stage,Group 4,T-54,Peru,PER,0,1,M-073,Didi,not applicable,Brazil
465,WC-1970,1970 FIFA World Cup,M-1970-21,Mexico v Belgium,1970-06-11,group stage,Group 1,T-44,Mexico,MEX,1,0,M-051,Cárdenas,Raúl,Mexico
466,WC-1970,1970 FIFA World Cup,M-1970-21,Mexico v Belgium,1970-06-11,group stage,Group 1,T-06,Belgium,BEL,0,1,M-098,Goethals,Raymond,Belgium
467,WC-1970,1970 FIFA World Cup,M-1970-22,Italy v Israel,1970-06-11,group stage,Group 2,T-39,Italy,ITA,1,0,M-330,Valcareggi,Ferruccio,Italy
468,WC-1970,1970 FIFA World Cup,M-1970-22,Italy v Israel,1970-06-11,group stage,Group 2,T-38,Israel,ISR,0,1,M-294,Scheffer,Emmanuel,Israel
469,WC-1970,1970 FIFA World Cup,M-1970-23,England v Czechoslovakia,1970-06-11,group stage,Group 3,T-27,England,ENG,1,0,M-263,Ramsey,Alf,England
470,WC-1970,1970 FIFA World Cup,M-1970-23,England v Czechoslovakia,1970-06-11,group stage,Group 3,T-20,Czechoslovakia,CSK,0,1,M-180,Marko,Jozef,Czechoslovakia
471,WC-1970,1970 FIFA World Cup,M-1970-24,Bulgaria v Morocco,1970-06-11,group stage,Group 4,T-10,Bulgaria,BGR,1,0,M-038,Bozhkov,Stefan,Bulgaria
472,WC-1970,1970 FIFA World Cup,M-1970-24,Bulgaria v Morocco,1970-06-11,group stage,Group 4,T-45,Morocco,MAR,0,1,M-339,Vidinić,Blagoje,Yugoslavia
473,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,1970-06-14,quarter-finals,not applicable,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
474,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,1970-06-14,quarter-finals,not applicable,T-54,Peru,PER,0,1,M-073,Didi,not applicable,Brazil
475,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,1970-06-14,quarter-finals,not applicable,T-39,Italy,ITA,1,0,M-330,Valcareggi,Ferruccio,Italy
476,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,1970-06-14,quarter-finals,not applicable,T-44,Mexico,MEX,0,1,M-051,Cárdenas,Raúl,Mexico
477,WC-1970,1970 FIFA World Cup,M-1970-27,Soviet Union v Uruguay,1970-06-14,quarter-finals,not applicable,T-69,Soviet Union,SUN,1,0,M-136,Kachalin,Gavriil,Soviet Union
478,WC-1970,1970 FIFA World Cup,M-1970-27,Soviet Union v Uruguay,1970-06-14,quarter-finals,not applicable,T-80,Uruguay,URY,0,1,M-125,Hohberg,Juan,Uruguay
479,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,1970-06-14,quarter-finals,not applicable,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
480,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,1970-06-14,quarter-finals,not applicable,T-27,England,ENG,0,1,M-263,Ramsey,Alf,England
481,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,1970-06-17,semi-finals,not applicable,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
482,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,1970-06-17,semi-finals,not applicable,T-80,Uruguay,URY,0,1,M-125,Hohberg,Juan,Uruguay
483,WC-1970,1970 FIFA World Cup,M-1970-30,Italy v West Germany,1970-06-17,semi-finals,not applicable,T-39,Italy,ITA,1,0,M-330,Valcareggi,Ferruccio,Italy
484,WC-1970,1970 FIFA World Cup,M-1970-30,Italy v West Germany,1970-06-17,semi-finals,not applicable,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
485,WC-1970,1970 FIFA World Cup,M-1970-31,West Germany v Uruguay,1970-06-20,third-place match,not applicable,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
486,WC-1970,1970 FIFA World Cup,M-1970-31,West Germany v Uruguay,1970-06-20,third-place match,not applicable,T-80,Uruguay,URY,0,1,M-125,Hohberg,Juan,Uruguay
487,WC-1970,1970 FIFA World Cup,M-1970-32,Brazil v Italy,1970-06-21,final,not applicable,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
488,WC-1970,1970 FIFA World Cup,M-1970-32,Brazil v Italy,1970-06-21,final,not applicable,T-39,Italy,ITA,0,1,M-330,Valcareggi,Ferruccio,Italy
489,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,1974-06-13,group stage,Group 2,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
490,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,1974-06-13,group stage,Group 2,T-83,Yugoslavia,YUG,0,1,M-199,Miljanić,Miljan,Yugoslavia
491,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,1974-06-14,group stage,Group 1,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
492,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,1974-06-14,group stage,Group 1,T-13,Chile,CHL,0,1,M-008,Álamos,Luis,Chile
493,WC-1974,1974 FIFA World Cup,M-1974-03,East Germany v Australia,1974-06-14,group stage,Group 1,T-23,East Germany,DDR,1,0,M-045,Buschner,Georg,East Germany
494,WC-1974,1974 FIFA World Cup,M-1974-03,East Germany v Australia,1974-06-14,group stage,Group 1,T-04,Australia,AUS,0,1,M-265,Rasic,Rale,Yugoslavia
495,WC-1974,1974 FIFA World Cup,M-1974-04,Zaire v Scotland,1974-06-14,group stage,Group 2,T-84,Zaire,COD,1,0,M-339,Vidinić,Blagoje,Yugoslavia
496,WC-1974,1974 FIFA World Cup,M-1974-04,Zaire v Scotland,1974-06-14,group stage,Group 2,T-61,Scotland,SCO,0,1,M-227,Ormond,Willie,Scotland
497,WC-1974,1974 FIFA World Cup,M-1974-05,Sweden v Bulgaria,1974-06-15,group stage,Group 3,T-71,Sweden,SWE,1,0,M-082,Ericson,Georg,Sweden
498,WC-1974,1974 FIFA World Cup,M-1974-05,Sweden v Bulgaria,1974-06-15,group stage,Group 3,T-10,Bulgaria,BGR,0,1,M-202,Mladenov,Hristo,Bulgaria
499,WC-1974,1974 FIFA World Cup,M-1974-06,Uruguay v Netherlands,1974-06-15,group stage,Group 3,T-80,Uruguay,URY,1,0,M-251,Porta,Roberto,Uruguay
500,WC-1974,1974 FIFA World Cup,M-1974-06,Uruguay v Netherlands,1974-06-15,group stage,Group 3,T-46,Netherlands,NLD,0,1,M-197,Michels,Rinus,Netherlands
501,WC-1974,1974 FIFA World Cup,M-1974-07,Italy v Haiti,1974-06-15,group stage,Group 4,T-39,Italy,ITA,1,0,M-330,Valcareggi,Ferruccio,Italy
502,WC-1974,1974 FIFA World Cup,M-1974-07,Italy v Haiti,1974-06-15,group stage,Group 4,T-32,Haiti,HTI,0,1,M-319,Tassy,Antoine,Haiti
503,WC-1974,1974 FIFA World Cup,M-1974-08,Poland v Argentina,1974-06-15,group stage,Group 4,T-55,Poland,POL,1,0,M-103,Górski,Kazimierz,Poland
504,WC-1974,1974 FIFA World Cup,M-1974-08,Poland v Argentina,1974-06-15,group stage,Group 4,T-03,Argentina,ARG,0,1,M-049,Cap,Vladislao,Argentina
505,WC-1974,1974 FIFA World Cup,M-1974-09,Australia v West Germany,1974-06-18,group stage,Group 1,T-04,Australia,AUS,1,0,M-265,Rasic,Rale,Yugoslavia
506,WC-1974,1974 FIFA World Cup,M-1974-09,Australia v West Germany,1974-06-18,group stage,Group 1,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
507,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,1974-06-18,group stage,Group 1,T-13,Chile,CHL,1,0,M-008,Álamos,Luis,Chile
508,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,1974-06-18,group stage,Group 1,T-23,East Germany,DDR,0,1,M-045,Buschner,Georg,East Germany
509,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,1974-06-18,group stage,Group 2,T-61,Scotland,SCO,1,0,M-227,Ormond,Willie,Scotland
510,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,1974-06-18,group stage,Group 2,T-09,Brazil,BRA,0,1,M-356,Zagallo,Mário,Brazil
511,WC-1974,1974 FIFA World Cup,M-1974-12,Yugoslavia v Zaire,1974-06-18,group stage,Group 2,T-83,Yugoslavia,YUG,1,0,M-199,Miljanić,Miljan,Yugoslavia
512,WC-1974,1974 FIFA World Cup,M-1974-12,Yugoslavia v Zaire,1974-06-18,group stage,Group 2,T-84,Zaire,COD,0,1,M-339,Vidinić,Blagoje,Yugoslavia
513,WC-1974,1974 FIFA World Cup,M-1974-13,Bulgaria v Uruguay,1974-06-19,group stage,Group 3,T-10,Bulgaria,BGR,1,0,M-202,Mladenov,Hristo,Bulgaria
514,WC-1974,1974 FIFA World Cup,M-1974-13,Bulgaria v Uruguay,1974-06-19,group stage,Group 3,T-80,Uruguay,URY,0,1,M-251,Porta,Roberto,Uruguay
515,WC-1974,1974 FIFA World Cup,M-1974-14,Netherlands v Sweden,1974-06-19,group stage,Group 3,T-46,Netherlands,NLD,1,0,M-197,Michels,Rinus,Netherlands
516,WC-1974,1974 FIFA World Cup,M-1974-14,Netherlands v Sweden,1974-06-19,group stage,Group 3,T-71,Sweden,SWE,0,1,M-082,Ericson,Georg,Sweden
517,WC-1974,1974 FIFA World Cup,M-1974-15,Argentina v Italy,1974-06-19,group stage,Group 4,T-03,Argentina,ARG,1,0,M-049,Cap,Vladislao,Argentina
518,WC-1974,1974 FIFA World Cup,M-1974-15,Argentina v Italy,1974-06-19,group stage,Group 4,T-39,Italy,ITA,0,1,M-330,Valcareggi,Ferruccio,Italy
519,WC-1974,1974 FIFA World Cup,M-1974-16,Haiti v Poland,1974-06-19,group stage,Group 4,T-32,Haiti,HTI,1,0,M-319,Tassy,Antoine,Haiti
520,WC-1974,1974 FIFA World Cup,M-1974-16,Haiti v Poland,1974-06-19,group stage,Group 4,T-55,Poland,POL,0,1,M-103,Górski,Kazimierz,Poland
521,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,1974-06-22,group stage,Group 1,T-04,Australia,AUS,1,0,M-265,Rasic,Rale,Yugoslavia
522,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,1974-06-22,group stage,Group 1,T-13,Chile,CHL,0,1,M-008,Álamos,Luis,Chile
523,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,1974-06-22,group stage,Group 2,T-61,Scotland,SCO,1,0,M-227,Ormond,Willie,Scotland
524,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,1974-06-22,group stage,Group 2,T-83,Yugoslavia,YUG,0,1,M-199,Miljanić,Miljan,Yugoslavia
525,WC-1974,1974 FIFA World Cup,M-1974-19,Zaire v Brazil,1974-06-22,group stage,Group 2,T-84,Zaire,COD,1,0,M-339,Vidinić,Blagoje,Yugoslavia
526,WC-1974,1974 FIFA World Cup,M-1974-19,Zaire v Brazil,1974-06-22,group stage,Group 2,T-09,Brazil,BRA,0,1,M-356,Zagallo,Mário,Brazil
527,WC-1974,1974 FIFA World Cup,M-1974-20,East Germany v West Germany,1974-06-22,group stage,Group 1,T-23,East Germany,DDR,1,0,M-045,Buschner,Georg,East Germany
528,WC-1974,1974 FIFA World Cup,M-1974-20,East Germany v West Germany,1974-06-22,group stage,Group 1,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
529,WC-1974,1974 FIFA World Cup,M-1974-21,Bulgaria v Netherlands,1974-06-23,group stage,Group 3,T-10,Bulgaria,BGR,1,0,M-202,Mladenov,Hristo,Bulgaria
530,WC-1974,1974 FIFA World Cup,M-1974-21,Bulgaria v Netherlands,1974-06-23,group stage,Group 3,T-46,Netherlands,NLD,0,1,M-197,Michels,Rinus,Netherlands
531,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,1974-06-23,group stage,Group 3,T-71,Sweden,SWE,1,0,M-082,Ericson,Georg,Sweden
532,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,1974-06-23,group stage,Group 3,T-80,Uruguay,URY,0,1,M-251,Porta,Roberto,Uruguay
533,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-03,Argentina,ARG,1,0,M-049,Cap,Vladislao,Argentina
534,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,1974-06-23,group stage,Group 4,T-32,Haiti,HTI,0,1,M-319,Tassy,Antoine,Haiti
535,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-55,Poland,POL,1,0,M-103,Górski,Kazimierz,Poland
536,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,1974-06-23,group stage,Group 4,T-39,Italy,ITA,0,1,M-330,Valcareggi,Ferruccio,Italy
537,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-83,Yugoslavia,YUG,1,0,M-199,Miljanić,Miljan,Yugoslavia
538,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,1974-06-26,second group stage,Group B,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
539,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
540,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,1974-06-26,second group stage,Group A,T-23,East Germany,DDR,0,1,M-045,Buschner,Georg,East Germany
541,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-46,Netherlands,NLD,1,0,M-197,Michels,Rinus,Netherlands
542,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,1974-06-26,second group stage,Group A,T-03,Argentina,ARG,0,1,M-049,Cap,Vladislao,Argentina
543,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-71,Sweden,SWE,1,0,M-082,Ericson,Georg,Sweden
544,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,1974-06-26,second group stage,Group B,T-55,Poland,POL,0,1,M-103,Górski,Kazimierz,Poland
545,WC-1974,1974 FIFA World Cup,M-1974-29,Argentina v Brazil,1974-06-30,second group stage,Group A,T-03,Argentina,ARG,1,0,M-049,Cap,Vladislao,Argentina
546,WC-1974,1974 FIFA World Cup,M-1974-29,Argentina v Brazil,1974-06-30,second group stage,Group A,T-09,Brazil,BRA,0,1,M-356,Zagallo,Mário,Brazil
547,WC-1974,1974 FIFA World Cup,M-1974-30,East Germany v Netherlands,1974-06-30,second group stage,Group A,T-23,East Germany,DDR,1,0,M-045,Buschner,Georg,East Germany
548,WC-1974,1974 FIFA World Cup,M-1974-30,East Germany v Netherlands,1974-06-30,second group stage,Group A,T-46,Netherlands,NLD,0,1,M-197,Michels,Rinus,Netherlands
549,WC-1974,1974 FIFA World Cup,M-1974-31,Poland v Yugoslavia,1974-06-30,second group stage,Group B,T-55,Poland,POL,1,0,M-103,Górski,Kazimierz,Poland
550,WC-1974,1974 FIFA World Cup,M-1974-31,Poland v Yugoslavia,1974-06-30,second group stage,Group B,T-83,Yugoslavia,YUG,0,1,M-199,Miljanić,Miljan,Yugoslavia
551,WC-1974,1974 FIFA World Cup,M-1974-32,West Germany v Sweden,1974-06-30,second group stage,Group B,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
552,WC-1974,1974 FIFA World Cup,M-1974-32,West Germany v Sweden,1974-06-30,second group stage,Group B,T-71,Sweden,SWE,0,1,M-082,Ericson,Georg,Sweden
553,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,1974-07-03,second group stage,Group B,T-55,Poland,POL,1,0,M-103,Górski,Kazimierz,Poland
554,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,1974-07-03,second group stage,Group B,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
555,WC-1974,1974 FIFA World Cup,M-1974-34,Argentina v East Germany,1974-07-03,second group stage,Group A,T-03,Argentina,ARG,1,0,M-049,Cap,Vladislao,Argentina
556,WC-1974,1974 FIFA World Cup,M-1974-34,Argentina v East Germany,1974-07-03,second group stage,Group A,T-23,East Germany,DDR,0,1,M-045,Buschner,Georg,East Germany
557,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,1974-07-03,second group stage,Group A,T-46,Netherlands,NLD,1,0,M-197,Michels,Rinus,Netherlands
558,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,1974-07-03,second group stage,Group A,T-09,Brazil,BRA,0,1,M-356,Zagallo,Mário,Brazil
559,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,1974-07-03,second group stage,Group B,T-71,Sweden,SWE,1,0,M-082,Ericson,Georg,Sweden
560,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,1974-07-03,second group stage,Group B,T-83,Yugoslavia,YUG,0,1,M-199,Miljanić,Miljan,Yugoslavia
561,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,1974-07-06,third-place match,not applicable,T-09,Brazil,BRA,1,0,M-356,Zagallo,Mário,Brazil
562,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,1974-07-06,third-place match,not applicable,T-55,Poland,POL,0,1,M-103,Górski,Kazimierz,Poland
563,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,1974-07-07,final,not applicable,T-46,Netherlands,NLD,1,0,M-197,Michels,Rinus,Netherlands
564,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,1974-07-07,final,not applicable,T-82,West Germany,DEU,0,1,M-296,Schön,Helmut,Germany
565,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,1978-06-01,group stage,Group 2,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
566,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,1978-06-01,group stage,Group 2,T-55,Poland,POL,0,1,M-097,Gmoch,Jacek,Poland
567,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,1978-06-02,group stage,Group 1,T-39,Italy,ITA,1,0,M-022,Bearzot,Enzo,Italy
568,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,1978-06-02,group stage,Group 1,T-28,France,FRA,0,1,M-119,Hidalgo,Michel,France
569,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,1978-06-02,group stage,Group 2,T-75,Tunisia,TUN,1,0,M-058,Chetali,Abdelmajid,Tunisia
570,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,1978-06-02,group stage,Group 2,T-44,Mexico,MEX,0,1,M-272,Roca,José Antonio,Mexico
571,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,1978-06-02,group stage,Group 1,T-03,Argentina,ARG,1,0,M-192,Menotti,César Luis,Argentina
572,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,1978-06-02,group stage,Group 1,T-34,Hungary,HUN,0,1,M-018,Baróti,Lajos,Hungary
573,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,1978-06-03,group stage,Group 3,T-05,Austria,AUT,1,0,M-300,Senekowitsch,Helmut,Austria
574,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,1978-06-03,group stage,Group 3,T-70,Spain,ESP,0,1,M-153,Kubala,Ladislao,Spain
575,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,1978-06-03,group stage,Group 3,T-09,Brazil,BRA,1,0,M-063,Coutinho,Cláudio,Brazil
576,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,1978-06-03,group stage,Group 3,T-71,Sweden,SWE,0,1,M-082,Ericson,Georg,Sweden
577,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,1978-06-03,group stage,Group 4,T-46,Netherlands,NLD,1,0,M-112,Happel,Ernst,Austria
578,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,1978-06-03,group stage,Group 4,T-36,Iran,IRN,0,1,M-203,Mohajerani,Heshmat,Iran
579,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,1978-06-03,group stage,Group 4,T-54,Peru,PER,1,0,M-047,Calderón,Marcos,Peru
580,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,1978-06-03,group stage,Group 4,T-61,Scotland,SCO,0,1,M-177,MacLeod,Ally,Scotland
581,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,1978-06-06,group stage,Group 1,T-39,Italy,ITA,1,0,M-022,Bearzot,Enzo,Italy
582,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,1978-06-06,group stage,Group 1,T-34,Hungary,HUN,0,1,M-018,Baróti,Lajos,Hungary
583,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,1978-06-06,group stage,Group 2,T-55,Poland,POL,1,0,M-097,Gmoch,Jacek,Poland
584,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,1978-06-06,group stage,Group 2,T-75,Tunisia,TUN,0,1,M-058,Chetali,Abdelmajid,Tunisia
585,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,1978-06-06,group stage,Group 2,T-82,West Germany,DEU,1,0,M-296,Schön,Helmut,Germany
586,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,1978-06-06,group stage,Group 2,T-44,Mexico,MEX,0,1,M-272,Roca,José Antonio,Mexico
587,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,1978-06-06,group stage,Group 1,T-03,Argentina,ARG,1,0,M-192,Menotti,César Luis,Argentina
588,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,1978-06-06,group stage,Group 1,T-28,France,FRA,0,1,M-119,Hidalgo,Michel,France
589,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,1978-06-07,group stage,Group 3,T-05,Austria,AUT,1,0,M-300,Senekowitsch,Helmut,Austria
590,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,1978-06-07,group stage,Group 3,T-71,Sweden,SWE,0,1,M-082,Ericson,Georg,Sweden
591,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,1978-06-07,group stage,Group 3,T-09,Brazil,BRA,1,0,M-063,Coutinho,Cláudio,Brazil
592,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,1978-06-07,group stage,Group 3,T-70,Spain,ESP,0,1,M-153,Kubala,Ladislao,Spain
593,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,1978-06-07,group stage,Group 4,T-46,Netherlands,NLD,1,0,M-112,Happel,Ernst,Austria
594,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,1978-06-07,group stage,Group 4,T-54,Peru,PER,0,1,M-047,Calderón,Marcos,Peru
595,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,1978-06-07,group stage,Group 4,T-61,Scotland,SCO,1,0,M-177,MacLeod,Ally,Scotland
596,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,1978-06-07,group stage,Group 4,T-36,Iran,IRN,0,1,M-203,Mohajerani,Heshmat,Iran
597,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,1978-06-10,group stage,Group 1,T-28,France,FRA,1,0,M-119,Hidalgo,Michel,France
598,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,1978-06-10,group stage,Group 1,T-34,Hungary,HUN,0,1,M-018,Baróti,Lajos,Hungary
599,WC-1978,1978 FIFA World Cup,M-1978-18,Poland v Mexico,1978-06-10,group stage,Group 2,T-55,Poland,POL,1,0,M-097,Gmoch,Jacek,Poland
