key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,team_id,team_name,team_code,opponent_id,opponent_name,opponent_code,home_team,away_team,goals_for,goals_against,goal_differential,extra_time,penalty_shootout,penalties_for,penalties_against,result,win,lose,draw
695,WC-1982,1982 FIFA Men's World Cup,M-1982-40,West Germany vs England,second group stage,Group 2,1,0,0,0,1982-06-29,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-86,West Germany,DEU,T-28,England,ENG,1,0,0,0,0,0,0,0,0,draw,0,0,1
696,WC-1982,1982 FIFA Men's World Cup,M-1982-40,West Germany vs England,second group stage,Group 2,1,0,0,0,1982-06-29,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-28,England,ENG,T-86,West Germany,DEU,0,1,0,0,0,0,0,0,0,draw,0,0,1
697,WC-1982,1982 FIFA Men's World Cup,M-1982-41,Austria vs Northern Ireland,second group stage,Group 4,1,0,0,0,1982-07-01,17:15,S-188,Vicente Calderón,Madrid,Spain,T-05,Austria,AUT,T-52,Northern Ireland,NIR,1,0,2,2,0,0,0,0,0,draw,0,0,1
698,WC-1982,1982 FIFA Men's World Cup,M-1982-41,Austria vs Northern Ireland,second group stage,Group 4,1,0,0,0,1982-07-01,17:15,S-188,Vicente Calderón,Madrid,Spain,T-52,Northern Ireland,NIR,T-05,Austria,AUT,0,1,2,2,0,0,0,0,0,draw,0,0,1
699,WC-1982,1982 FIFA Men's World Cup,M-1982-42,Belgium vs Soviet Union,second group stage,Group 1,1,0,0,0,1982-07-01,21:00,S-182,Camp Nou,Barcelona,Spain,T-06,Belgium,BEL,T-72,Soviet Union,SUN,1,0,0,1,-1,0,0,0,0,lose,0,1,0
700,WC-1982,1982 FIFA Men's World Cup,M-1982-42,Belgium vs Soviet Union,second group stage,Group 1,1,0,0,0,1982-07-01,21:00,S-182,Camp Nou,Barcelona,Spain,T-72,Soviet Union,SUN,T-06,Belgium,BEL,0,1,1,0,1,0,0,0,0,win,1,0,0
701,WC-1982,1982 FIFA Men's World Cup,M-1982-43,Argentina vs Brazil,second group stage,Group 3,1,0,0,0,1982-07-02,17:15,S-183,Estadi de Sarrià,Barcelona,Spain,T-03,Argentina,ARG,T-09,Brazil,BRA,1,0,1,3,-2,0,0,0,0,lose,0,1,0
702,WC-1982,1982 FIFA Men's World Cup,M-1982-43,Argentina vs Brazil,second group stage,Group 3,1,0,0,0,1982-07-02,17:15,S-183,Estadi de Sarrià,Barcelona,Spain,T-09,Brazil,BRA,T-03,Argentina,ARG,0,1,3,1,2,0,0,0,0,win,1,0,0
703,WC-1982,1982 FIFA Men's World Cup,M-1982-44,West Germany vs Spain,second group stage,Group 2,1,0,0,0,1982-07-02,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-86,West Germany,DEU,T-73,Spain,ESP,1,0,2,1,1,0,0,0,0,win,1,0,0
704,WC-1982,1982 FIFA Men's World Cup,M-1982-44,West Germany vs Spain,second group stage,Group 2,1,0,0,0,1982-07-02,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-73,Spain,ESP,T-86,West Germany,DEU,0,1,1,2,-1,0,0,0,0,lose,0,1,0
705,WC-1982,1982 FIFA Men's World Cup,M-1982-45,France vs Northern Ireland,second group stage,Group 4,1,0,0,0,1982-07-04,17:15,S-188,Vicente Calderón,Madrid,Spain,T-30,France,FRA,T-52,Northern Ireland,NIR,1,0,4,1,3,0,0,0,0,win,1,0,0
706,WC-1982,1982 FIFA Men's World Cup,M-1982-45,France vs Northern Ireland,second group stage,Group 4,1,0,0,0,1982-07-04,17:15,S-188,Vicente Calderón,Madrid,Spain,T-52,Northern Ireland,NIR,T-30,France,FRA,0,1,1,4,-3,0,0,0,0,lose,0,1,0
707,WC-1982,1982 FIFA Men's World Cup,M-1982-46,Soviet Union vs Poland,second group stage,Group 1,1,0,0,0,1982-07-04,21:00,S-182,Camp Nou,Barcelona,Spain,T-72,Soviet Union,SUN,T-57,Poland,POL,1,0,0,0,0,0,0,0,0,draw,0,0,1
708,WC-1982,1982 FIFA Men's World Cup,M-1982-46,Soviet Union vs Poland,second group stage,Group 1,1,0,0,0,1982-07-04,21:00,S-182,Camp Nou,Barcelona,Spain,T-57,Poland,POL,T-72,Soviet Union,SUN,0,1,0,0,0,0,0,0,0,draw,0,0,1
709,WC-1982,1982 FIFA Men's World Cup,M-1982-47,Italy vs Brazil,second group stage,Group 3,1,0,0,0,1982-07-05,17:15,S-183,Estadi de Sarrià,Barcelona,Spain,T-41,Italy,ITA,T-09,Brazil,BRA,1,0,3,2,1,0,0,0,0,win,1,0,0
710,WC-1982,1982 FIFA Men's World Cup,M-1982-47,Italy vs Brazil,second group stage,Group 3,1,0,0,0,1982-07-05,17:15,S-183,Estadi de Sarrià,Barcelona,Spain,T-09,Brazil,BRA,T-41,Italy,ITA,0,1,2,3,-1,0,0,0,0,lose,0,1,0
711,WC-1982,1982 FIFA Men's World Cup,M-1982-48,Spain vs England,second group stage,Group 2,1,0,0,0,1982-07-05,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-73,Spain,ESP,T-28,England,ENG,1,0,0,0,0,0,0,0,0,draw,0,0,1
712,WC-1982,1982 FIFA Men's World Cup,M-1982-48,Spain vs England,second group stage,Group 2,1,0,0,0,1982-07-05,21:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-28,England,ENG,T-73,Spain,ESP,0,1,0,0,0,0,0,0,0,draw,0,0,1
713,WC-1982,1982 FIFA Men's World Cup,M-1982-49,Poland vs Italy,semi-finals,not applicable,0,1,0,0,1982-07-08,17:15,S-182,Camp Nou,Barcelona,Spain,T-57,Poland,POL,T-41,Italy,ITA,1,0,0,2,-2,0,0,0,0,lose,0,1,0
714,WC-1982,1982 FIFA Men's World Cup,M-1982-49,Poland vs Italy,semi-finals,not applicable,0,1,0,0,1982-07-08,17:15,S-182,Camp Nou,Barcelona,Spain,T-41,Italy,ITA,T-57,Poland,POL,0,1,2,0,2,0,0,0,0,win,1,0,0
715,WC-1982,1982 FIFA Men's World Cup,M-1982-50,West Germany vs France,semi-finals,not applicable,0,1,0,0,1982-07-08,21:00,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,T-86,West Germany,DEU,T-30,France,FRA,1,0,3,3,0,1,1,5,4,win,1,0,0
716,WC-1982,1982 FIFA Men's World Cup,M-1982-50,West Germany vs France,semi-finals,not applicable,0,1,0,0,1982-07-08,21:00,S-192,Estadio Ramón Sánchez Pizjuán,Seville,Spain,T-30,France,FRA,T-86,West Germany,DEU,0,1,3,3,0,1,1,4,5,lose,0,1,0
717,WC-1982,1982 FIFA Men's World Cup,M-1982-51,Poland vs France,third-place match,not applicable,0,1,0,0,1982-07-10,20:00,S-181,Estadio José Rico Pérez,Alicante,Spain,T-57,Poland,POL,T-30,France,FRA,1,0,3,2,1,0,0,0,0,win,1,0,0
718,WC-1982,1982 FIFA Men's World Cup,M-1982-51,Poland vs France,third-place match,not applicable,0,1,0,0,1982-07-10,20:00,S-181,Estadio José Rico Pérez,Alicante,Spain,T-30,France,FRA,T-57,Poland,POL,0,1,2,3,-1,0,0,0,0,lose,0,1,0
719,WC-1982,1982 FIFA Men's World Cup,M-1982-52,Italy vs West Germany,final,not applicable,0,1,0,0,1982-07-11,20:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-41,Italy,ITA,T-86,West Germany,DEU,1,0,3,1,2,0,0,0,0,win,1,0,0
720,WC-1982,1982 FIFA Men's World Cup,M-1982-52,Italy vs West Germany,final,not applicable,0,1,0,0,1982-07-11,20:00,S-187,Estadio Santiago Bernabéu,Madrid,Spain,T-86,West Germany,DEU,T-41,Italy,ITA,0,1,1,3,-2,0,0,0,0,lose,0,1,0
721,WC-1986,1986 FIFA Men's World Cup,M-1986-01,Bulgaria vs Italy,group stage,Group A,1,0,0,0,1986-05-31,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-10,Bulgaria,BGR,T-41,Italy,ITA,1,0,1,1,0,0,0,0,0,draw,0,0,1
722,WC-1986,1986 FIFA Men's World Cup,M-1986-01,Bulgaria vs Italy,group stage,Group A,1,0,0,0,1986-05-31,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-41,Italy,ITA,T-10,Bulgaria,BGR,0,1,1,1,0,0,0,0,0,draw,0,0,1
723,WC-1986,1986 FIFA Men's World Cup,M-1986-02,Spain vs Brazil,group stage,Group D,1,0,0,0,1986-06-01,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-73,Spain,ESP,T-09,Brazil,BRA,1,0,0,1,-1,0,0,0,0,lose,0,1,0
724,WC-1986,1986 FIFA Men's World Cup,M-1986-02,Spain vs Brazil,group stage,Group D,1,0,0,0,1986-06-01,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-73,Spain,ESP,0,1,1,0,1,0,0,0,0,win,1,0,0
725,WC-1986,1986 FIFA Men's World Cup,M-1986-03,Canada vs France,group stage,Group C,1,0,0,0,1986-06-01,16:00,S-131,Estadio Nou Camp,León,Mexico,T-12,Canada,CAN,T-30,France,FRA,1,0,0,1,-1,0,0,0,0,lose,0,1,0
726,WC-1986,1986 FIFA Men's World Cup,M-1986-03,Canada vs France,group stage,Group C,1,0,0,0,1986-06-01,16:00,S-131,Estadio Nou Camp,León,Mexico,T-30,France,FRA,T-12,Canada,CAN,0,1,1,0,1,0,0,0,0,win,1,0,0
727,WC-1986,1986 FIFA Men's World Cup,M-1986-04,Argentina vs South Korea,group stage,Group A,1,0,0,0,1986-06-02,12:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-03,Argentina,ARG,T-71,South Korea,KOR,1,0,3,1,2,0,0,0,0,win,1,0,0
728,WC-1986,1986 FIFA Men's World Cup,M-1986-04,Argentina vs South Korea,group stage,Group A,1,0,0,0,1986-06-02,12:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-71,South Korea,KOR,T-03,Argentina,ARG,0,1,1,3,-2,0,0,0,0,lose,0,1,0
729,WC-1986,1986 FIFA Men's World Cup,M-1986-05,Soviet Union vs Hungary,group stage,Group C,1,0,0,0,1986-06-02,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-72,Soviet Union,SUN,T-36,Hungary,HUN,1,0,6,0,6,0,0,0,0,win,1,0,0
730,WC-1986,1986 FIFA Men's World Cup,M-1986-05,Soviet Union vs Hungary,group stage,Group C,1,0,0,0,1986-06-02,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-36,Hungary,HUN,T-72,Soviet Union,SUN,0,1,0,6,-6,0,0,0,0,lose,0,1,0
731,WC-1986,1986 FIFA Men's World Cup,M-1986-06,Morocco vs Poland,group stage,Group F,1,0,0,0,1986-06-02,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-47,Morocco,MAR,T-57,Poland,POL,1,0,0,0,0,0,0,0,0,draw,0,0,1
732,WC-1986,1986 FIFA Men's World Cup,M-1986-06,Morocco vs Poland,group stage,Group F,1,0,0,0,1986-06-02,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-57,Poland,POL,T-47,Morocco,MAR,0,1,0,0,0,0,0,0,0,draw,0,0,1
733,WC-1986,1986 FIFA Men's World Cup,M-1986-07,Belgium vs Mexico,group stage,Group B,1,0,0,0,1986-06-03,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-06,Belgium,BEL,T-46,Mexico,MEX,1,0,1,2,-1,0,0,0,0,lose,0,1,0
734,WC-1986,1986 FIFA Men's World Cup,M-1986-07,Belgium vs Mexico,group stage,Group B,1,0,0,0,1986-06-03,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-06,Belgium,BEL,0,1,2,1,1,0,0,0,0,win,1,0,0
735,WC-1986,1986 FIFA Men's World Cup,M-1986-08,Algeria vs Northern Ireland,group stage,Group D,1,0,0,0,1986-06-03,12:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-01,Algeria,DZA,T-52,Northern Ireland,NIR,1,0,1,1,0,0,0,0,0,draw,0,0,1
736,WC-1986,1986 FIFA Men's World Cup,M-1986-08,Algeria vs Northern Ireland,group stage,Group D,1,0,0,0,1986-06-03,12:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-52,Northern Ireland,NIR,T-01,Algeria,DZA,0,1,1,1,0,0,0,0,0,draw,0,0,1
737,WC-1986,1986 FIFA Men's World Cup,M-1986-09,Portugal vs England,group stage,Group F,1,0,0,0,1986-06-03,16:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-58,Portugal,PRT,T-28,England,ENG,1,0,1,0,1,0,0,0,0,win,1,0,0
738,WC-1986,1986 FIFA Men's World Cup,M-1986-09,Portugal vs England,group stage,Group F,1,0,0,0,1986-06-03,16:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-28,England,ENG,T-58,Portugal,PRT,0,1,0,1,-1,0,0,0,0,lose,0,1,0
739,WC-1986,1986 FIFA Men's World Cup,M-1986-10,Paraguay vs Iraq,group stage,Group B,1,0,0,0,1986-06-04,12:00,S-139,La Bombonera,Toluca,Mexico,T-55,Paraguay,PRY,T-39,Iraq,IRQ,1,0,1,0,1,0,0,0,0,win,1,0,0
740,WC-1986,1986 FIFA Men's World Cup,M-1986-10,Paraguay vs Iraq,group stage,Group B,1,0,0,0,1986-06-04,12:00,S-139,La Bombonera,Toluca,Mexico,T-39,Iraq,IRQ,T-55,Paraguay,PRY,0,1,0,1,-1,0,0,0,0,lose,0,1,0
741,WC-1986,1986 FIFA Men's World Cup,M-1986-11,Uruguay vs West Germany,group stage,Group E,1,0,0,0,1986-06-04,12:00,S-138,Estadio La Corregidora,Querétaro,Mexico,T-84,Uruguay,URY,T-86,West Germany,DEU,1,0,1,1,0,0,0,0,0,draw,0,0,1
742,WC-1986,1986 FIFA Men's World Cup,M-1986-11,Uruguay vs West Germany,group stage,Group E,1,0,0,0,1986-06-04,12:00,S-138,Estadio La Corregidora,Querétaro,Mexico,T-86,West Germany,DEU,T-84,Uruguay,URY,0,1,1,1,0,0,0,0,0,draw,0,0,1
743,WC-1986,1986 FIFA Men's World Cup,M-1986-12,Scotland vs Denmark,group stage,Group E,1,0,0,0,1986-06-04,16:00,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,T-64,Scotland,SCO,T-22,Denmark,DNK,1,0,0,1,-1,0,0,0,0,lose,0,1,0
744,WC-1986,1986 FIFA Men's World Cup,M-1986-12,Scotland vs Denmark,group stage,Group E,1,0,0,0,1986-06-04,16:00,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,T-22,Denmark,DNK,T-64,Scotland,SCO,0,1,1,0,1,0,0,0,0,win,1,0,0
745,WC-1986,1986 FIFA Men's World Cup,M-1986-13,Italy vs Argentina,group stage,Group A,1,0,0,0,1986-06-05,12:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-41,Italy,ITA,T-03,Argentina,ARG,1,0,1,1,0,0,0,0,0,draw,0,0,1
746,WC-1986,1986 FIFA Men's World Cup,M-1986-13,Italy vs Argentina,group stage,Group A,1,0,0,0,1986-06-05,12:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-03,Argentina,ARG,T-41,Italy,ITA,0,1,1,1,0,0,0,0,0,draw,0,0,1
747,WC-1986,1986 FIFA Men's World Cup,M-1986-14,France vs Soviet Union,group stage,Group C,1,0,0,0,1986-06-05,12:00,S-131,Estadio Nou Camp,León,Mexico,T-30,France,FRA,T-72,Soviet Union,SUN,1,0,1,1,0,0,0,0,0,draw,0,0,1
748,WC-1986,1986 FIFA Men's World Cup,M-1986-14,France vs Soviet Union,group stage,Group C,1,0,0,0,1986-06-05,12:00,S-131,Estadio Nou Camp,León,Mexico,T-72,Soviet Union,SUN,T-30,France,FRA,0,1,1,1,0,0,0,0,0,draw,0,0,1
749,WC-1986,1986 FIFA Men's World Cup,M-1986-15,South Korea vs Bulgaria,group stage,Group A,1,0,0,0,1986-06-05,16:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-71,South Korea,KOR,T-10,Bulgaria,BGR,1,0,1,1,0,0,0,0,0,draw,0,0,1
750,WC-1986,1986 FIFA Men's World Cup,M-1986-15,South Korea vs Bulgaria,group stage,Group A,1,0,0,0,1986-06-05,16:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-10,Bulgaria,BGR,T-71,South Korea,KOR,0,1,1,1,0,0,0,0,0,draw,0,0,1
751,WC-1986,1986 FIFA Men's World Cup,M-1986-16,Hungary vs Canada,group stage,Group C,1,0,0,0,1986-06-06,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-36,Hungary,HUN,T-12,Canada,CAN,1,0,2,0,2,0,0,0,0,win,1,0,0
752,WC-1986,1986 FIFA Men's World Cup,M-1986-16,Hungary vs Canada,group stage,Group C,1,0,0,0,1986-06-06,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-12,Canada,CAN,T-36,Hungary,HUN,0,1,0,2,-2,0,0,0,0,lose,0,1,0
753,WC-1986,1986 FIFA Men's World Cup,M-1986-17,Brazil vs Algeria,group stage,Group D,1,0,0,0,1986-06-06,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-01,Algeria,DZA,1,0,1,0,1,0,0,0,0,win,1,0,0
754,WC-1986,1986 FIFA Men's World Cup,M-1986-17,Brazil vs Algeria,group stage,Group D,1,0,0,0,1986-06-06,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-01,Algeria,DZA,T-09,Brazil,BRA,0,1,0,1,-1,0,0,0,0,lose,0,1,0
755,WC-1986,1986 FIFA Men's World Cup,M-1986-18,England vs Morocco,group stage,Group F,1,0,0,0,1986-06-06,16:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-28,England,ENG,T-47,Morocco,MAR,1,0,0,0,0,0,0,0,0,draw,0,0,1
756,WC-1986,1986 FIFA Men's World Cup,M-1986-18,England vs Morocco,group stage,Group F,1,0,0,0,1986-06-06,16:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-47,Morocco,MAR,T-28,England,ENG,0,1,0,0,0,0,0,0,0,draw,0,0,1
757,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,group stage,Group B,1,0,0,0,1986-06-07,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-55,Paraguay,PRY,1,0,1,1,0,0,0,0,0,draw,0,0,1
758,WC-1986,1986 FIFA Men's World Cup,M-1986-19,Mexico vs Paraguay,group stage,Group B,1,0,0,0,1986-06-07,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-55,Paraguay,PRY,T-46,Mexico,MEX,0,1,1,1,0,0,0,0,0,draw,0,0,1
759,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,group stage,Group D,1,0,0,0,1986-06-07,12:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-52,Northern Ireland,NIR,T-73,Spain,ESP,1,0,1,2,-1,0,0,0,0,lose,0,1,0
760,WC-1986,1986 FIFA Men's World Cup,M-1986-20,Northern Ireland vs Spain,group stage,Group D,1,0,0,0,1986-06-07,12:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-73,Spain,ESP,T-52,Northern Ireland,NIR,0,1,2,1,1,0,0,0,0,win,1,0,0
761,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,group stage,Group F,1,0,0,0,1986-06-07,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-57,Poland,POL,T-58,Portugal,PRT,1,0,1,0,1,0,0,0,0,win,1,0,0
762,WC-1986,1986 FIFA Men's World Cup,M-1986-21,Poland vs Portugal,group stage,Group F,1,0,0,0,1986-06-07,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-58,Portugal,PRT,T-57,Poland,POL,0,1,0,1,-1,0,0,0,0,lose,0,1,0
763,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,group stage,Group B,1,0,0,0,1986-06-08,12:00,S-139,La Bombonera,Toluca,Mexico,T-39,Iraq,IRQ,T-06,Belgium,BEL,1,0,1,2,-1,0,0,0,0,lose,0,1,0
764,WC-1986,1986 FIFA Men's World Cup,M-1986-22,Iraq vs Belgium,group stage,Group B,1,0,0,0,1986-06-08,12:00,S-139,La Bombonera,Toluca,Mexico,T-06,Belgium,BEL,T-39,Iraq,IRQ,0,1,2,1,1,0,0,0,0,win,1,0,0
765,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,group stage,Group E,1,0,0,0,1986-06-08,12:00,S-138,Estadio La Corregidora,Querétaro,Mexico,T-86,West Germany,DEU,T-64,Scotland,SCO,1,0,2,1,1,0,0,0,0,win,1,0,0
766,WC-1986,1986 FIFA Men's World Cup,M-1986-23,West Germany vs Scotland,group stage,Group E,1,0,0,0,1986-06-08,12:00,S-138,Estadio La Corregidora,Querétaro,Mexico,T-64,Scotland,SCO,T-86,West Germany,DEU,0,1,1,2,-1,0,0,0,0,lose,0,1,0
767,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,group stage,Group E,1,0,0,0,1986-06-08,16:00,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,T-22,Denmark,DNK,T-84,Uruguay,URY,1,0,6,1,5,0,0,0,0,win,1,0,0
768,WC-1986,1986 FIFA Men's World Cup,M-1986-24,Denmark vs Uruguay,group stage,Group E,1,0,0,0,1986-06-08,16:00,S-136,Estadio Neza 86,Nezahualcóyotl,Mexico,T-84,Uruguay,URY,T-22,Denmark,DNK,0,1,1,6,-5,0,0,0,0,lose,0,1,0
769,WC-1986,1986 FIFA Men's World Cup,M-1986-25,Hungary vs France,group stage,Group C,1,0,0,0,1986-06-09,12:00,S-131,Estadio Nou Camp,León,Mexico,T-36,Hungary,HUN,T-30,France,FRA,1,0,0,3,-3,0,0,0,0,lose,0,1,0
770,WC-1986,1986 FIFA Men's World Cup,M-1986-25,Hungary vs France,group stage,Group C,1,0,0,0,1986-06-09,12:00,S-131,Estadio Nou Camp,León,Mexico,T-30,France,FRA,T-36,Hungary,HUN,0,1,3,0,3,0,0,0,0,win,1,0,0
771,WC-1986,1986 FIFA Men's World Cup,M-1986-26,Soviet Union vs Canada,group stage,Group C,1,0,0,0,1986-06-09,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-72,Soviet Union,SUN,T-12,Canada,CAN,1,0,2,0,2,0,0,0,0,win,1,0,0
772,WC-1986,1986 FIFA Men's World Cup,M-1986-26,Soviet Union vs Canada,group stage,Group C,1,0,0,0,1986-06-09,12:00,S-130,Estadio Sergio León Chavez,Irapuato,Mexico,T-12,Canada,CAN,T-72,Soviet Union,SUN,0,1,0,2,-2,0,0,0,0,lose,0,1,0
773,WC-1986,1986 FIFA Men's World Cup,M-1986-27,Argentina vs Bulgaria,group stage,Group A,1,0,0,0,1986-06-10,12:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-03,Argentina,ARG,T-10,Bulgaria,BGR,1,0,2,0,2,0,0,0,0,win,1,0,0
774,WC-1986,1986 FIFA Men's World Cup,M-1986-27,Argentina vs Bulgaria,group stage,Group A,1,0,0,0,1986-06-10,12:00,S-133,Estadio Olímpico Universitario,Mexico City,Mexico,T-10,Bulgaria,BGR,T-03,Argentina,ARG,0,1,0,2,-2,0,0,0,0,lose,0,1,0
775,WC-1986,1986 FIFA Men's World Cup,M-1986-28,South Korea vs Italy,group stage,Group A,1,0,0,0,1986-06-10,12:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-71,South Korea,KOR,T-41,Italy,ITA,1,0,2,3,-1,0,0,0,0,lose,0,1,0
776,WC-1986,1986 FIFA Men's World Cup,M-1986-28,South Korea vs Italy,group stage,Group A,1,0,0,0,1986-06-10,12:00,S-137,Estadio Cuauhtémoc,Puebla,Mexico,T-41,Italy,ITA,T-71,South Korea,KOR,0,1,3,2,1,0,0,0,0,win,1,0,0
777,WC-1986,1986 FIFA Men's World Cup,M-1986-29,Iraq vs Mexico,group stage,Group B,1,0,0,0,1986-06-11,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-39,Iraq,IRQ,T-46,Mexico,MEX,1,0,0,1,-1,0,0,0,0,lose,0,1,0
778,WC-1986,1986 FIFA Men's World Cup,M-1986-29,Iraq vs Mexico,group stage,Group B,1,0,0,0,1986-06-11,12:00,S-132,Estadio Azteca,Mexico City,Mexico,T-46,Mexico,MEX,T-39,Iraq,IRQ,0,1,1,0,1,0,0,0,0,win,1,0,0
779,WC-1986,1986 FIFA Men's World Cup,M-1986-30,Paraguay vs Belgium,group stage,Group B,1,0,0,0,1986-06-11,12:00,S-139,La Bombonera,Toluca,Mexico,T-55,Paraguay,PRY,T-06,Belgium,BEL,1,0,2,2,0,0,0,0,0,draw,0,0,1
780,WC-1986,1986 FIFA Men's World Cup,M-1986-30,Paraguay vs Belgium,group stage,Group B,1,0,0,0,1986-06-11,12:00,S-139,La Bombonera,Toluca,Mexico,T-06,Belgium,BEL,T-55,Paraguay,PRY,0,1,2,2,0,0,0,0,0,draw,0,0,1
781,WC-1986,1986 FIFA Men's World Cup,M-1986-31,England vs Poland,group stage,Group F,1,0,0,0,1986-06-11,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-28,England,ENG,T-57,Poland,POL,1,0,3,0,3,0,0,0,0,win,1,0,0
782,WC-1986,1986 FIFA Men's World Cup,M-1986-31,England vs Poland,group stage,Group F,1,0,0,0,1986-06-11,16:00,S-135,Estadio Universitario,Monterrey,Mexico,T-57,Poland,POL,T-28,England,ENG,0,1,0,3,-3,0,0,0,0,lose,0,1,0
783,WC-1986,1986 FIFA Men's World Cup,M-1986-32,Portugal vs Morocco,group stage,Group F,1,0,0,0,1986-06-11,16:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-58,Portugal,PRT,T-47,Morocco,MAR,1,0,1,3,-2,0,0,0,0,lose,0,1,0
784,WC-1986,1986 FIFA Men's World Cup,M-1986-32,Portugal vs Morocco,group stage,Group F,1,0,0,0,1986-06-11,16:00,S-129,Estadio Tres de Marzo,Guadalajara,Mexico,T-47,Morocco,MAR,T-58,Portugal,PRT,0,1,3,1,2,0,0,0,0,win,1,0,0
785,WC-1986,1986 FIFA Men's World Cup,M-1986-33,Algeria vs Spain,group stage,Group D,1,0,0,0,1986-06-12,12:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-01,Algeria,DZA,T-73,Spain,ESP,1,0,0,3,-3,0,0,0,0,lose,0,1,0
786,WC-1986,1986 FIFA Men's World Cup,M-1986-33,Algeria vs Spain,group stage,Group D,1,0,0,0,1986-06-12,12:00,S-134,Estadio Tecnológico,Monterrey,Mexico,T-73,Spain,ESP,T-01,Algeria,DZA,0,1,3,0,3,0,0,0,0,win,1,0,0
787,WC-1986,1986 FIFA Men's World Cup,M-1986-34,Northern Ireland vs Brazil,group stage,Group D,1,0,0,0,1986-06-12,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-52,Northern Ireland,NIR,T-09,Brazil,BRA,1,0,0,3,-3,0,0,0,0,lose,0,1,0
788,WC-1986,1986 FIFA Men's World Cup,M-1986-34,Northern Ireland vs Brazil,group stage,Group D,1,0,0,0,1986-06-12,12:00,S-128,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-52,Northern Ireland,NIR,0,1,3,0,3,0,0,0,0,win,1,0,0
