key_id,tournament_id,tournament_name,stage_number,stage_name,group_name,position,team_id,team_name,team_code,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,advanced
206,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group C,4,T-12,Canada,CAN,3,0,0,3,0,5,-5,0,0
207,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group D,1,T-09,Brazil,BRA,3,3,0,0,5,0,5,6,1
208,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group D,2,T-73,Spain,ESP,3,2,0,1,5,2,3,4,1
209,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group D,3,T-52,Northern Ireland,NIR,3,0,1,2,2,6,-4,1,0
210,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group D,4,T-01,Algeria,DZA,3,0,1,2,1,5,-4,1,0
211,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group E,1,T-22,Denmark,DNK,3,3,0,0,9,1,8,6,1
212,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group E,2,T-86,West Germany,DEU,3,1,1,1,3,4,-1,3,1
213,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group E,3,T-84,Uruguay,URY,3,0,2,1,2,7,-5,2,1
214,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group E,4,T-64,Scotland,SCO,3,0,1,2,1,3,-2,1,0
215,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group F,1,T-47,Morocco,MAR,3,1,2,0,3,1,2,4,1
216,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group F,2,T-28,England,ENG,3,1,1,1,3,1,2,3,1
217,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group F,3,T-57,Poland,POL,3,1,1,1,1,3,-2,3,1
218,WC-1986,1986 FIFA Men's World Cup,1,group stage,Group F,4,T-58,Portugal,PRT,3,1,0,2,2,4,-2,2,0
219,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group A,1,T-41,Italy,ITA,3,3,0,0,4,0,4,6,1
220,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group A,2,T-21,Czechoslovakia,CSK,3,2,0,1,6,3,3,4,1
221,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group A,3,T-05,Austria,AUT,3,1,0,2,2,3,-1,2,0
222,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group A,4,T-83,United States,USA,3,0,0,3,2,8,-6,0,0
223,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group B,1,T-11,Cameroon,CMR,3,2,0,1,3,5,-2,4,1
224,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group B,2,T-61,Romania,ROU,3,1,1,1,4,3,1,3,1
225,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group B,3,T-03,Argentina,ARG,3,1,1,1,3,2,1,3,1
226,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group B,4,T-72,Soviet Union,SUN,3,1,0,2,4,4,0,2,0
227,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group C,1,T-09,Brazil,BRA,3,3,0,0,4,1,3,6,1
228,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group C,2,T-17,Costa Rica,CRI,3,2,0,1,3,2,1,4,1
229,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group C,3,T-64,Scotland,SCO,3,1,0,2,2,3,-1,2,0
230,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group C,4,T-74,Sweden,SWE,3,0,0,3,3,6,-3,0,0
231,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group D,1,T-86,West Germany,DEU,3,2,1,0,10,3,7,5,1
232,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group D,2,T-87,Yugoslavia,YUG,3,2,0,1,6,5,1,4,1
233,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group D,3,T-16,Colombia,COL,3,1,1,1,3,2,1,3,1
234,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group D,4,T-82,United Arab Emirates,ARE,3,0,0,3,2,11,-9,0,0
235,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group E,1,T-73,Spain,ESP,3,2,1,0,5,2,3,5,1
236,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group E,2,T-06,Belgium,BEL,3,2,0,1,6,3,3,4,1
237,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group E,3,T-84,Uruguay,URY,3,1,1,1,2,3,-1,3,1
238,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group E,4,T-71,South Korea,KOR,3,0,0,3,1,6,-5,0,0
239,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group F,1,T-28,England,ENG,3,1,2,0,2,1,1,4,1
240,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group F,2,T-60,Republic of Ireland,IRL,3,0,3,0,2,2,0,3,1
241,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group F,3,T-48,Netherlands,NLD,3,0,3,0,2,2,0,3,1
242,WC-1990,1990 FIFA Men's World Cup,1,group stage,Group F,4,T-26,Egypt,EGY,3,0,2,1,1,2,-1,2,0
243,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group A,1,T-14,China,CHN,3,2,1,0,10,3,7,5,1
244,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group A,2,T-53,Norway,NOR,3,2,0,1,6,5,1,4,1
245,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group A,3,T-22,Denmark,DNK,3,1,1,1,6,4,2,3,1
246,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group A,4,T-49,New Zealand,NZL,3,0,0,3,1,11,-10,0,0
247,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group B,1,T-83,United States,USA,3,3,0,0,11,2,9,6,1
248,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,2,0,1,12,3,9,4,1
249,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group B,3,T-09,Brazil,BRA,3,1,0,2,1,7,-6,2,0
250,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group B,4,T-44,Japan,JPN,3,0,0,3,0,12,-12,0,0
251,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,3,0,0,9,0,9,6,1
252,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group C,2,T-41,Italy,ITA,3,2,0,1,6,2,4,4,1
253,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group C,3,T-15,Chinese Taipei,TWN,3,1,0,2,2,8,-6,2,1
254,WC-1991,1991 FIFA Women's World Cup,1,group stage,Group C,4,T-50,Nigeria,NGA,3,0,0,3,0,7,-7,0,0
255,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group A,1,T-61,Romania,ROU,3,2,0,1,5,5,0,6,1
256,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group A,2,T-75,Switzerland,CHE,3,1,1,1,5,4,1,4,1
257,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group A,3,T-83,United States,USA,3,1,1,1,3,3,0,4,1
258,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group A,4,T-16,Colombia,COL,3,1,0,2,4,5,-1,3,0
259,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,6,1,5,7,1
260,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,1,2,0,6,4,2,5,1
261,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group B,3,T-62,Russia,RUS,3,1,0,2,7,6,1,3,0
262,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group B,4,T-11,Cameroon,CMR,3,0,1,2,3,11,-8,1,0
263,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,2,1,0,5,3,2,7,1
264,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group C,2,T-73,Spain,ESP,3,1,2,0,6,4,2,5,1
265,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group C,3,T-71,South Korea,KOR,3,0,2,1,4,5,-1,2,0
266,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group C,4,T-07,Bolivia,BOL,3,0,1,2,1,4,-3,1,0
267,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group D,1,T-50,Nigeria,NGA,3,2,0,1,6,2,4,6,1
268,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group D,2,T-10,Bulgaria,BGR,3,2,0,1,6,3,3,6,1
269,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group D,3,T-03,Argentina,ARG,3,2,0,1,6,3,3,6,1
270,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group D,4,T-33,Greece,GRC,3,0,0,3,0,10,-10,0,0
271,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group E,1,T-46,Mexico,MEX,3,1,1,1,3,3,0,4,1
272,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group E,2,T-60,Republic of Ireland,IRL,3,1,1,1,2,2,0,4,1
273,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group E,3,T-41,Italy,ITA,3,1,1,1,2,2,0,4,1
274,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group E,4,T-53,Norway,NOR,3,1,1,1,1,1,0,4,0
275,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group F,1,T-48,Netherlands,NLD,3,2,0,1,4,3,1,6,1
276,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group F,2,T-63,Saudi Arabia,SAU,3,2,0,1,4,3,1,6,1
277,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group F,3,T-06,Belgium,BEL,3,2,0,1,2,1,1,6,1
278,WC-1994,1994 FIFA Men's World Cup,1,group stage,Group F,4,T-47,Morocco,MAR,3,0,0,3,2,5,-3,0,0
279,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group A,1,T-31,Germany,DEU,3,2,0,1,9,4,5,6,1
280,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group A,2,T-74,Sweden,SWE,3,2,0,1,5,3,2,6,1
281,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group A,3,T-44,Japan,JPN,3,1,0,2,2,4,-2,3,1
282,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group A,4,T-09,Brazil,BRA,3,1,0,2,3,8,-5,3,0
283,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group B,1,T-53,Norway,NOR,3,3,0,0,17,0,17,9,1
284,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group B,2,T-28,England,ENG,3,2,0,1,6,6,0,6,1
285,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group B,3,T-12,Canada,CAN,3,0,1,2,5,13,-8,1,0
286,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group B,4,T-50,Nigeria,NGA,3,0,1,2,5,14,-9,1,0
287,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group C,1,T-83,United States,USA,3,2,1,0,9,4,5,7,1
288,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group C,2,T-14,China,CHN,3,2,1,0,10,6,4,7,1
289,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group C,3,T-22,Denmark,DNK,3,1,0,2,6,5,1,3,1
290,WC-1995,1995 FIFA Women's World Cup,1,group stage,Group C,4,T-04,Australia,AUS,3,0,0,3,3,13,-10,0,0
291,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group A,1,T-09,Brazil,BRA,3,2,0,1,6,3,3,6,1
292,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group A,2,T-53,Norway,NOR,3,1,2,0,5,4,1,5,1
293,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group A,3,T-47,Morocco,MAR,3,1,1,1,5,5,0,4,0
294,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group A,4,T-64,Scotland,SCO,3,0,1,2,2,6,-4,1,0
295,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group B,1,T-41,Italy,ITA,3,2,1,0,7,3,4,7,1
296,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group B,2,T-13,Chile,CHL,3,0,3,0,4,4,0,3,1
297,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group B,3,T-05,Austria,AUT,3,0,2,1,3,4,-1,2,0
298,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group B,4,T-11,Cameroon,CMR,3,0,2,1,2,5,-3,2,0
299,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group C,1,T-30,France,FRA,3,3,0,0,9,1,8,9,1
300,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group C,2,T-22,Denmark,DNK,3,1,1,1,3,3,0,4,1
301,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group C,3,T-70,South Africa,ZAF,3,0,2,1,3,6,-3,2,0
302,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group C,4,T-63,Saudi Arabia,SAU,3,0,1,2,2,7,-5,1,0
303,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group D,1,T-50,Nigeria,NGA,3,2,0,1,5,5,0,6,1
304,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group D,2,T-55,Paraguay,PRY,3,1,2,0,3,1,2,5,1
305,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group D,3,T-73,Spain,ESP,3,1,1,1,8,4,4,4,0
306,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group D,4,T-10,Bulgaria,BGR,3,0,1,2,1,7,-6,1,0
307,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group E,1,T-48,Netherlands,NLD,3,1,2,0,7,2,5,5,1
308,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group E,2,T-46,Mexico,MEX,3,1,2,0,7,5,2,5,1
309,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group E,3,T-06,Belgium,BEL,3,0,3,0,3,3,0,3,0
310,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group E,4,T-71,South Korea,KOR,3,0,1,2,2,9,-7,1,0
311,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group F,1,T-31,Germany,DEU,3,2,1,0,6,2,4,7,1
312,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group F,2,T-87,Yugoslavia,YUG,3,2,1,0,4,2,2,7,1
313,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group F,3,T-38,Iran,IRN,3,1,0,2,2,4,-2,3,0
314,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group F,4,T-83,United States,USA,3,0,0,3,1,5,-4,0,0
315,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group G,1,T-61,Romania,ROU,3,2,1,0,4,2,2,7,1
316,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group G,2,T-28,England,ENG,3,2,0,1,5,2,3,6,1
317,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group G,3,T-16,Colombia,COL,3,1,0,2,1,3,-2,3,0
318,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group G,4,T-79,Tunisia,TUN,3,0,1,2,1,4,-3,1,0
319,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group H,1,T-03,Argentina,ARG,3,3,0,0,7,0,7,9,1
320,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group H,2,T-18,Croatia,HRV,3,2,0,1,4,2,2,6,1
321,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group H,3,T-43,Jamaica,JAM,3,1,0,2,3,9,-6,3,0
322,WC-1998,1998 FIFA Men's World Cup,1,group stage,Group H,4,T-44,Japan,JPN,3,0,0,3,1,4,-3,0,0
323,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group A,1,T-83,United States,USA,3,3,0,0,13,1,12,9,1
324,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group A,2,T-50,Nigeria,NGA,3,2,0,1,5,8,-3,6,1
325,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group A,3,T-51,North Korea,PRK,3,1,0,2,4,6,-2,3,0
326,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group A,4,T-22,Denmark,DNK,3,0,0,3,1,8,-7,0,0
327,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,12,4,8,7,1
328,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group B,2,T-31,Germany,DEU,3,1,2,0,10,4,6,5,1
329,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group B,3,T-41,Italy,ITA,3,1,1,1,3,3,0,4,0
330,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group B,4,T-46,Mexico,MEX,3,0,0,3,1,15,-14,0,0
331,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group C,1,T-53,Norway,NOR,3,3,0,0,13,2,11,9,1
332,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group C,2,T-62,Russia,RUS,3,2,0,1,10,3,7,6,1
333,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group C,3,T-12,Canada,CAN,3,0,1,2,3,12,-9,1,0
334,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group C,4,T-44,Japan,JPN,3,0,1,2,1,10,-9,1,0
335,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group D,1,T-14,China,CHN,3,3,0,0,12,2,10,9,1
336,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group D,2,T-74,Sweden,SWE,3,2,0,1,6,3,3,6,1
337,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group D,3,T-04,Australia,AUS,3,0,1,2,3,7,-4,1,0
338,WC-1999,1999 FIFA Women's World Cup,1,group stage,Group D,4,T-32,Ghana,GHA,3,0,1,2,1,10,-9,1,0
339,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group A,1,T-22,Denmark,DNK,3,2,1,0,5,2,3,7,1
340,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group A,2,T-65,Senegal,SEN,3,1,2,0,5,4,1,5,1
341,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group A,3,T-84,Uruguay,URY,3,0,2,1,4,5,-1,2,0
342,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group A,4,T-30,France,FRA,3,0,1,2,0,3,-3,1,0
343,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group B,1,T-73,Spain,ESP,3,3,0,0,9,4,5,9,1
344,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group B,2,T-55,Paraguay,PRY,3,1,1,1,6,6,0,4,1
345,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group B,3,T-70,South Africa,ZAF,3,1,1,1,5,5,0,4,0
346,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group B,4,T-69,Slovenia,SVN,3,0,0,3,2,7,-5,0,0
347,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group C,1,T-09,Brazil,BRA,3,3,0,0,11,3,8,9,1
348,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group C,2,T-80,Turkey,TUR,3,1,1,1,5,3,2,4,1
349,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group C,3,T-17,Costa Rica,CRI,3,1,1,1,5,6,-1,4,0
350,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group C,4,T-14,China,CHN,3,0,0,3,0,9,-9,0,0
351,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group D,1,T-71,South Korea,KOR,3,2,1,0,4,1,3,7,1
352,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group D,2,T-83,United States,USA,3,1,1,1,5,6,-1,4,1
353,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group D,3,T-58,Portugal,PRT,3,1,0,2,6,4,2,3,0
354,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group D,4,T-57,Poland,POL,3,1,0,2,3,7,-4,3,0
355,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group E,1,T-31,Germany,DEU,3,2,1,0,11,1,10,7,1
356,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group E,2,T-60,Republic of Ireland,IRL,3,1,2,0,5,2,3,5,1
357,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group E,3,T-11,Cameroon,CMR,3,1,1,1,2,3,-1,4,0
358,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group E,4,T-63,Saudi Arabia,SAU,3,0,0,3,0,12,-12,0,0
359,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group F,1,T-74,Sweden,SWE,3,1,2,0,4,3,1,5,1
360,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group F,2,T-28,England,ENG,3,1,2,0,2,1,1,5,1
361,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group F,3,T-03,Argentina,ARG,3,1,1,1,2,2,0,4,0
362,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group F,4,T-50,Nigeria,NGA,3,0,1,2,1,3,-2,1,0
363,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group G,1,T-46,Mexico,MEX,3,2,1,0,4,2,2,7,1
364,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group G,2,T-41,Italy,ITA,3,1,1,1,4,3,1,4,1
365,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group G,3,T-18,Croatia,HRV,3,1,0,2,2,3,-1,3,0
366,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group G,4,T-25,Ecuador,ECU,3,1,0,2,2,4,-2,3,0
367,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group H,1,T-44,Japan,JPN,3,2,1,0,5,2,3,7,1
368,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group H,2,T-06,Belgium,BEL,3,1,2,0,6,5,1,5,1
369,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group H,3,T-62,Russia,RUS,3,1,0,2,4,4,0,3,0
370,WC-2002,2002 FIFA Men's World Cup,1,group stage,Group H,4,T-79,Tunisia,TUN,3,0,1,2,1,5,-4,1,0
371,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group A,1,T-83,United States,USA,3,3,0,0,11,1,10,9,1
372,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group A,2,T-74,Sweden,SWE,3,2,0,1,5,3,2,6,1
373,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group A,3,T-51,North Korea,PRK,3,1,0,2,3,4,-1,3,0
374,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group A,4,T-50,Nigeria,NGA,3,0,0,3,0,11,-11,0,0
375,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group B,1,T-09,Brazil,BRA,3,2,1,0,8,2,6,7,1
376,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group B,2,T-53,Norway,NOR,3,2,0,1,10,5,5,6,1
377,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group B,3,T-30,France,FRA,3,1,1,1,2,3,-1,4,0
378,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group B,4,T-71,South Korea,KOR,3,0,0,3,1,11,-10,0,0
379,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group C,1,T-31,Germany,DEU,3,3,0,0,13,2,11,9,1
380,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group C,2,T-12,Canada,CAN,3,2,0,1,7,5,2,6,1
381,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group C,3,T-44,Japan,JPN,3,1,0,2,7,6,1,3,0
382,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group C,4,T-03,Argentina,ARG,3,0,0,3,1,15,-14,0,0
383,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group D,1,T-14,China,CHN,3,2,1,0,3,1,2,7,1
384,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group D,2,T-62,Russia,RUS,3,2,0,1,5,2,3,6,1
385,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group D,3,T-32,Ghana,GHA,3,1,0,2,2,5,-3,3,0
386,WC-2003,2003 FIFA Women's World Cup,1,group stage,Group D,4,T-04,Australia,AUS,3,0,1,2,3,5,-2,1,0
387,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group A,1,T-31,Germany,DEU,3,3,0,0,8,2,6,9,1
388,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group A,2,T-25,Ecuador,ECU,3,2,0,1,5,3,2,6,1
389,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group A,3,T-57,Poland,POL,3,1,0,2,2,4,-2,3,0
390,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group A,4,T-17,Costa Rica,CRI,3,0,0,3,3,9,-6,0,0
391,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group B,1,T-28,England,ENG,3,2,1,0,5,2,3,7,1
392,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group B,2,T-74,Sweden,SWE,3,1,2,0,3,2,1,5,1
393,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group B,3,T-55,Paraguay,PRY,3,1,0,2,2,2,0,3,0
394,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group B,4,T-78,Trinidad and Tobago,TTO,3,0,1,2,0,4,-4,1,0
395,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group C,1,T-03,Argentina,ARG,3,2,1,0,8,1,7,7,1
396,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group C,2,T-48,Netherlands,NLD,3,2,1,0,3,1,2,7,1
397,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group C,3,T-42,Ivory Coast,CIV,3,1,0,2,5,6,-1,3,0
398,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group C,4,T-67,Serbia and Montenegro,SCG,3,0,0,3,2,10,-8,0,0
399,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group D,1,T-58,Portugal,PRT,3,3,0,0,5,1,4,9,1
400,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group D,2,T-46,Mexico,MEX,3,1,1,1,4,3,1,4,1
401,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group D,3,T-02,Angola,AGO,3,0,2,1,1,2,-1,2,0
402,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group D,4,T-38,Iran,IRN,3,0,1,2,2,6,-4,1,0
403,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group E,1,T-41,Italy,ITA,3,2,1,0,5,1,4,7,1
404,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group E,2,T-32,Ghana,GHA,3,2,0,1,4,3,1,6,1
405,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group E,3,T-20,Czech Republic,CZE,3,1,0,2,3,4,-1,3,0
406,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group E,4,T-83,United States,USA,3,0,1,2,2,6,-4,1,0
407,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group F,1,T-09,Brazil,BRA,3,3,0,0,7,1,6,9,1
408,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group F,2,T-04,Australia,AUS,3,1,1,1,5,5,0,4,1
409,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group F,3,T-18,Croatia,HRV,3,0,2,1,2,3,-1,2,0
410,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group F,4,T-44,Japan,JPN,3,0,1,2,2,7,-5,1,0
411,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group G,1,T-75,Switzerland,CHE,3,2,1,0,4,0,4,7,1
412,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group G,2,T-30,France,FRA,3,1,2,0,3,1,2,5,1
413,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group G,3,T-71,South Korea,KOR,3,1,1,1,3,4,-1,4,0
414,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group G,4,T-77,Togo,TGO,3,0,0,3,1,6,-5,0,0
415,WC-2006,2006 FIFA Men's World Cup,1,group stage,Group H,1,T-73,Spain,ESP,3,3,0,0,8,1,7,9,1
